date	where	score	winner	loser
20110917	A	6-3	Lafayette	Moravian
20110920	H	6-1	Mount St. Mary's (MD)	Shepherd
20111005	A	7-0	Seattle	Pacific Lutheran
20111007	H	7-0	Charlotte	Mars Hill
20111007	H	6-1	Charlotte	Milligan
20111008	H	7-0	Bryant	Monmouth (NJ)
20111009	H	7-0	Charlotte	Johnson C. Smith
20111009	H	6-0	Charlotte	WSSU
20111009	H	4-3	Niagara	Merrimack
20111011	A	5-2	Bryant	Providence
20111011	A	5-4	La Salle	Gwynedd-Mercy
20111015	H	7-0	Air Force	Colorado College
20111015	H	7-0	Air Force	UTPB
20111022	A	4-3	Bryant	Siena
20120105	H	4-3	Hawaii	Penn State
20120106	N	5-2	Baylor	Penn State
20120107	A	5-2	Baylor	Hawaii
20120113	A	5-2	Illinois	Stephen F. Austin
20120113	H	6-1	Georgia	Kansas State
20120113	H	6-0	Vanderbilt	Lipscomb
20120114	H	5-2	South Florida	Syracuse
20120114	H	6-1	Vanderbilt	Miami (OH)
20120115	H	7-0	Tulsa	Oral Roberts
20120115	H	6-1	South Florida	Ohio State
20120115	H	7-0	Georgia	Troy
20120116	A	7-0	Idaho	Lewis-Clark (ID)
20120116	H	7-0	Vanderbilt	Austin Peay
20120117	H	6-1	Vanderbilt	Belmont
20120118	H	7-0	North Carolina	Elon
20120118	H	7-0	North Carolina	UNC Greensboro
20120118	H	7-0	Michigan State	Oakland
20120118	H	7-0	Penn	Drexel
20120119	H	7-0	Washington State	Idaho
20120119	H	7-0	Washington State	Lewis-Clark (ID)
20120119	A	7-0	Ole Miss	Hawaii Pacific
20120120	H	5-0	VCU	Campbell
20120120	H	5-0	VCU	Drexel
20120120	H	6-1	Clemson	Florida International
20120120	H	7-0	Duke	William & Mary
20120120	H	5-2	Baylor	Prairie View A&M
20120120	H	6-1	Oklahoma State	Oral Roberts
20120120	N	6-1	Oklahoma State	UMKC
20120120	A	3-1	Campbell	Drexel
20120120	N	7-0	UC Davis	Northern Arizona
20120120	A	7-0	Elon	NC A&T
20120120	H	7-0	Rice	Lamar
20120120	H	7-0	Milwaukee	Western Illinois
20120120	H	5-2	Boise State	Utah State
20120120	H	6-1	UNLV	New Mexico State
20120120	H	7-0	UNLV	Pacific (CA)
20120120	H	4-2	Colorado	Air Force
20120120	H	6-1	Oregon	Portland
20120120	H	7-0	USC	UC Irvine
20120120	H	6-1	Arkansas	Louisville
20120120	A	6-1	Ole Miss	Hawaii
20120120	N	6-1	Vanderbilt	DePaul
20120120	A	7-0	Pacific (CA)	Weber State
20120121	H	4-1	VCU	UNC Wilmington
20120121	H	6-1	Boston College	Dartmouth
20120121	H	6-1	Florida State	Central Florida
20120121	H	5-0	N.C. State	Davidson
20120121	H	6-1	N.C. State	Winthrop
20120121	N	4-3	Virginia	Tennessee
20120121	H	6-1	Baylor	Houston
20120121	H	6-1	TCU	Syracuse
20120121	N	4-3	Texas	North Carolina
20120121	A	7-0	Illinois	Illinois State
20120121	H	7-0	Illinois	Western Illinois
20120121	H	5-2	Northwestern	Vanderbilt
20120121	H	7-0	Ohio State	Dayton
20120121	H	7-0	Ohio State	West Virginia
20120121	H	6-1	Wisconsin	Eastern Michigan
20120121	H	5-2	Wisconsin	Illinois - Chicago
20120121	N	5-0	UNC Wilmington	Drexel
20120121	H	7-0	Rice	Louisiana
20120121	A	5-2	North Texas	Lamar
20120121	A	5-2	Bowling Green	Duquesne
20120121	H	7-0	Miami (OH)	Xavier
20120121	A	7-0	Air Force	Northern Colorado
20120121	H	6-1	Arizona	UC Santa Barbara
20120121	H	4-3	Arizona State	UC Davis
20120121	H	7-0	Navy	St. Francis (PA)
20120121	A	4-3	Georgia	Georgia Tech
20120121	A	4-3	Georgia State	Furman
20120121	N	6-1	New Mexico State	Weber State
20120121	A	7-0	Akron	Oakland
20120122	H	4-1	VCU	Georgetown
20120122	A	7-0	Central Florida	Florida A&M
20120122	H	5-2	Clemson	College of Charleston
20120122	H	6-1	Duke	Indiana
20120122	H	6-1	Georgia Tech	Memphis
20120122	N	5-2	North Carolina	Tennessee
20120122	N	4-3	Virginia	Texas
20120122	N	6-1	Indiana	UNC Greensboro
20120122	H	7-0	Michigan	Western Michigan
20120122	H	7-0	Wisconsin	Milwaukee
20120122	H	7-0	Wisconsin	Green Bay
20120122	A	7-0	UNC Wilmington	George Mason
20120122	H	4-3	Brown	Boston College
20120122	H	6-1	Miami (OH)	Cincinnati
20120122	A	7-0	Western Michigan	Detroit Mercy
20120122	H	7-0	UNLV	Weber State
20120122	H	6-1	Arizona State	UC Santa Barbara
