date	where	score	winner	loser
20120909	A	7-0	USC	Syracuse
20120919	H	6-1	La Salle	Sciences (Philadelphia)
20120927	A	5-2	UMass	Providence
20120928	H	7-0	Charlotte	Belmont Abbey
20120928	H	7-0	Charlotte	Johnson C. Smith
20120929	H	7-0	Buffalo	Niagara
20121011	H	5-2	Rider	Jefferson
20121017	A	7-0	UMass	Connecticut
20130111	A	7-0	Miami (FL)	Florida Atlantic
20130112	H	6-1	South Florida	Syracuse
20130113	H	7-0	Miami (FL)	Illinois
20130113	H	7-0	Cal Poly	UC Santa Cruz
20130113	H	7-0	Winthrop	Wofford
20130115	H	6-1	Florida State	Florida A&M
20130115	H	6-1	Florida State	Troy
20130115	H	7-0	Washington	Seattle
20130116	H	7-0	USC	UC Irvine
20130117	H	4-3	Georgia Tech	Syracuse
20130118	H	3-0	VCU	Campbell
20130118	H	4-0	VCU	Georgetown
20130118	H	7-0	Notre Dame	Bowling Green
20130118	H	5-1	Illinois	Illinois State
20130118	H	7-0	Illinois	Western Illinois
20130118	N	6-1	UC Davis	Northern Arizona
20130118	H	6-1	Rice	Lamar
20130118	H	7-0	Utah State	Idaho State
20130118	H	6-1	Arizona	Northern Arizona
20130118	A	7-0	Appalachian State	NC A&T
20130118	H	4-3	Akron	Middle Tennessee
20130119	H	4-1	VCU	Morgan State
20130119	H	3-0	VCU	Temple
20130119	H	4-3	East Carolina	Appalachian State
20130119	A	3-4	SMU	Nicholls State
20130119	A	5-2	Boston College	Dartmouth
20130119	H	7-0	Duke	William & Mary
20130119	H	5-2	Oklahoma	Wichita State
20130119	H	6-1	Texas Tech	Denver
20130119	N	3-2	Campbell	Temple
20130119	A	7-0	Indiana	Cincinnati
20130119	N	7-0	Indiana	Miami (OH)
20130119	H	5-2	Minnesota	Marquette
20130119	H	4-3	Minnesota	Montana
20130119	H	7-0	Michigan State	Dayton
20130119	H	7-0	Michigan State	Oakland
20130119	N	5-2	Penn State	Middle Tennessee
20130119	H	7-0	Penn	St. Joseph's (PA)
20130119	H	7-0	Penn	Lehigh
20130119	H	6-1	San Diego State	CSU Fullerton
20130119	H	7-0	San Diego State	UC Riverside
20130119	H	6-1	Arizona	UC Davis
20130119	H	6-1	Arizona State	Northern Arizona
20130119	A	7-0	Washington	Hawaii
20130119	H	7-0	Washington State	Idaho
20130119	H	5-2	Washington State	Portland State
20130119	H	7-0	Navy	St. Francis (PA)
20130119	N	7-0	Arkansas	Prairie View A&M
20130119	N	7-0	Arkansas	UTRGV
20130119	A	7-0	Missouri	Saint Louis
20130119	H	7-0	BYU	Weber State
20130119	H	5-2	San Diego	CSU Fullerton
20130120	N	5-0	Temple	Morgan State
20130120	H	7-0	Tulsa	Oral Roberts
20130120	A	4-3	Notre Dame	Illinois
20130120	H	6-1	TCU	Nicholls State
20130120	N	6-1	Marquette	Montana
20130120	A	5-2	Penn State	Akron
20130120	H	4-3	UC Irvine	San Jose State
20130120	H	7-0	Rice	UTRGV
20130120	H	7-0	Harvard	Cleveland State
20130120	H	7-0	Yale	Delaware State
20130120	H	7-0	Arizona State	UC Davis
20130120	H	7-0	Washington	Cal Poly
20130120	H	5-2	Washington State	Wyoming
20130120	N	7-0	Arkansas	Lamar
20130121	A	7-0	Oklahoma State	Wichita State
20130121	H	5-2	Hawaii	Cal Poly
20130121	H	7-0	Western Michigan	Dayton
20130121	H	7-0	Western Michigan	Valparaiso
20130121	H	4-0	South Carolina	USC Upstate
20130121	H	6-1	South Carolina	Winthrop
20130122	H	4-3	Michigan State	Eastern Michigan
20130122	H	4-3	William & Mary	Ole Miss
20130122	A	5-2	San Jose State	CSU Fullerton
20130123	H	7-0	North Carolina	Elon
20130123	H	7-0	North Carolina	UNC Greensboro
20130124	H	7-0	Baylor	Sam Houston
20130125	H	7-0	Central Florida	Bethune Cookman
20130125	H	4-3	Boston College	Syracuse
20130125	H	7-0	Miami (FL)	Hawaii
20130125	H	4-3	Portland State	Seattle
20130125	N	5-2	Northwestern	Arkansas
20130125	N	4-3	Purdue	Washington State
20130125	N	6-1	Elon	Richmond
20130125	A	5-2	William & Mary	Harvard
20130125	A	7-0	UTEP	Dominican  (CA)
20130125	N	5-2	Arizona State	Oklahoma
20130125	H	6-1	Oregon	Eastern Washington
20130125	H	6-1	Chattanooga	Kennesaw State
20130125	H	7-0	Denver	Louisiana
20130125	H	7-0	Prairie View A&M	Jacksonville (TX)
20130126	N	4-0	VCU	DePaul
20130126	H	7-0	Central Florida	Florida A&M
20130126	H	6-0	Duke	Wisconsin
20130126	H	4-3	Miami (FL)	Arizona State
20130126	N	4-3	Notre Dame	Georgia Tech
20130126	H	4-0	North Carolina	Auburn
20130126	H	7-0	Wake Forest	Richmond
20130126	A	4-3	Florida Gulf Coast	Florida International
20130126	H	7-0	North Florida	Bethune Cookman
20130126	H	4-1	Baylor	Florida State
20130126	N	4-3	Kansas State	William & Mary
20130126	N	5-2	Oklahoma	Hawaii
20130126	H	5-0	Texas	Wichita State
20130126	N	4-2	Texas Tech	Rice
20130126	H	4-3	West Virginia	Marshall
20130126	H	6-1	Portland State	Linfield
20130126	A	4-3	USC Upstate	Presbyterian
20130126	H	7-0	Indiana	Marquette
20130126	A	6-1	Iowa	Iowa State
20130126	H	4-3	Northwestern	Purdue
20130126	H	6-1	Penn State	Temple
20130126	H	7-0	Long Beach State	UC Riverside
20130126	H	5-2	CSUN	UMKC
20130126	N	4-2	UC Irvine	Tulane
20130126	H	4-3	Elon	Wake Forest
20130126	H	4-3	Buffalo	Pittsburgh
20130126	H	5-2	Toledo	Youngstown State
20130126	A	6-1	Western Michigan	Butler
20130126	H	6-1	Air Force	Louisiana
20130126	H	6-1	San Jose State	UTEP
20130126	N	4-2	Arizona	Minnesota
20130126	H	7-0	Oregon	Idaho
20130126	H	4-0	UCLA	San Diego
20130126	H	6-0	USC	Akron
20130126	A	4-1	Utah	Stephen F. Austin
20130126	A	7-0	Navy	St. Bonaventure
20130126	H	4-1	Texas A&M	North Texas
20130126	N	5-2	Arkansas	Washington State
20130126	H	4-0	Alabama	Memphis
20130126	H	4-3	LSU	Northwestern State (LA)
20130126	H	7-0	LSU	Southern
20130126	N	4-3	South Carolina	Missouri
20130126	H	7-0	Chattanooga	Belmont
20130126	A	6-1	Mercer	Alabama State
20130126	H	7-0	Samford	Austin Peay
