date	winnerId	loserId	where	roundPos	team1	winner	team2	loser	score
20110901	384721	435777	N	  16	UNC Wilmington	Rafael Aita         	Old Dominion	Krzysztof Muzalewski	6-3,6-4
20110902	450704	402244	N	    	Boise State	Nathan Sereke       	Georgia	Eric Diaz           	6-2, 4-6, 6-3
20110902	432657	403245	N	    	Boise State	James Meredith      	Georgia	Sadio Doumbia       	7-6(4), 6-3
20110902	439992	444697	N	    	Georgia	Nathan Pasha        	Boise State	Aidan Reid          	6-0, 6-2
20110902	453870	450337	N	    	Georgia	Wil Spencer         	Boise State	Scott Sears         	6-1, 6-2
20110903	453870	432657	N	    	Georgia	Wil Spencer         	Boise State	James Meredith      	6-4, 6-4
20110903	402244	444697	N	    	Georgia	Eric Diaz           	Boise State	Aidan Reid          	7-6(5), 6-2
20110903	439992	450704	N	    	Georgia	Nathan Pasha        	Boise State	Nathan Sereke       	7-5, 6-2
20110903	403245	450337	N	    	Georgia	Sadio Doumbia       	Boise State	Scott Sears         	7-5, 6-2
20110909	413764	447213	N	   2	Liberty	Wayne Harrell       	UNC Greensboro	Jimmy Roueche       	7-5, 7-6
20110909	413764	452463	N	   4	Liberty	Wayne Harrell       	Liberty	Matt Slamecka       	6-3, 6-1
20110909	444613	460255	N	   4	UNC Asheville	Thomas Rees         	Liberty	Stanislav Vaughan   	6-4, 6-4
20110909	447213	454409	N	   4	UNC Greensboro	Jimmy Roueche       	Liberty	Tristan Stayt       	6-2, 6-3
20110909	386207	420864	N	   8	Virginia Tech	Mauricio Antun      	Elon	Jordan Kaufman      	4-6, 6-1, 3-1 ret
20110909	454409	446548	N	   8	Liberty	Tristan Stayt       	Campbell	Landon Rogers       	6-1, 5-0
20110909	452463	398340	N	   8	Liberty	Matt Slamecka       	UNC Asheville	Peter Conaty        	6-1, 6-3
20110909	460255	388978	N	   8	Liberty	Stanislav Vaughan   	Longwood	Edward Becker       	6-4, 6-2
20110909	413764	422114	N	   8	Liberty	Wayne Harrell       	Campbell	Garrison Kinney     	6-4, 6-2
20110909	447116	426031	N	   8	Campbell	Adrien Rossignon    	Liberty	Giancarlo Lemmi     	6-3, 6-4
20110909	461579	459133	N	   8	UNC Asheville	Matthew Waissen     	Liberty	Siim Tuus           	6-3, 6-3
20110909	460048	384850	N	   8	UNC Greensboro	Chanon Varapongsittikul	Gardner-Webb	Ernest Alberch      	6-4,6-2
20110909	450848	422689	N	   8	UNC Greensboro	Orcun Seyrek        	Gardner-Webb	Adam Knutsson-Sunblad	6-4,6-4
20110909	454176	407864	N	   8	New Mexico State	Matej Stakne        	New Mexico State	Felipe Frattini     	6-7 6-2 Ret injury
20110909	386207	461578	N	  16	Virginia Tech	Mauricio Antun      	NCCU	Jack Waissen        	6-1,6-3
20110909	426031	456461	N	  16	Liberty	Giancarlo Lemmi     	Longwood	Nobuyoshi Tanaka    	7-6 (2), 6-2
20110909	459133	448962	N	  16	Liberty	Siim Tuus           	UNC Greensboro	Ahmet Sarioglu      	7-6 (5), 7-5
20110909	452463	409424	N	  16	Liberty	Matt Slamecka       	Elon	Christopher Geaslen 	6-0, 6-3
20110909	450456	401755	N	  16	Liberty	Dillon Segur        	Gardner-Webb	Brendan Dempsey     	6-1, 4-6, 7-5
20110909	413764	419451	N	  16	Liberty	Wayne Harrell       	Longwood	Steed Johnson       	6-1, 6-1
20110909	454409	416923	N	  16	Liberty	Tristan Stayt       	NCCU	Jamal Hoyte         	6-0, 6-2
20110909	412302	461578	N	  16	Campbell	Fernando Guillen    	NCCU	Jack Waissen        	6-3, 7-5
20110909	388218	400496	N	  16	Campbell	Josep Baro          	Elon	Tommy Darling       	6-2, 7-5
20110909	422689	457422	N	  16	Gardner-Webb	Adam Knutsson-Sunblad	Liberty	Shea Thomas         	7-6 (4), 3-6, 6-1
20110909	430152	387217	N	  16	Gardner-Webb	Stephen Martin      	Liberty	Jorge Azuero        	6-1, 4-6, 6-4
20110909	424798	423871	N	  16	UNC Asheville	Adrian Langeard     	Virginia Tech	Trpimir Kujundzic   	6-4,4-6,6-2
20110909	444613	421436	N	  16	UNC Asheville	Thomas Rees         	UNC Greensboro	William Kent        	6-4,3-6,6-3
20110909	420864	397598	N	  16	Elon	Jordan Kaufman      	Campbell	David Clavera       	6-1, 3-6, 6-4
20110909	414634	449499	N	  16	New Mexico	Mads Hegelund       	Northern Arizona	Patrick Schimmelbauer	6-2, 7-6
20110909	417688	401972	N	  16	New Mexico	Samir Iftikhar      	Abilene Christian	Alfredo Desiati     	4-6, 6-4, 6-1
20110909	459423	401776	N	  16	Arizona	Mario Urquidi       	New Mexico State	Paul Denele         	7-6 6-3
20110909	441510	443011	N	  16	UNC Greensboro	Randy Phillips      	Elon	Andrew Prince       	6-2,6-2
20110909	412691	443967	N	  16	Abilene Christian	Hans Hach           	New Mexico State	Luis Ramirez        	7-6 6-2
20110909	454176	396668	N	  16	New Mexico State	Matej Stakne        	Arizona	Frank Chen          	6-0 6-1
20110909	407864	389860	N	  16	New Mexico State	Felipe Frattini     	Northern Arizona	Dominic Bermudez    	6-4, 6-1
20110909	401404	415582	N	  16	New Mexico State	Germain Degardin    	New Mexico	James Hignett       	6-3 4-6 6-4
20110909	449499	431213	N	  32	Northern Arizona	Patrick Schimmelbauer	Abilene Christian	Cody McCarty        	6-3, 6-1
20110909	389860	431435	N	  32	Northern Arizona	Dominic Bermudez    	New Mexico	Mitch McDaniels     	0-6, 6-2, 6-3
20110909	417688	442102	N	  32	New Mexico	Samir Iftikhar      	Abilene Christian	Nick Plum           	4-6, 6-3, 6-4
20110909	415582	389222	N	  32	New Mexico	James Hignett       	WNM	Jean-Beniot Belin   	3-6, 6-2, 6-0
20110909	414634	441361	N	  32	New Mexico	Mads Hegelund       	New Mexico State	Patrick Pfister     	6-3 6-4
20110909	389857	394410	N	  32	Arizona	Carlos Bermudez     	New Mexico State	Eduardo Cabrita     	7-6 6-4
20110909	396668	446770	N	  32	Arizona	Frank Chen          	WNM	Justin Romero       	6-3, 6-3
20110909	459423	455184	N	  32	Arizona	Mario Urquidi       	Abilene Christian	John Strahl         	3-6, 6-0, 6-0
20110909	401972	463010	N	  32	Abilene Christian	Alfredo Desiati     	New Mexico State	Marc Westgate       	7-5 7-5
20110909	412691	397103	N	  32	Abilene Christian	Hans Hach           	Arizona	Robin Chou          	7-5, 6-3
20110909	407864	437681	N	  32	New Mexico State	Felipe Frattini     	WNM	Alvaro Nunez        	6-1 6-3
20110909	443967	442100	N	  32	New Mexico State	Luis Ramirez        	Abilene Christian	Kyle Plum           	6-3 6-3
20110909	401776	449212	N	  32	New Mexico State	Paul Denele         	Northern Arizona	Steven Say          	6-4, 7-5
20110909	460255	449936	N	    	Liberty	Stanislav Vaughan   	UNC Asheville	John Schubel        	6-2, 6-4
20110909	450456	441510	N	    	Liberty	Dillon Segur        	UNC Greensboro	Randy Phillips      	6-4, 6-3
20110909	450456	409561	N	    	Liberty	Dillon Segur        	NCCU	Fabrice George      	6-0, 6-0
20110909	450456	395852	N	    	Liberty	Dillon Segur        	Virginia Tech	Kevin Castellow     	2-6, 6-3, 7-6 (5)
20110909	450456	421436	N	    	Liberty	Dillon Segur        	UNC Greensboro	William Kent        	6-1, 6-4
20110909	462245	394410	N	    	Northern Arizona	Shaun Waters        	New Mexico State	Eduardo Cabrita     	6-3, 6-2
20110909	384850	387217	N	    	Gardner-Webb	Ernest Alberch      	Liberty	Jorge Azuero        	7-6 (6), 6-3
20110909	400496	426031	N	    	Elon	Tommy Darling       	Liberty	Giancarlo Lemmi     	3-6, 6-1, (10-6)
20110909	402545	456480	N	    	Binghamton	Ismael Dinia        	Temple	Li Tang             	6-1, 6-1
20110909	402088	444039	N	    	Binghamton	Ruben Devos         	Temple	Kacper Rams         	6-7 (4), 6-1, 1-0 (10-7)
20110909	391629	410131	N	    	Binghamton	Bastian Bornkessel  	Temple	Mansur Gishkaev     	6-2, 7-6 (8-6)
20110909	412844	444038	N	    	Binghamton	Alexandre Haggai    	Temple	Filip Rams          	7-5, 6-0
