date	where	score	winner	loser
20180112	H	4-0	SMU	Abilene Christian
20180112	H	4-2	Tulsa	Bryant
20180112	H	7-0	Texas Tech	MSU-Texas
20180112	N	6-1	California	Bryant
20180112	H	7-0	Oregon	Idaho
20180112	H	7-0	Oregon	Portland State
20180112	A	5-2	Arkansas	Tulsa
20180113	N	6-1	Clemson	Presbyterian
20180113	A	5-2	Duke	Arizona State
20180113	H	4-0	Florida State	Georgia State
20180113	H	4-0	Florida State	Louisiana
20180113	H	5-2	N.C. State	Gardner-Webb
20180113	H	7-0	N.C. State	Winthrop
20180113	N	4-0	North Florida	Florida A&M
20180113	H	5-0	Oklahoma	Bryant
20180113	H	4-0	Oklahoma	Creighton
20180113	H	5-2	Michigan State	IUPUI
20180113	H	7-0	Michigan State	Illinois - Chicago
20180113	N	4-1	UC Davis	Pacific (CA)
20180113	H	7-0	Elon	NC A&T
20180113	H	6-1	Elon	NC Wesleyan
20180113	H	7-0	Old Dominion	Monmouth (NJ)
20180113	H	7-0	Old Dominion	Morgan State
20180113	H	4-1	Fresno State	Pacific (CA)
20180113	H	4-1	Fresno State	UC Davis
20180113	H	7-0	Utah State	Idaho State
20180113	H	7-0	Utah State	Southern Utah
20180113	N	2-3	Bryant	Creighton
20180113	H	7-0	Washington	Eastern Washington
20180113	H	4-0	Alabama	Jackson State
20180113	H	5-0	Alabama	Jackson State
20180113	H	7-0	South Carolina	The Citadel
20180113	H	7-0	South Carolina	The Citadel
20180113	H	6-1	Tennessee	Charlotte
20180113	H	7-0	Tennessee	Charlotte
20180113	N	4-3	Furman	Florida Atlantic
20180113	N	4-2	Furman	North Florida
20180113	N	4-0	Georgia State	Mercer
20180113	N	5-2	BYU	UNC Wilmington
20180114	H	4-0	Florida State	Furman
20180114	H	5-2	Oklahoma	Arkansas
20180114	H	7-0	Oklahoma State	Bryant
20180114	H	7-0	Oklahoma State	Lamar
20180114	H	7-0	Texas Tech	UTPB
20180114	H	5-2	Weber State	Southern Utah
20180114	N	4-3	UNC Wilmington	Florida Gulf Coast
20180114	H	4-3	William & Mary	Monmouth (NJ)
20180114	N	4-0	Florida Atlantic	Florida A&M
20180114	H	6-1	Rice	Prairie View A&M
20180114	H	5-2	Western Michigan	Detroit Mercy
20180114	H	6-1	Western Michigan	Xavier
20180114	H	5-2	Bryant	Lamar
20180114	A	4-2	California	Tulsa
20180114	A	6-1	Texas A&M	Arizona State
20180114	H	4-0	Auburn	Jackson State
20180114	H	4-0	Auburn	Jackson State
20180114	H	7-0	Auburn	Jackson State
20180114	H	7-0	Mississippi State	UAB
20180114	H	4-0	Mercer	Florida Atlantic
20180114	N	4-3	Mercer	Louisiana
20180114	H	4-0	Georgia State	North Florida
20180114	N	4-1	Louisiana	Florida A&M
20180114	A	4-3	UTRGV	Rice
20180115	H	4-1	Texas Tech	Abilene Christian
20180115	H	4-2	Texas Tech	UTSA
20180115	A	4-2	DePaul	Purdue
20180115	H	6-1	Indiana	Ball State
20180115	H	7-0	Indiana	Eastern Illinois
20180115	H	7-0	Middle Tennessee	Chattanooga
20180115	H	7-0	Middle Tennessee	Austin Peay
20180115	H	6-1	Alabama	The Citadel
20180115	H	4-0	Alabama	UAB
20180115	H	6-1	Tennessee	Belmont
20180115	H	6-1	Tennessee	Tennessee Tech
20180115	N	6-1	BYU	Florida Gulf Coast
20180118	H	4-0	Louisville	Butler
20180118	H	6-1	Louisville	Toledo
20180118	A	4-3	N.C. State	Northwestern
20180118	H	6-0	TCU	Abilene Christian
20180118	H	7-0	UCLA	Grand Canyon
20180118	H	7-0	UCLA	George Washington
20180118	N	7-0	Abilene Christian	Dallas Baptist
20180119	H	5-0	VCU	Georgetown
20180119	H	5-2	Memphis	Indiana
20180119	H	6-1	Temple	Morgan State
20180119	H	6-1	Tulane	Miami (FL)
20180119	A	4-0	Miami (FL)	New Orleans
20180119	H	6-1	Notre Dame	Michigan State
20180119	N	6-1	Liberty	NC A&T
20180119	H	6-1	Oklahoma State	UMKC
20180119	H	4-0	Texas	A&M-Corpus Christi
20180119	H	7-0	Texas	UTSA
20180119	H	7-0	Texas Tech	Louisiana
20180119	N	3-2	Drexel	Georgetown
20180119	H	7-0	Charlotte	Gardner-Webb
20180119	H	5-2	Charlotte	UNC Greensboro
20180119	A	4-3	Harvard	SMU
20180119	A	5-2	Western Michigan	Iowa
20180119	A	4-3	Nevada	UCSD
20180119	H	4-0	Oregon	Georgia State
20180119	H	7-0	Utah	Montana State
20180119	H	5-2	Utah	Weber State
20180119	H	3-4	Loyola (MD)	St. Bonaventure
20180119	H	7-0	LSU	Arkansas Pine Bluff
20180119	H	4-0	LSU	Arkansas Pine Bluff
20180119	H	5-2	Mississippi State	South Florida
20180119	H	4-3	Tennessee	Georgia Tech
20180119	H	4-3	Vanderbilt	Middle Tennessee
20180119	N	7-0	Abilene Christian	Cameron
20180119	H	4-3	St. Mary's (CA)	Sacramento State
20180119	H	7-0	San Diego	UC Irvine
20180120	H	4-3	Duquesne	Youngstown State
20180120	H	5-0	VCU	Campbell
20180120	H	4-1	VCU	Drexel
20180120	H	4-1	Florida State	ETSU
20180120	H	4-0	Florida State	Florida Gulf Coast
20180120	A	4-2	Louisville	Purdue
20180120	A	4-3	N.C. State	Minnesota
20180120	H	7-0	North Carolina	Bucknell
20180120	H	4-0	North Carolina	Wofford
20180120	H	7-0	Baylor	UMKC
20180120	H	7-0	Baylor	UMKC
20180120	H	4-0	Oklahoma	Abilene Christian
20180120	H	4-1	Oklahoma	Arizona
20180120	H	7-0	St. John's (NY)	Sacred Heart
20180120	N	3-2	Campbell	Drexel
20180120	A	4-3	Michigan	Washington
20180120	H	7-0	Nebraska	Creighton
20180120	H	4-0	Ohio State	Cleveland State
20180120	H	7-0	Ohio State	Xavier
20180120	H	7-0	Penn State	Colgate
20180120	H	6-1	Purdue	Detroit Mercy
20180120	H	6-1	Wisconsin	DePaul
20180120	H	6-1	Wisconsin	Omaha
20180120	A	5-2	Cal Poly	Pacific (CA)
20180120	H	7-0	UC Riverside	Hope International
20180120	H	5-2	UNC Wilmington	Appalachian State
20180120	A	4-0	Florida Atlantic	Army
20180120	N	4-2	Florida Atlantic	Santa Clara
20180120	H	4-3	IUPUI	Belmont
20180120	H	5-2	Brown	Bryant
20180120	H	4-3	Columbia	Old Dominion
20180120	H	7-0	Dartmouth	Binghamton
20180120	H	7-0	Dartmouth	Quinnipiac
20180120	A	4-0	Yale	Army
20180120	N	4-2	Yale	Santa Clara
20180120	H	6-1	Ball State	Eastern Illinois
20180120	N	4-3	Northern Illinois	Tennessee Tech
20180120	A	2-5	Morgan State	La Salle
20180120	N	7-0	New Mexico	UTRGV
20180120	H	7-0	Stanford	George Washington
20180120	H	7-0	UCLA	Pepperdine
20180120	H	6-1	USC	UC Davis
20180120	H	7-0	Navy	St. Francis (PA)
20180120	H	6-1	Alabama	Chattanooga
20180120	H	7-0	Alabama	Samford
20180120	H	4-0	LSU	Arkansas Pine Bluff
20180120	H	4-0	LSU	Arkansas Pine Bluff
20180120	H	4-0	Ole Miss	Troy
20180120	H	5-2	Ole Miss	Southern Miss
20180120	A	6-1	South Carolina	Davidson
20180120	N	6-1	South Carolina	Elon
20180120	N	4-0	ETSU	Florida A&M
20180120	N	6-0	Wofford	Bucknell
20180120	N	4-3	Georgia State	Portland
20180120	H	6-1	South Alabama	Xavier (LA)
20180120	H	6-1	Chicago State	St. Francis (IL)
20180120	A	3-4	Grand Canyon	UC Riverside
20180120	H	6-1	BYU	Montana State
20180120	H	6-1	BYU	Weber State
20180120	H	7-0	Gonzaga	Whitman
20180120	H	7-0	Gonzaga	Whitworth
20180120	H	4-0	Pacific (CA)	George Washington
20180120	N	4-0	San Francisco	George Washington
20180120	A	7-0	Whitman	Whitworth
20180120	H	4-3	East Carolina	Presbyterian
20180121	H	5-2	Tulsa	South Florida
20180121	H	6-1	Georgia Tech	Auburn
20180121	H	5-2	Notre Dame	Cleveland State
20180121	H	4-3	Notre Dame	Kentucky
20180121	A	5-2	Oklahoma State	Arkansas
20180121	A	5-2	TCU	Arizona State
20180121	H	4-0	Texas	SMU
20180121	H	4-3	Texas Tech	New Mexico
20180121	H	5-0	Texas Tech	UTRGV
20180121	A	5-2	DePaul	Green Bay
20180121	A	5-0	Northwestern	Boise State
20180121	A	7-0	Cal Poly	Sacramento State
20180121	H	4-0	UC Irvine	UCSD
20180121	H	4-3	Charlotte	Clemson
20180121	N	4-2	Florida Atlantic	Yale
20180121	H	7-0	Middle Tennessee	Alabama State
20180121	H	5-2	Middle Tennessee	UAB
20180121	A	4-3	Old Dominion	Penn
20180121	H	7-0	Brown	Quinnipiac
20180121	A	6-1	Harvard	Texas Arlington
20180121	H	5-2	Ball State	Belmont
20180121	A	6-1	Toledo	Wright State
20180121	N	4-0	Western Michigan	Tennessee Tech
20180121	H	6-1	Fresno State	St. Mary's (CA)
20180121	H	7-0	Fresno State	UC Santa Cruz
20180121	A	2-5	Nevada	UC Riverside
20180121	H	7-0	Utah	Idaho State
20180121	H	4-3	Utah	Utah State
20180121	H	6-1	Navy	St. Bonaventure
20180121	H	7-0	Navy	St. Peter's
20180121	H	4-0	Ole Miss	Alcorn State
20180121	H	4-0	Ole Miss	Alcorn State
20180121	H	5-2	Mississippi State	Miami (FL)
20180121	H	7-0	Tennessee	The Citadel
20180121	H	7-0	Tennessee	The Citadel
20180121	H	6-1	Vanderbilt	Lipscomb
20180121	H	6-1	Vanderbilt	Michigan State
20180121	A	4-2	ETSU	Florida Gulf Coast
20180121	A	4-2	Louisiana	Rice
20180121	A	4-1	Grand Canyon	UC Irvine
20180121	A	4-0	Santa Clara	Army
20180122	H	7-0	North Carolina	Campbell
20180122	A	7-0	Michigan	Boise State
20180122	H	6-1	Florida	Central Florida
20180123	H	6-1	Wake Forest	Coastal Carolina
20180123	H	7-0	Wake Forest	Elon
20180123	H	5-2	UCLA	Loyola Marymount
20180123	H	4-2	LSU	Louisiana
20180123	A	5-2	Mercer	Georgia Southern
20180124	N	5-2	Wichita State	Buffalo
20180124	H	7-0	A&M-Corpus Christi	Prairie View A&M
20180124	H	6-0	A&M-Corpus Christi	Prairie View A&M
20180125	A	4-3	Gardner-Webb	Davidson
20180125	H	6-1	Cornell	Wichita State
20180125	H	7-0	Northern Illinois	Cardinal Stritch
20180125	H	6-1	Northern Illinois	UW Whitewater
20180126	A	4-3	Richmond	Liberty
20180126	H	4-3	VCU	Dayton
20180126	H	6-1	Temple	St. Francis (NY)
20180126	H	7-0	Boston College	Fordham
20180126	H	4-0	Wake Forest	Old Dominion
20180126	A	4-3	DePaul	Youngstown State
20180126	H	7-0	Portland State	Puget Sound
20180126	H	4-3	USC Upstate	Eastern Washington
20180126	N	4-0	UC Santa Barbara	SMU
20180126	H	5-2	Delaware	Connecticut
20180126	H	4-3	William & Mary	Elon
20180126	H	4-3	Cleveland State	Duquesne
20180126	H	5-2	IUPUI	Eastern Illinois
20180126	H	4-3	Northern Illinois	Omaha
20180126	H	7-0	Northern Illinois	Saint Louis
20180126	H	6-1	USC	Indiana
20180126	H	7-0	Navy	La Salle
20180126	H	7-0	Navy	Sciences (Philadelphia)
20180126	H	4-1	Alabama	Virginia Tech
20180126	N	4-0	Vanderbilt	Portland
20180126	N	4-2	Abilene Christian	Tennessee Tech
20180126	A	9-0	Occidental	Glendale (CA)
20180126	H	8-1	Gulf Coast (MS)	Belhaven
20180126	A	9-0	Folsom Lake	Cosumnes  River
20180126	A	9-0	Foothill	Diablo Valley
20180126	A	9-0	Riverside	Santa Barbara City
20180126	H	6-1	East Carolina	Navy
20180126	H	7-0	UMKC	William Jewell
20180127	H	5-2	Davidson	Presbyterian
20180127	N	4-3	South Florida	Pepperdine
20180127	A	7-0	Clemson	Army
20180127	N	5-2	Clemson	Binghamton
20180127	N	4-2	Duke	Louisville
20180127	N	4-0	Florida State	Purdue
20180127	A	4-3	Notre Dame	Texas
20180127	H	4-0	North Carolina	Drake
20180127	H	4-3	Wake Forest	Vanderbilt
20180127	H	4-3	Lipscomb	Gardner-Webb
20180127	N	4-3	North Florida	Tulsa
20180127	H	4-0	Baylor	UNLV
20180127	H	4-1	Oklahoma	Northwestern
20180127	H	4-2	Oklahoma State	Kentucky
20180127	A	4-3	Texas Tech	Virginia
20180127	N	5-2	Butler	Illinois State
20180127	N	5-2	DePaul	Duquesne
20180127	H	4-0	Villanova	Connecticut
20180127	H	4-3	Eastern Washington	The Citadel
20180127	H	5-2	Idaho State	Lewis-Clark (ID)
20180127	A	4-3	Northern Arizona	New Mexico
20180127	H	2-5	Portland State	Seattle
20180127	N	4-0	Illinois	Georgia Tech
20180127	N	4-0	Indiana	SMU
20180127	N	4-0	Michigan	South Carolina
20180127	N	4-3	Minnesota	Tennessee
20180127	H	4-0	Ohio State	Yale
20180127	H	7-0	UC Riverside	Westmont
20180127	A	3-4	UCSD	UC Riverside
20180127	H	4-3	William & Mary	Penn
20180127	H	6-1	Charlotte	S.C. State
20180127	H	7-0	Charlotte	UNC Asheville
20180127	H	4-1	Old Dominion	Portland
20180127	A	4-3	UTSA	Belmont
20180127	H	7-0	Brown	Fairfield
20180127	H	6-1	Brown	Fordham
20180127	N	4-1	Columbia	Ole Miss
20180127	H	4-0	Dartmouth	Buffalo
20180127	H	4-0	Dartmouth	St. John's (NY)
20180127	H	5-2	Harvard	Auburn
20180127	H	5-2	Boise State	Whitman
20180127	N	4-2	Utah State	Central Florida
20180127	H	4-0	UCLA	UC Davis
20180127	H	6-1	USC	UC Santa Barbara
20180127	N	5-2	Utah	Wichita State
20180127	H	6-1	Washington	Pacific (CA)
20180127	H	7-0	Navy	Howard
20180127	H	7-0	Navy	St. Francis (NY)
20180127	N	5-2	Navy	Winthrop
20180127	H	4-0	Florida	South Alabama
20180127	N	4-1	Mississippi State	Wisconsin
20180127	A	5-2	Chattanooga	Austin Peay
20180127	A	7-0	Wofford	NC A&T
20180127	N	6-1	Abilene Christian	Chattanooga
20180127	N	4-3	Omaha	Saint Louis
20180127	H	4-0	Louisiana	Xavier (LA)
20180127	H	4-0	Louisiana	Xavier (LA)
20180127	N	4-3	New Mexico State	St. Mary's (CA)
20180127	A	4-2	BYU	San Diego State
20180127	H	5-0	Loyola Marymount	San Diego State
20180127	H	7-0	Santa Clara	Holy Names
20180127	H	7-0	Santa Clara	Sonoma State
20180127	N	5-2	San Francisco	New Mexico State
20180127	A	4-3	San Diego	TCU
20180127	N	4-3	Bluefield State	Longwood
20180127	H	6-3	WNM	Mesa (AZ)
20180127	A	5-4	Wabash	Augustana (IL)
20180127	N	9-0	Wabash	Edgewood
20180127	H	7-2	Principia	Central (IA)
20180127	H	7-2	Chicago	Lewis
20180127	A	6-3	Desert	Santa Barbara City
20180127	N	7-0	Southern Utah	Lewis-Clark (ID)
20180128	N	4-3	George Mason	Mount St. Mary's (MD)
20180128	H	4-2	VCU	Penn
20180128	N	4-3	Memphis	Arkansas
20180128	N	4-3	Tulsa	Yale
20180128	A	4-3	Tulane	California
20180128	N	4-1	Central Florida	UC Davis
20180128	N	4-0	Duke	San Diego
20180128	N	4-1	Notre Dame	Minnesota
20180128	H	4-2	North Carolina	Michigan
20180128	H	4-1	Baylor	Florida State
20180128	H	4-1	Oklahoma State	Mississippi State
20180128	H	4-0	TCU	Louisville
20180128	H	4-1	Texas	Tennessee
20180128	A	6-1	Villanova	Delaware
20180128	H	5-2	Idaho State	Southern Utah
20180128	A	4-1	Illinois	Oklahoma
20180128	N	4-1	Northwestern	Georgia Tech
20180128	H	5-0	Ohio State	Toledo
20180128	H	4-0	Ohio State	North Florida
20180128	N	4-1	Cal Poly	Georgia State
20180128	H	4-3	Drexel	Morgan State
20180128	H	7-0	Middle Tennessee	Tennessee State
20180128	H	5-2	Middle Tennessee	UTSA
20180128	H	5-2	Rice	Lamar
20180128	H	6-1	Cleveland State	DePaul
20180128	H	6-1	Cleveland State	Oberlin
20180128	N	4-1	Columbia	Texas Tech
20180128	H	5-2	Harvard	Bryant
20180128	H	5-2	Harvard	Utah
20180128	H	5-2	Princeton	Michigan State
20180128	H	6-1	Princeton	Wagner
20180128	H	5-2	Western Michigan	Butler
20180128	H	5-2	Western Michigan	Illinois State
20180128	H	6-1	Fresno State	Holy Names
20180128	H	6-1	Fresno State	Sonoma State
20180128	N	4-3	UNLV	Purdue
20180128	N	4-0	Stanford	Oregon
20180128	H	4-0	UCLA	Utah State
20180128	H	5-2	Army	Binghamton
20180128	H	7-0	Boston University	Siena
20180128	H	7-0	Boston University	SNHU
20180128	A	6-1	Colgate	Niagara
20180128	H	4-0	Texas A&M	Cal Poly
20180128	H	4-0	Texas A&M	LSU
20180128	N	4-3	Auburn	Wichita State
20180128	H	4-0	Alabama	Penn State
20180128	H	4-0	Florida	South Florida
20180128	A	4-1	Ole Miss	Virginia
20180128	N	4-1	South Carolina	Drake
20180128	H	4-0	Georgia	Iowa
20180128	H	4-1	Kentucky	Wisconsin
20180128	A	5-2	Mercer	Alabama State
20180128	H	7-0	UNC Greensboro	Presbyterian
20180128	N	5-2	Incarnate Word	Georgia Southern
20180128	A	4-0	A&M-Corpus Christi	Trinity (TX)
20180128	A	4-0	A&M-Corpus Christi	Trinity (TX)
20180128	N	4-2	Georgia State	LSU
20180128	H	7-0	New Mexico State	Mesa (AZ)
20180128	H	5-1	UTRGV	Prairie View A&M
