date	where	score	winner	loser
20190112	H	4-1	Michigan State	Chicago State
20190112	H	4-2	Michigan State	Xavier
20190112	H	6-1	Purdue	Toledo
20190112	H	4-3	UC Davis	Fresno State
20190112	H	4-2	UC Davis	Pacific (CA)
20190112	H	6-1	Charlotte	Presbyterian
20190112	H	6-1	Charlotte	Winthrop
20190112	N	4-2	Florida Atlantic	Nebraska
20190112	N	4-1	Florida Atlantic	North Florida
20190112	N	4-0	UAB	Florida A&M
20190112	H	7-0	Stanford	St. Mary's (CA)
20190112	H	4-0	Auburn	Samford
20190112	H	4-0	Auburn	Samford
20190112	N	7-0	New Orleans	Florida A&M
20190112	N	4-2	Louisiana	Nebraska
20190112	H	4-0	BYU	Utah
20190113	H	4-0	Florida State	Florida Atlantic
20190113	H	5-2	Memphis	Northwestern
20190113	N	4-1	North Florida	UAB
20190113	H	7-0	Oklahoma	Abilene Christian
20190113	H	7-0	Indiana	Ball State
20190113	H	7-0	Indiana	Toledo
20190113	N	5-0	Nebraska	Florida A&M
20190113	H	7-0	Western Michigan	Illinois - Chicago
20190113	H	7-0	Western Michigan	Illinois - Chicago
20190113	H	6-1	Utah State	Idaho State
20190113	H	7-0	Utah State	Weber State
20190113	H	7-0	Kentucky	IUPUI
20190113	H	7-0	Kentucky	Northern Kentucky
20190113	H	6-0	Georgia Southern	The Citadel
20190113	H	6-1	Georgia Southern	Morgan State
20190113	N	4-0	Louisiana	New Orleans
20190115	H	6-1	Tulsa	Mercer
20190115	H	5-0	Stanford	Santa Clara
20190116	H	6-1	Wake Forest	Gardner-Webb
20190116	H	7-0	Wake Forest	Wofford
20190116	H	6-1	Stetson	Morgan State
20190116	N	7-0	Texas	Ole Miss
20190116	H	7-0	Middle Tennessee	Chattanooga
20190116	H	7-0	Middle Tennessee	Austin Peay
20190116	H	6-1	Arkansas	Mercer
20190116	H	6-1	Arkansas	Mercer
20190116	H	9-0	Salisbury	Dickinson
20190117	H	6-1	Virginia	William & Mary
20190117	H	7-0	Virginia Tech	Boston University
20190117	H	6-1	Virginia Tech	College of Charleston
20190117	H	7-0	SMU	Prairie View A&M
20190117	H	6-1	SMU	Prairie View A&M
20190117	H	4-0	Oklahoma	Wichita State
20190118	H	7-0	Davidson	Boston University
20190118	H	4-1	VCU	Campbell
20190118	H	6-0	VCU	Drexel
20190118	H	4-3	Duke	Arizona State
20190118	H	5-2	Florida State	South Alabama
20190118	H	4-0	Louisville	Butler
20190118	H	5-1	Louisville	Lipscomb
20190118	H	6-1	Miami (FL)	Liberty
20190118	H	7-0	Miami (FL)	Stetson
20190118	H	6-1	Memphis	Belmont
20190118	H	4-2	Tulsa	TCU
20190118	H	7-0	Baylor	Prairie View A&M
20190118	H	7-0	Baylor	Texas Arlington
20190118	A	7-0	Butler	Bellarmine
20190118	N	4-3	DePaul	Green Bay
20190118	N	6-0	Campbell	Drexel
20190118	H	6-1	UC Davis	Eastern Washington
20190118	A	9-0	UC Riverside	OUAZ
20190118	H	4-0	Elon	Appalachian State
20190118	H	6-0	Elon	NC A&T
20190118	H	5-2	Old Dominion	Temple
20190118	N	4-3	Yale	Cal Poly
20190118	H	7-0	Toledo	Wright State
20190118	A	6-0	Morgan State	Florida A&M
20190118	H	7-0	Air Force	CSU-Pueblo
20190118	H	6-1	Air Force	Northern Kentucky
20190118	H	5-2	Vanderbilt	Northwestern
20190118	H	7-0	Vanderbilt	Tennessee State
20190118	A	5-2	Abilene Christian	Azusa Pacific
20190118	N	4-0	Appalachian State	NC A&T
20190119	A	6-1	St. Bonaventure	Loyola (MD)
20190119	H	7-0	Clemson	The Citadel
20190119	H	6-1	Clemson	The Citadel
20190119	A	5-2	Notre Dame	Kentucky
20190119	H	5-0	North Carolina	Bucknell
20190119	N	6-0	North Carolina	Wofford
20190119	H	5-2	Wake Forest	Arizona State
20190119	N	6-1	Temple	S.C. State
20190119	H	5-2	South Florida	Florida Gulf Coast
20190119	H	5-2	Wichita State	Denver
20190119	H	7-0	Oklahoma State	Creighton
20190119	H	7-0	Oklahoma State	Omaha
20190119	N	6-1	Portland State	Seattle
20190119	N	4-2	Michigan State	Yale
20190119	A	4-2	Cal Poly	Army
20190119	H	6-1	UC Davis	Sacramento State
20190119	A	8-1	UC Riverside	Arizona Christian
20190119	N	4-3	Florida Atlantic	UNC Wilmington
20190119	N	4-0	UAB	UTRGV
20190119	H	4-0	Brown	St. John's (NY)
20190119	H	7-0	Penn	Navy
20190119	N	4-2	Yale	Army
20190119	A	5-1	Binghamton	Quinnipiac
20190119	N	6-1	New Mexico	Lamar
20190119	H	7-0	Utah	Montana State
20190119	H	6-1	Utah	Weber State
20190119	H	6-1	Washington	Portland
20190119	H	7-0	Navy	St. Bonaventure
20190119	H	7-0	Arkansas	Saint Louis
20190119	H	4-3	Arkansas	Central Florida
20190119	H	7-0	Alabama	Chattanooga
20190119	H	4-3	Alabama	Michigan
20190119	H	4-0	LSU	Alabama State
20190119	H	4-0	LSU	UAB
20190119	H	4-0	Ole Miss	North Alabama
20190119	H	4-0	Ole Miss	North Alabama
20190119	H	4-3	Tennessee	Charlotte
20190119	H	6-1	Tennessee	Charlotte
20190119	H	7-0	ETSU	Appalachian State
20190119	N	6-1	Wofford	Bucknell
20190119	A	4-2	Abilene Christian	Pepperdine
20190119	H	4-3	Drake	Northern Illinois
20190119	H	6-1	Drake	Tennessee Tech
20190119	H	7-0	Grand Canyon	UC Riverside
20190119	N	4-1	UTRGV	Alabama State
20190119	N	4-2	BYU	Florida Atlantic
20190119	H	5-2	Gonzaga	Montana
20190119	H	6-1	Pacific (CA)	Eastern Washington
20190119	H	5-2	San Diego	Utah State
20190119	A	6-1	Fresno State	Pepperdine
20190119	H	7-0	Iowa	Marquette
20190119	H	6-1	Iowa	Western Michigan
20190119	H	7-0	Minnesota	DePaul
20190119	H	7-0	Minnesota	Green Bay
20190119	N	4-3	Northern Colorado	Northern Kentucky
20190119	A	6-1	Southern Utah	Austin Peay
20190120	H	7-0	VCU	Georgetown
20190120	N	4-3	Florida State	California
20190120	H	7-0	N.C. State	Campbell
20190120	H	4-0	N.C. State	Northwestern
20190120	H	4-1	Virginia	Louisville
20190120	H	5-0	Memphis	Jackson State
20190120	H	4-0	Memphis	Jackson State
20190120	H	4-0	Oklahoma	Creighton
20190120	H	7-0	Oklahoma	Omaha
20190120	H	6-1	Texas	SMU
20190120	H	7-0	Texas Tech	Lamar
20190120	H	4-0	Texas Tech	New Mexico
20190120	A	0-0	Eastern Washington	San Francisco
20190120	H	5-0	Ohio State	Cleveland State
20190120	H	4-0	Ohio State	Cleveland State
20190120	N	4-3	Cal Poly	Michigan State
20190120	A	5-2	UC Santa Barbara	San Diego State
20190120	H	5-2	Old Dominion	S.C. State
20190120	H	7-0	Rice	Incarnate Word
20190120	H	7-0	Rice	Prairie View A&M
20190120	H	7-0	Brown	Binghamton
20190120	H	4-0	Dartmouth	Bryant
20190120	H	4-0	Dartmouth	Indiana
20190120	A	0-0	Marist	Harvard
20190120	A	4-3	Buffalo	Harvard
20190120	N	5-2	Northern Illinois	Tennessee Tech
20190120	H	7-0	Air Force	Northern Colorado
20190120	A	5-2	Utah State	UC Irvine
20190120	H	5-2	Arizona	Grand Canyon
20190120	H	6-1	Arizona	UC Riverside
20190120	H	7-0	Oregon	Idaho
20190120	H	7-0	Oregon	Seattle
20190120	H	4-2	Army	Michigan State
20190120	H	5-2	Navy	Drexel
20190120	A	4-3	Navy	Duquesne
20190120	N	7-0	Texas A&M	Abilene Christian
20190120	N	4-0	Incarnate Word	Prairie View A&M
20190120	H	5-2	Drake	Illinois State
20190120	H	4-2	Drake	Purdue
20190120	H	6-1	Louisiana	Alcorn State
20190120	H	4-0	Louisiana	Alcorn State
20190120	H	7-0	Portland	Portland State
20190120	H	4-3	East Carolina	James Madison
20190120	A	4-3	Fresno State	Loyola Marymount
20190120	N	7-0	Southern Utah	Cumberland (TN)
20190121	A	5-2	Dayton	Toledo
20190121	H	6-1	Miami (FL)	Florida Atlantic
20190121	H	7-0	Tulane	Alcorn State
20190121	H	7-0	Tulane	Alcorn State
20190121	H	6-1	Baylor	Penn
20190121	H	6-1	Oklahoma State	Arkansas
20190121	H	7-0	Delaware	Mount St. Mary's (MD)
20190121	N	7-0	James Madison	The Citadel
20190121	N	4-3	UNC Wilmington	BYU
20190121	H	4-0	Belmont	Southern Utah
20190121	N	4-0	Tennessee Tech	Illinois State
20190121	H	4-2	Alabama	Charlotte
20190121	H	7-0	Alabama	North Alabama
20190121	H	4-1	Kentucky	Duke
20190121	H	5-2	Troy	West Alabama
20190121	H	6-1	Louisiana	Jackson State
20190121	H	4-0	Louisiana	Jackson State
20190121	H	7-0	East Carolina	The Citadel
20190122	H	5-2	Brown	Bryant
20190122	N	4-0	USC	South Carolina
20190122	H	4-0	Auburn	Point
20190122	H	7-0	Furman	S.C. State
20190123	H	7-0	Georgia Tech	The Citadel
20190123	H	6-1	Georgia Tech	The Citadel
20190123	H	7-0	Auburn	Alabama A&M
20190123	H	7-0	Auburn	Alabama A&M
20190124	H	7-0	VCU	Richmond
20190124	H	7-0	Tulsa	Arkansas Pine Bluff
20190124	H	7-0	Tulsa	Arkansas Pine Bluff
20190125	N	4-0	Duke	Middle Tennessee
20190125	N	4-2	Miami (FL)	Utah State
20190125	H	4-0	North Carolina	Utah
20190125	H	4-0	Wake Forest	BYU
20190125	N	4-3	Liberty	Drexel
20190125	A	7-0	Lipscomb	Austin Peay
20190125	H	4-0	Texas	Washington
20190125	H	7-0	Creighton	Doane
20190125	H	5-2	Marquette	Georgetown
20190125	H	5-2	St. John's (NY)	Boston College
20190125	H	6-1	Wisconsin	DePaul
20190125	H	4-3	UC Riverside	Air Force
20190125	H	5-2	James Madison	George Mason
20190125	A	5-2	Charlotte	Furman
20190125	H	5-2	Rice	Texas Arlington
20190125	H	6-1	UTSA	Prairie View A&M
20190125	H	7-0	UTSA	Prairie View A&M
20190125	H	4-0	IUPUI	Marian (IN)
20190125	H	5-2	Youngstown State	St. Bonaventure
20190125	N	6-1	Harvard	Auburn
20190125	H	6-1	Penn	Cleveland State
20190125	H	6-1	Penn	Liberty
20190125	H	7-0	Boise State	Montana State
20190125	A	5-2	Belmont	Dayton
20190125	N	5-0	Tennessee State	Mississippi Valley
20190125	H	4-1	UCLA	Indiana
20190125	H	5-2	Colgate	Siena
20190125	H	5-2	Alabama	Northwestern
20190125	H	4-3	Omaha	Northern Illinois
20190125	H	4-1	Omaha	Northern Illinois
20190125	N	7-0	Oral Roberts	Arkansas Pine Bluff
20190125	H	6-1	Troy	Auburn Montgomery
20190125	H	5-2	Alabama State	Point
20190125	H	6-1	Grand Canyon	Florida Gulf Coast
20190125	N	4-0	San Diego	Ole Miss
20190125	A	9-0	Cerritos	Santa Barbara City
20190125	H	6-1	Wright State	Chicago State
20190125	H	4-3	Iowa	ETSU
20190125	H	7-0	Iowa	North Dakota
20190125	A	9-0	Northern Colorado	Collin County (TX)
20190125	H	7-0	Valparaiso	Cardinal Stritch
20190125	H	6-1	Winthrop	Queens (NC)
20190126	A	5-2	Dayton	Northern Kentucky
20190126	H	5-2	Fordham	La Salle
20190126	H	6-1	Clemson	Appalachian State
20190126	H	4-1	Clemson	Coastal Carolina
20190126	H	4-1	Florida State	Texas Tech
20190126	N	4-0	Notre Dame	Vanderbilt
20190126	H	4-1	North Carolina	Duke
20190126	N	4-2	Virginia	California
20190126	H	4-1	Wake Forest	Memphis
20190126	N	4-1	Memphis	Old Dominion
20190126	H	5-2	SMU	Nebraska
20190126	N	4-2	Tulane	Tennessee
20190126	N	4-0	South Florida	Nicholls State
20190126	N	5-2	Florida Gulf Coast	Sacramento State
20190126	N	4-2	Baylor	Georgia
20190126	H	4-0	Oklahoma	Drake
20190126	N	4-3	Oklahoma State	Arizona State
20190126	H	4-0	TCU	Loyola Marymount
20190126	H	4-0	Texas	Miami (FL)
20190126	H	6-1	DePaul	Georgetown
20190126	H	7-0	Marquette	Illinois - Chicago
20190126	N	4-3	Northern Arizona	Portland
20190126	N	4-2	Indiana	Ole Miss
20190126	H	4-1	Michigan	N.C. State
20190126	A	4-3	Michigan State	Ball State
20190126	N	4-0	Nebraska	Northern Colorado
20190126	H	4-0	Ohio State	VCU
20190126	N	4-3	Penn State	Louisiana
20190126	N	4-2	Penn State	South Florida
20190126	H	4-3	UC Davis	Nevada
20190126	H	5-2	UC Davis	Sonoma State
20190126	N	4-1	UC Santa Barbara	South Alabama
20190126	H	7-0	UCSD	Cerritos
20190126	N	4-0	Florida Atlantic	Louisville
20190126	A	4-3	UAB	Lipscomb
20190126	H	7-0	Southern Miss	Jackson State
20190126	A	4-3	Cleveland State	Temple
20190126	H	4-2	IUPUI	Michigan State
20190126	H	4-0	Columbia	Virginia Tech
20190126	N	4-3	Dartmouth	Kentucky
20190126	H	7-0	Yale	Quinnipiac
20190126	N	6-1	Nevada	Holy Names
20190126	H	4-3	San Diego State	UC Irvine
20190126	N	4-2	Utah State	Washington
20190126	A	6-1	Belmont	Xavier
20190126	H	4-3	Jacksonville State	West Alabama
20190126	N	6-0	Tennessee State	Mississippi Valley
20190126	N	4-1	Arizona	UNC Wilmington
20190126	N	4-1	Oregon	Minnesota
20190126	H	4-1	Stanford	Central Florida
20190126	H	4-1	UCLA	San Diego
20190126	H	4-0	USC	Cal Poly
20190126	N	4-0	Utah	Middle Tennessee
20190126	H	7-0	Navy	Mount St. Mary's (MD)
20190126	H	4-0	Texas A&M	UTRGV
20190126	H	4-1	Texas A&M	Western Michigan
20190126	N	4-3	Arkansas	Cornell
20190126	H	4-0	Florida	William & Mary
20190126	H	4-0	LSU	Georgia State
20190126	H	4-0	LSU	Lamar
20190126	H	4-0	Mississippi State	Wichita State
20190126	N	7-0	ETSU	Butler
20190126	H	5-2	Samford	Alabama State
20190126	N	4-1	Abilene Christian	Omaha
20190126	N	7-0	Abilene Christian	Oral Roberts
20190126	A	6-2	A&M-Corpus Christi	Trinity (TX)
20190126	A	8-1	A&M-Corpus Christi	Trinity (TX)
20190126	N	4-3	New Orleans	Lamar
20190126	H	5-2	Denver	Weber State
20190126	H	7-0	Illinois State	Illinois Tech
20190126	H	7-0	Illinois State	Illinois Tech
20190126	N	4-0	Georgia State	New Orleans
20190126	N	4-0	Louisiana	Nicholls State
20190126	H	6-1	New Mexico State	Mesa (AZ)
20190126	A	4-0	UTRGV	Prairie View A&M
20190126	N	4-2	BYU	Old Dominion
20190126	N	5-2	Gonzaga	Montana State
20190126	H	8-1	Augustana (IL)	Wabash
20190126	H	6-3	Chicago	Lewis
20190126	N	7-0	East Carolina	Mount St. Mary's (MD)
20190126	A	5-2	East Carolina	Navy
20190126	A	4-3	Northern Colorado	SMU
20190127	H	7-0	Davidson	Winthrop
20190127	N	7-0	Richmond	Hampton
20190127	H	7-0	Georgia Tech	Furman
20190127	N	4-1	Louisville	William & Mary
20190127	N	4-3	N.C. State	Georgia
20190127	A	4-2	Notre Dame	Oklahoma
20190127	A	4-3	Virginia	Texas A&M
20190127	H	6-1	Tulsa	Abilene Christian
20190127	H	7-0	Tulsa	Omaha
20190127	A	4-2	Tulane	Florida State
20190127	N	4-0	Wichita State	UNC Wilmington
20190127	A	4-1	Baylor	Michigan
20190127	H	4-0	TCU	Oklahoma State
20190127	A	4-3	Villanova	Delaware
20190127	H	7-0	St. John's (NY)	Marist
20190127	H	6-1	Presbyterian	Coastal Georgia
20190127	H	5-2	Presbyterian	Chattanooga
20190127	N	4-2	Northwestern	Auburn
20190127	H	4-1	Ohio State	Arkansas
20190127	H	4-0	Ohio State	Toledo
20190127	H	6-1	Purdue	IUPUI
20190127	H	6-1	Wisconsin	Northern Illinois
20190127	N	6-1	Drexel	La Salle
20190127	H	6-1	Drexel	Morgan State
20190127	H	4-0	Rice	UTRGV
20190127	A	4-3	Youngstown State	Duquesne
20190127	H	4-1	Columbia	Dartmouth
20190127	N	4-1	Cornell	VCU
20190127	H	7-0	Princeton	Army
20190127	H	6-1	Princeton	Liberty
20190127	N	7-0	Binghamton	Niagara
20190127	A	7-0	Binghamton	St. Bonaventure
20190127	H	4-3	Bethune Cookman	Stetson
20190127	A	4-3	Nevada	Pacific (CA)
20190127	H	4-3	UNLV	Portland
20190127	N	7-0	Arizona State	Loyola Marymount
20190127	N	4-0	California	Western Michigan
20190127	H	4-0	Stanford	Oregon
20190127	H	6-1	USC	UC Santa Barbara
20190127	H	6-1	Boston University	Sacred Heart
20190127	H	7-0	Boston University	Siena
20190127	H	4-2	Alabama	Harvard
20190127	H	4-1	Florida	Florida Atlantic
20190127	H	4-1	Mississippi State	Arizona
20190127	N	4-2	Tennessee	Texas Tech
20190127	N	4-0	Kentucky	Virginia Tech
20190127	N	4-2	Vanderbilt	Drake
20190127	H	7-0	Samford	North Alabama
20190127	N	6-1	Abilene Christian	Oklahoma Baptist
20190127	N	4-2	Lamar	Nicholls State
20190127	N	4-3	Georgia State	South Florida
20190127	N	4-3	South Alabama	Cal Poly
20190127	N	4-0	Louisiana	New Orleans
20190127	H	7-0	Texas Arlington	Prairie View A&M
20190127	H	7-0	Texas Arlington	UTPB
20190127	H	4-3	Chicago State	Illinois - Chicago
20190127	H	7-0	Chicago State	St. Francis (IL)
20190127	H	7-0	Grand Canyon	Sacramento State
20190127	H	4-0	New Mexico State	WNM
20190127	A	4-3	Gonzaga	Boise State
20190127	H	7-0	Santa Clara	Sonoma State
20190127	H	7-0	Santa Clara	UC Santa Cruz
20190127	H	4-3	Fresno State	Air Force
20190127	H	7-0	Fresno State	Holy Names
20190127	H	4-3	Wright State	Belmont
20190127	H	5-2	Iowa	Butler
20190127	N	4-3	Minnesota	Central Florida
20190128	H	4-0	Rice	Western Michigan
20190128	H	7-0	Southern Miss	Alcorn State
20190128	A	7-0	A&M-Corpus Christi	Prairie View A&M
20190128	A	4-0	A&M-Corpus Christi	Prairie View A&M
20190129	H	7-0	Boston College	Connecticut
20190129	A	4-2	Penn State	LSU
20190129	A	5-2	Elon	Clemson
20190129	A	5-4	Diablo Valley	Cabrillo
20190129	A	5-4	Folsom Lake	Modesto
20190129	A	0-0	Orange Coast	LA Pierce
20190129	H	5-4	Riverside	San Diego City
20190129	A	8-1	Saddleback	Glendale (CA)
20190130	H	4-0	Texas	A&M-Corpus Christi
20190130	H	6-1	Texas	UTSA
20190130	H	6-1	Nebraska	UMKC
20190131	A	6-1	Florida	Central Florida
20190131	A	4-3	BYU	Utah State
20190131	A	9-0	Gulf Coast (MS)	Copiah-Lincoln (MS)
20190131	H	5-2	Southern Utah	UC Riverside
20190201	H	7-0	Duquesne	Oberlin
20190201	N	7-0	Fordham	Fairfield
20190201	H	5-2	Boston College	Boston University
20190201	H	4-1	Louisville	Georgia State
20190201	N	4-0	Miami (FL)	Jackson State
20190201	H	4-3	Notre Dame	Virginia
20190201	H	7-0	Memphis	Arkansas Pine Bluff
20190201	H	7-0	Memphis	Arkansas Pine Bluff
20190201	H	7-0	Tulsa	Oral Roberts
20190201	H	4-3	Lipscomb	Furman
20190201	H	6-1	Baylor	South Florida
20190201	N	4-3	Texas Tech	Texas A&M
