date	where	score	winner	loser
20111004	A	4-3	La Salle	Sciences (Philadelphia)
20111006	H	6-3	La Salle	Jefferson
20111008	A	7-2	Duquesne	Carnegie Mellon
20111009	H	7-0	Charlotte	Johnson C. Smith
20111009	H	4-3	Niagara	Merrimack
20111011	A	5-4	Rider	Jefferson
20120112	N	6-1	Gonzaga	Whitman
20120113	A	4-3	California	Tulsa
20120113	H	7-0	Washington	Seattle
20120113	N	5-2	Mississippi State	UC Santa Barbara
20120113	H	7-0	BYU	Weber State
20120113	A	5-2	Gonzaga	Hawaii
20120114	H	7-0	DePaul	Detroit Mercy
20120114	H	7-0	DePaul	Illinois - Chicago
20120114	N	6-1	UC Santa Barbara	Gonzaga
20120114	H	7-0	Rice	Lamar
20120114	H	7-0	Rice	Prairie View A&M
20120114	A	7-0	Mississippi State	Hawaii
20120115	H	6-1	Northwestern	Ball State
20120115	H	7-0	Northwestern	Illinois - Chicago
20120115	A	4-3	UC Santa Barbara	Hawaii
20120116	N	4-3	Gonzaga	Hawaii Pacific
20120117	H	6-1	Idaho State	Utah State
20120117	H	4-3	William & Mary	Richmond
20120118	H	7-0	Ohio State	Butler
20120118	H	7-0	Ohio State	Xavier
20120118	H	6-1	Nevada	UC Riverside
20120118	H	6-1	Vanderbilt	Middle Tennessee
20120119	H	4-2	UC Santa Barbara	BYU
20120119	H	6-1	UNC Wilmington	Appalachian State
20120119	H	5-2	Loyola Marymount	Nevada
20120120	A	4-3	Duquesne	Cleveland State
20120120	N	5-2	Oklahoma State	UMKC
20120120	H	7-0	Texas Tech	Tulane
20120120	H	5-2	DePaul	Toledo
20120120	N	4-0	Campbell	Drexel
20120120	A	7-0	Radford	Chattanooga
20120120	H	4-0	Illinois	Detroit Mercy
20120120	A	4-3	Northwestern	Alabama
20120120	H	7-0	Oregon	Montana State
20120120	H	7-0	Oregon	Portland State
20120120	A	4-3	Stanford	Tulsa
20120120	H	7-0	Washington	Idaho
20120120	A	5-2	Mississippi State	Michigan State
20120120	H	7-0	New Mexico State	Utah State
20120121	H	7-0	SMU	UTRGV
20120121	A	4-3	Idaho	Pacific (CA)
20120121	A	6-1	Idaho	Seattle
20120121	N	6-1	Radford	Tennessee Tech
20120121	H	7-0	Illinois	Ball State
20120121	H	7-0	Minnesota	Marquette
20120121	N	3-2	Drexel	Norfolk State
20120121	N	4-1	UAB	Furman
20120121	H	4-3	New Mexico	Nevada
20120121	H	7-0	Arizona	Northern Arizona
20120121	N	5-2	Stanford	North Carolina
20120121	H	7-0	Utah	Weber State
20120121	H	5-2	Texas A&M	Louisiana
20120121	H	7-0	Texas A&M	UTSA
20120121	H	7-0	Auburn	Troy
20120121	H	7-0	South Carolina	Appalachian State
20120121	H	7-0	South Carolina	Wofford
20120121	H	7-0	Georgia	Clemson
20120121	N	6-1	Denver	Tulane
20120121	H	7-0	Portland	Montana State
20120121	H	7-0	Santa Clara	UC Davis
20120121	H	7-0	Santa Clara	UC Santa Cruz
20120121	N	6-1	St. Mary's (CA)	Eastern Washington
20120121	H	4-2	San Diego	Cal Poly
20120122	H	4-2	Texas Tech	Denver
20120122	H	4-3	DePaul	Purdue
20120122	H	4-3	Illinois	Notre Dame
20120122	A	7-0	Michigan State	IUPUI
20120122	H	6-1	Northwestern	William & Mary
20120122	H	6-1	Ohio State	Mississippi State
20120122	H	5-2	Drexel	St. Francis (PA)
20120122	H	7-0	Southern Miss	Alcorn State
20120122	H	7-0	Cornell	Boston College
20120122	H	7-0	Cornell	Buffalo
20120122	N	5-2	Nevada	A&M-Corpus Christi
20120122	H	5-2	San Diego State	Cal Poly
20120122	H	7-0	San Diego State	UC Riverside
20120122	H	7-0	USC	Loyola Marymount
20120122	H	7-0	USC	UC Santa Barbara
20120122	H	7-0	Washington	Pacific (CA)
20120122	A	6-1	Florida	Baylor
20120122	A	5-2	LSU	Rice
20120122	H	5-2	Tennessee	Georgia Tech
20120122	A	7-0	Louisiana	Prairie View A&M
20120123	H	7-0	New Mexico	A&M-Corpus Christi
20120125	H	4-2	TCU	A&M-Corpus Christi
