date	where	score	winner	loser
20160913	H	4-3	La Salle	Sciences (Philadelphia)
20160914	A	9-0	Georgetown	District of Columbia
20160917	A	6-1	Siena	Rider
20160918	H	7-0	Siena	Holy Cross (MA)
20160928	H	7-0	Fordham	Ramapo
20160928	A	8-1	Lafayette	Moravian
20161002	H	5-2	St. Francis (NY)	Siena
20161005	A	8-1	Niagara	Daemen
20161008	H	7-0	Quinnipiac	Rider
20161012	A	6-1	Fordham	Rider
20161012	A	7-0	Quinnipiac	St. Peter's
20161016	A	2-5	Quinnipiac	Connecticut
20170111	A	7-0	Ole Miss	Hawaii
20170112	H	4-3	Tulsa	Wichita State
20170112	H	7-0	Texas	Abilene Christian
20170112	H	7-0	Texas	UTSA
20170113	H	7-0	SMU	Abilene Christian
20170113	A	6-1	Old Dominion	N.C. State
20170113	A	5-2	San Diego State	Hawaii
20170113	H	7-0	Washington	Seattle
20170113	H	7-0	Washington	Seattle
20170114	H	4-3	Central Florida	Texas Tech
20170114	H	6-1	Clemson	The Citadel
20170114	H	4-3	Clemson	Georgia Southern
20170114	H	4-3	Florida State	South Alabama
20170114	H	4-0	Florida State	Louisiana
20170114	H	6-0	North Carolina	Bucknell
20170114	H	4-0	North Carolina	Wofford
20170114	H	6-1	Wake Forest	ETSU
20170114	H	5-2	Wake Forest	North Florida
20170114	N	4-0	Texas Tech	New Mexico
20170114	H	7-0	Michigan State	Wright State
20170114	H	5-2	Michigan State	Xavier
20170114	N	7-0	UC Santa Barbara	San Diego State
20170114	N	4-2	Florida Atlantic	Louisiana
20170114	H	6-1	Rice	Lamar
20170114	H	7-0	Rice	UTRGV
20170114	A	6-1	Utah State	UC Irvine
20170114	N	5-2	St. Francis (PA)	Northern Kentucky
20170114	N	4-1	Arizona	New Mexico
20170114	H	4-3	Arkansas	Tulsa
20170114	N	4-1	Mercer	Florida A&M
20170114	N	4-1	Wofford	Bucknell
20170114	N	7-0	Georgia Southern	The Citadel
20170114	N	5-0	Georgia State	Florida A&M
