date	where	score	winner	loser
20140910	A	9-0	Merrimack	St. Anselm
20140913	H	9-0	Merrimack	American International
20140915	H	4-3	Holy Cross (MA)	Assumption
20140916	A	5-4	Merrimack	St. Michael's
20140918	H	4-3	Connecticut	Quinnipiac
20140920	A	6-3	Valparaiso	Davenport
20140924	A	9-0	Mount St. Mary's (MD)	Shepherd
20141002	H	6-3	Merrimack	Assumption
20141004	A	6-0	Merrimack	Franklin Pierce
20141005	H	6-3	Merrimack	New Haven
20141007	H	9-0	Merrimack	Colby-Sawyer
20141008	A	6-1	Towson	Mount St. Mary's (MD)
20141011	H	7-0	Connecticut	Providence
20141012	H	5-2	Fordham	Adelphi
20141012	H	5-4	Merrimack	Le Moyne
20141017	A	8-1	Bellarmine	Indiana Southeast
20141018	H	6-1	Mount St. Mary's (MD)	Monmouth (NJ)
20141019	H	5-2	Mount St. Mary's (MD)	Rider
20141021	H	5-0	Merrimack	St. Michael's
20141024	A	5-4	Merrimack	Adelphi
20141025	H	5-2	Fordham	Seton Hall
20150109	H	7-0	North Carolina	Appalachian State
20150109	H	6-1	North Carolina	Elon
20150109	H	7-0	Washington	Seattle
20150113	H	4-3	Hawaii	Kentucky
20150114	N	7-0	Wyoming	Oral Roberts
20150114	N	7-0	USC	Loyola Marymount
20150116	H	6-1	Liberty	Wofford
20150116	N	5-2	UC Davis	Northern Arizona
20150116	H	6-1	Boise State	Eastern Washington
20150116	A	7-0	Nevada	UC Riverside
20150116	A	6-0	Ole Miss	Hawaii
20150117	A	4-3	Dayton	IUPUI
20150117	N	7-0	Duquesne	Butler
20150117	H	6-1	Houston	UTSA
20150117	H	7-0	Tulsa	Oral Roberts
20150117	H	7-0	Tulsa	Arkansas Pine Bluff
20150117	A	4-3	Tulane	Akron
20150117	H	7-0	Notre Dame	Detroit Mercy
20150117	H	6-1	Notre Dame	Western Michigan
20150117	H	6-1	Kansas State	Northern Iowa
20150117	H	7-0	Oklahoma State	Louisiana Tech
20150117	H	7-0	Oklahoma State	San Jose State
20150117	H	4-3	CSU Fullerton	Nevada
20150117	H	7-0	UC Irvine	UCSD
20150117	H	6-1	William & Mary	Richmond
20150117	N	4-0	Middle Tennessee	Alabama A&M
20150117	H	7-0	Rice	Lamar
20150117	H	4-3	Dartmouth	Boston College
20150117	H	7-0	Western Michigan	Valparaiso
20150117	H	7-0	Arizona State	UC Davis
20150117	H	5-2	Navy	St. Bonaventure
20150117	H	6-1	Navy	St. Francis (PA)
20150117	H	4-0	Auburn	Alabama A&M
20150117	H	4-1	Auburn	Middle Tennessee
20150117	N	6-1	Ole Miss	Washington
20150117	A	4-3	Missouri	Texas Arlington
20150117	N	4-3	Wofford	NCCU
20150117	N	4-0	BYU	A&M-Corpus Christi
20150118	H	5-2	Memphis	UAB
20150118	H	7-0	Tulsa	Incarnate Word
20150118	H	7-0	Tulsa	San Jose State
20150118	N	4-3	Tulane	Penn State
20150118	A	4-3	Duke	William & Mary
20150118	H	7-0	Louisville	Butler
20150118	H	7-0	Louisville	Duquesne
20150118	H	6-1	Virginia	VCU
20150118	H	6-1	Virginia Tech	Davidson
20150118	H	7-0	Virginia Tech	Radford
20150118	H	6-1	Liberty	NCCU
20150118	H	4-3	Baylor	Georgia
20150118	H	5-2	TCU	Missouri
20150118	A	5-2	UTSA	Lamar
20150118	H	7-0	Boise State	Lewis-Clark (ID)
20150118	A	5-2	Washington	Hawaii
20150118	H	6-1	LSU	McNeese State
20150118	H	7-0	LSU	Southern
20150118	H	7-0	Mississippi State	Alabama State
20150118	H	7-0	Mississippi State	Jackson State
20150119	H	7-0	Wake Forest	College of Charleston
20150119	H	7-0	Wake Forest	Winthrop
20150119	H	7-0	Harvard	Rhode Island
20150119	A	4-3	BYU	Houston
20150120	H	6-1	Elon	S.C. State
20150121	H	5-2	CSU Fullerton	UCSD
20150121	H	7-0	Furman	USC Upstate
20150121	A	5-2	San Francisco	Sacramento State
20150122	H	4-3	Virginia	Utah
20150122	H	6-1	New Mexico	Grand Canyon
20150122	H	4-3	New Mexico	Northern Arizona
20150122	H	6-1	Washington State	Idaho
20150122	H	7-0	Washington State	Seattle
20150122	A	7-0	Seattle	Lewis-Clark (ID)
20150122	H	6-1	Loyola Marymount	UC Riverside
20150123	A	4-3	Duquesne	Youngstown State
20150123	H	4-1	Tulane	Nicholls State
20150123	H	6-1	Central Florida	Florida Gulf Coast
20150123	H	7-0	William & Mary	Morgan State
20150123	H	7-0	Middle Tennessee	Belmont
20150123	H	7-0	Middle Tennessee	Austin Peay
20150123	H	4-3	New Mexico	Kansas
20150123	N	4-1	South Carolina	Grand Canyon
20150123	N	4-0	South Carolina	Northern Arizona
20150123	H	7-0	Gonzaga	Seattle
20150124	N	4-2	Memphis	Furman
20150124	N	4-3	Tulsa	Utah
20150124	H	6-1	Clemson	Winthrop
20150124	H	4-0	Duke	Louisville
20150124	N	4-1	Florida State	South Florida
20150124	H	4-1	Georgia Tech	Columbia
20150124	H	4-0	Miami (FL)	North Florida
20150124	H	4-0	North Carolina	Minnesota
20150124	N	4-3	Virginia Tech	Princeton
20150124	H	6-1	Baylor	Virginia
20150124	N	4-0	Kansas State	UC Irvine
20150124	N	4-2	Oklahoma State	Texas Tech
20150124	N	4-0	TCU	Houston
20150124	N	4-3	Texas	DePaul
20150124	H	6-1	Marquette	Bradley
20150124	H	6-1	Marquette	Milwaukee
