date	winnerId	loserId	where	roundPos	team1	winner	team2	loser	score
20190829	512010	486743	A	   6	Goshen	Hermes Flores       	Judson (IL)	Marcus Berg         	6-4, 6-2
20190829	455106	511470	A	   1	Indiana Tech	Brunno Storani      	St. Francis (IN)	Tannon Dishman      	6-2, 7-6(7)
20190829	436620	480168	A	   2	Indiana Tech	Tiago Neves         	St. Francis (IN)	Jay Stanchin        	6-4, 6-0
20190829	511189	469412	A	   3	Indiana Tech	Juan Avellaneda Bohorquez	St. Francis (IN)	Tyler Chrislieb     	6-0, 6-1
20190829	511188	511469	A	   4	Indiana Tech	Raybin Chan         	St. Francis (IN)	Austin Schofield    	6-2, 6-0
20190829	409158	480826	A	   5	Indiana Tech	Alvaro Garrido      	St. Francis (IN)	Tony Tomeh          	6-0, 6-0
20190829	498185	471792	A	   6	Indiana Tech	Andres Leal Guerrero	St. Francis (IN)	Reggie Garrett      	6-1, 6-1
20190831	432743	491130	A	   1	Marian (IN)	Jose Camilo Mesa    	Huntington	Illia Turaba        	6-4, 6-2
20190831	429542	511487	H	   2	Huntington	Rodrigo Manzo       	Marian (IN)	Dmitrii Voshchenkov 	6-7(6), 6-4, 6-4
20190831	490573	509785	A	   3	Marian (IN)	Diogo Jesus         	Huntington	Mateo Ameller       	6-7(7), 6-1, 6-2
20190831	490574	509784	A	   4	Marian (IN)	Hunter Sylvester    	Huntington	Diego Tapia         	6-3, 6-2
20190831	401443	464877	A	   5	Marian (IN)	Ian Deiters         	Huntington	Brody Worl          	6-0, 6-0
20190831	490575	509787	A	   6	Marian (IN)	Greg Fulling        	Huntington	Ethan Hyde          	6-0, 6-0
20190831	509449	406273	H	   1	Taylor	David Sandi         	Bethel (IN)	Evan Ferguson       	6-3, 6-1
20190831	509447	512612	H	   2	Taylor	Chase Bremner       	Bethel (IN)	Evan Roth           	6-0, 6-0
20190831	418348	451264	H	   3	Taylor	Christen Jacquottet 	Bethel (IN)	Brian Shembarger    	6-2, 6-2
20190831	427294	462412	H	   4	Taylor	Salvador Lo Cascio  	Bethel (IN)	Jeryl Weaver        	6-4, 6-3
20190831	400329	512613	H	   5	Taylor	Andre Danelli       	Bethel (IN)	Jerad Bos           	6-2, 6-2
20190831	396761	512617	H	   6	Taylor	Victor Cheng        	Bethel (IN)	Noah Laman          	6-2, 6-1
20190831	495094	495231	A	   1	Grace (IN)	Maximilano Rozas    	Goshen	Filippo Bigardi     	4-6, 6-3, 6-1
20190831	511800	397403	A	   2	Grace (IN)	Fabricio Galvan     	Goshen	Juan Miguel Ciudad  	7-6(5), 7-5
20190831	495203	495230	A	   3	Grace (IN)	Pavle Popovic       	Goshen	Danny Boussom       	6-3, 6-3
20190831	495229	511801	H	   4	Goshen	Martim Cafe         	Grace (IN)	Ramiro Candia       	6-2, 6-2
20190831	511803	495149	A	   5	Grace (IN)	Milan Savic         	Goshen	Josh Friesen        	5-7, 7-6(3), 6-3
20190831	524221	512010	A	   6	Grace (IN)	Mauricio Corty      	Goshen	Hermes Flores       	7-5, 6-4
20190831	492313	511470	H	   1	Indiana Wesleyan	Grant Esposito      	St. Francis (IN)	Tannon Dishman      	6-4, 6-4
20190831	511736	480168	H	   2	Indiana Wesleyan	Isaac Steiner       	St. Francis (IN)	Jay Stanchin        	6-2, 6-1
20190831	511717	469412	H	   3	Indiana Wesleyan	Alex Serwatka       	St. Francis (IN)	Tyler Chrislieb     	6-0, 6-0
20190831	511737	511469	H	   4	Indiana Wesleyan	Trey Thixton        	St. Francis (IN)	Austin Schofield    	6-2, 6-0
20190831	511741	471792	H	   5	Indiana Wesleyan	Jason Wegener       	St. Francis (IN)	Reggie Garrett      	6-0, 6-1
20190831	454542	448197	H	   1	Indiana Wesleyan	Eli Steiner         	Northwestern Ohio	Marcos Salazar      	6-3, 6-4
20190831	509271	494623	A	   2	Northwestern Ohio	Sergio Conde Alba   	Indiana Wesleyan	Diego Freire        	6-3, 6-2
20190831	509269	492313	A	   3	Northwestern Ohio	Malik Omarkhanov    	Indiana Wesleyan	Grant Esposito      	6-4, 6-7(4), 1-0(10)
20190831	511736	420531	H	   4	Indiana Wesleyan	Isaac Steiner       	Northwestern Ohio	Lars Kaplusch       	6-2, 6-4
20190831	511711	485658	H	   5	Indiana Wesleyan	Mariano Jalif       	Northwestern Ohio	David Ayguavives    	6-1, 7-6(5)
20190831	487536	388036	H	   6	Indiana Wesleyan	Riley Worland       	Northwestern Ohio	Alfredo Barcelo     	6-4, 6-1
20190831	486781	513276	H	   1	Southwestern (KS)	David Moral Tebar   	Cowley County (KS)	Alejandro Orihuela  	7-6(3), 6-4
20190831	513278	442184	A	   2	Cowley County (KS)	Carlos Castillo     	Southwestern (KS)	Franco Poi          	6-1, 6-2
20190831	511104	513280	H	   3	Southwestern (KS)	Ryan Fung           	Cowley County (KS)	Samuel Grman        	6-4, 3-6, 1-0(8)
20190831	513279	414332	A	   4	Cowley County (KS)	Javier Gonzalez     	Southwestern (KS)	Sheldon Hawthorne   	6-3, 6-2
20190831	499870	398516	A	   5	Cowley County (KS)	Moises Sosa         	Southwestern (KS)	Javier Contreras    	6-4, 6-4
20190831	513281	486782	A	   6	Cowley County (KS)	Jan Duben           	Southwestern (KS)	Marcelo Mann        	6-3, 7-5
20190903	509271	491130	A	   1	Northwestern Ohio	Sergio Conde Alba   	Huntington	Illia Turaba        	6-0, 1-6, 6-2
20190903	509269	509785	A	   2	Northwestern Ohio	Malik Omarkhanov    	Huntington	Mateo Ameller       	6-1, 6-3
20190903	420531	509784	A	   3	Northwestern Ohio	Lars Kaplusch       	Huntington	Diego Tapia         	6-3, 7-5
20190903	485658	464877	A	   4	Northwestern Ohio	David Ayguavives    	Huntington	Brody Worl          	6-0, 6-3
20190903	424650	509787	A	   5	Northwestern Ohio	Diogo Lamy          	Huntington	Ethan Hyde          	6-0, 6-1
20190903	388036	509783	A	   6	Northwestern Ohio	Alfredo Barcelo     	Huntington	Andrew Yoder        	6-3, 6-0
20190904	454542	432743	H	   1	Indiana Wesleyan	Eli Steiner         	Marian (IN)	Jose Camilo Mesa    	6-4, 6-3
20190904	511708	511487	H	   2	Indiana Wesleyan	Martin Carrizo      	Marian (IN)	Dmitrii Voshchenkov 	6-0, 6-1
20190904	494623	490573	H	   3	Indiana Wesleyan	Diego Freire        	Marian (IN)	Diogo Jesus         	6-0, 7-5
20190904	511736	490574	H	   4	Indiana Wesleyan	Isaac Steiner       	Marian (IN)	Hunter Sylvester    	6-3, 6-3
20190904	492313	401443	H	   5	Indiana Wesleyan	Grant Esposito      	Marian (IN)	Ian Deiters         	6-3, 6-3
20190904	511717	490575	H	   6	Indiana Wesleyan	Alex Serwatka       	Marian (IN)	Greg Fulling        	6-3, 6-2
20190904	509449	475733	A	   1	Taylor	David Sandi         	MVNU	Danny Mayotte       	6-0, 6-0
20190904	509447	514576	A	   2	Taylor	Chase Bremner       	MVNU	Justin Haggard      	6-0, 6-2
20190904	418348	471838	A	   3	Taylor	Christen Jacquottet 	MVNU	Logan Gauthier      	6-0, 6-0
20190904	396761	514577	A	   4	Taylor	Victor Cheng        	MVNU	Hunter Winey        	6-2, 6-2
20190904	486310	473298	A	   5	Taylor	Caleb Hoogerheide   	MVNU	Anthony Howard      	6-3, 6-1
20190904	509448	475175	A	   6	Taylor	Mitchell Mercer     	MVNU	Vince Loprinzi      	6-0, 6-1
20190904	476241	510727	A	   1	Manchester	Isaac Miller        	Trine	Sid Petersen        	6-4, 6-4
20190904	462724	511427	H	   2	Trine	Jacob Weiss         	Manchester	Reece Romer         	6-0, 6-0
20190904	510731	503784	H	   3	Trine	Aaron Streit        	Manchester	Samuel Hollingsworth	6-3, 6-0
20190904	405562	470806	H	   4	Trine	Isaac Everitt       	Manchester	Gavin Eads          	6-3, 6-0
20190904	510721	503786	H	   5	Trine	Andrew Dixon        	Manchester	Blake Renstchler    	6-0, 6-0
20190904	490913	511423	H	   6	Trine	Jordan Baker        	Manchester	Austin Arnold       	6-3, 6-0
20190904	495231	406273	A	   1	Goshen	Filippo Bigardi     	Bethel (IN)	Evan Ferguson       	6-2, 6-0
20190904	397403	451264	A	   2	Goshen	Juan Miguel Ciudad  	Bethel (IN)	Brian Shembarger    	6-2, 6-1
20190904	495229	462412	A	   3	Goshen	Martim Cafe         	Bethel (IN)	Jeryl Weaver        	6-1, 6-1
20190904	495149	512613	A	   4	Goshen	Josh Friesen        	Bethel (IN)	Jerad Bos           	6-1, 6-2
20190904	512010	512617	A	   5	Goshen	Hermes Flores       	Bethel (IN)	Noah Laman          	6-0, 6-0
20190904	388943	512614	A	   6	Goshen	Evan Beck           	Bethel (IN)	Brandon Eash        	6-4, 6-1
20190904	495094	429542	H	   1	Grace (IN)	Maximilano Rozas    	Huntington	Rodrigo Manzo       	6-1, 6-1
20190904	495203	509785	H	   2	Grace (IN)	Pavle Popovic       	Huntington	Mateo Ameller       	6-4, 6-2
20190904	511800	509784	H	   3	Grace (IN)	Fabricio Galvan     	Huntington	Diego Tapia         	6-3, 6-2
20190904	511801	491129	H	   4	Grace (IN)	Ramiro Candia       	Huntington	Sebastian Salas     	6-2, 6-2
20190904	511803	464877	H	   5	Grace (IN)	Milan Savic         	Huntington	Brody Worl          	6-0, 6-0
20190904	524221	509787	H	   6	Grace (IN)	Mauricio Corty      	Huntington	Ethan Hyde          	6-1, 6-1
20190904	513390	462225	H	   1	Lawrence Tech	Alex Tamarro        	Adrian	Nate Waterbury      	6-1, 6-2
20190904	463572	494293	A	   2	Adrian	Tanner Wilcox       	Lawrence Tech	Alex Fernandez-Rajal	1-6, 6-4, 1-0(7)
20190904	412915	513223	A	   3	Adrian	Kyle Haines         	Lawrence Tech	William Burgess     	6-3, 6-3
20190904	513225	491729	H	   4	Lawrence Tech	Pedro Orellana      	Adrian	Cameron Rafinski    	6-4, 5-7, 1-0(5)
20190904	494296	491733	H	   5	Lawrence Tech	Lukas Obel          	Adrian	Jovanni Wagner-Payne	6-3, 6-2
20190904	514446	513226	A	   6	Adrian	Ryan Cuddy          	Lawrence Tech	Nicolas Damotta     	4-6, 6-4, 1-0(8)
20190905	495094	455106	A	   1	Grace (IN)	Maximilano Rozas    	Indiana Tech	Brunno Storani      	4-6, 7-5, 6-0
20190905	495203	436620	A	   2	Grace (IN)	Pavle Popovic       	Indiana Tech	Tiago Neves         	6-2, 6-3
20190905	511189	511800	H	   3	Indiana Tech	Juan Avellaneda Bohorquez	Grace (IN)	Fabricio Galvan     	6-3, 6-4
20190905	511188	511801	H	   4	Indiana Tech	Raybin Chan         	Grace (IN)	Ramiro Candia       	6-2, 6-2
20190905	409158	511803	H	   5	Indiana Tech	Alvaro Garrido      	Grace (IN)	Milan Savic         	6-4, 7-6(2)
20190905	511191	524221	H	   6	Indiana Tech	Jafer Infante       	Grace (IN)	Mauricio Corty      	7-6(3), 4-6, 7-6(4)
20190905	406273	510727	H	   1	Bethel (IN)	Evan Ferguson       	Trine	Sid Petersen        	6-4, 6-1
20190905	462724	512612	A	   2	Trine	Jacob Weiss         	Bethel (IN)	Evan Roth           	6-1, 7-5
20190905	510731	451264	A	   3	Trine	Aaron Streit        	Bethel (IN)	Brian Shembarger    	7-5, 6-4
20190905	405562	462412	A	   4	Trine	Isaac Everitt       	Bethel (IN)	Jeryl Weaver        	4-6, 7-6(4), 1-0
20190905	510721	512613	A	   5	Trine	Andrew Dixon        	Bethel (IN)	Jerad Bos           	6-3, 6-1
20190905	490913	512617	A	   6	Trine	Jordan Baker        	Bethel (IN)	Noah Laman          	6-3, 6-4
20190905	495231	509271	H	   1	Goshen	Filippo Bigardi     	Northwestern Ohio	Sergio Conde Alba   	6-3, 3-6, 6-2
20190905	448197	397403	A	   2	Northwestern Ohio	Marcos Salazar      	Goshen	Juan Miguel Ciudad  	6-3, 6-3
20190905	509269	495229	A	   3	Northwestern Ohio	Malik Omarkhanov    	Goshen	Martim Cafe         	6-1, 6-1
20190905	420531	495149	A	   4	Northwestern Ohio	Lars Kaplusch       	Goshen	Josh Friesen        	4-6, 7-5, 1-0(11)
20190905	485658	512010	A	   5	Northwestern Ohio	David Ayguavives    	Goshen	Hermes Flores       	6-3, 6-1
20190905	388943	388036	H	   6	Goshen	Evan Beck           	Northwestern Ohio	Alfredo Barcelo     	6-4, 6-0
20190905	502000	501936	H	   1	Holy Cross (MA)	Will Chen           	Clark (MA)	Nicholas Mathieu    	6-2, 7-5
20190905	517427	447468	H	   2	Holy Cross (MA)	Will Kaiser         	Clark (MA)	Chris Ruebens       	2-6, 6-2, 1-0(5)
20190905	502003	501937	H	   3	Holy Cross (MA)	Alexander Ruenhorst 	Clark (MA)	Max Schweitzer      	6-1, 6-1
20190905	517428	515316	H	   4	Holy Cross (MA)	Connor Nelson       	Clark (MA)	Dariy Vykhodtsev    	4-6, 6-1, 1-0(3)
20190905	517426	414209	H	   5	Holy Cross (MA)	Robert Hagan        	Clark (MA)	Alexander Hattenbach	6-0, 6-0
20190905	517429	413341	H	   6	Holy Cross (MA)	Declan OFlynn       	Clark (MA)	Jack Han            	6-0, 6-4
20190905	435792	466424	H	   1	William Jewell	Bjorn Myers         	Concordia (NE)	Lucas Zoller        	6-0, 6-1
20190905	486545	487186	H	   2	William Jewell	Pedro Braga         	Concordia (NE)	Isaac Howes         	7-5, 6-4
20190905	448587	487184	H	   3	William Jewell	Cutter Sanders      	Concordia (NE)	Joseph Bindl        	6-1, 6-0
20190905	486546	509872	H	   4	William Jewell	Athos Brocker       	Concordia (NE)	Eduardo Rojas       	7-6(4), 6-4
20190905	408327	487185	H	   5	William Jewell	Hayden Fulk         	Concordia (NE)	Jack Kitson         	6-1, 6-0
20190905	486544	433314	H	   6	William Jewell	Jack Ledbetter      	Concordia (NE)	Josh Miller         	6-2, 6-3
20190906	453785	508966	N	   F	Asbury	Tanner Sparks       	Asbury	Rodrigo Cavero      	7-6(3), 6-2
20190906	453785	460465	N	  SF	Asbury	Tanner Sparks       	Indiana Southeast	Sam Venter          	6-3, 6-2
20190906	508966	488933	N	  SF	Asbury	Rodrigo Cavero      	Midway	Sebastian Hernandez 	6-1, 6-0
20190906	453785	511288	N	  QF	Asbury	Tanner Sparks       	Indiana East	Matthew Reynolds    	6-0, 6-0
20190906	508966	488927	N	  QF	Asbury	Rodrigo Cavero      	Brescia	Daniel Stueland     	6-0, 6-0
20190906	488933	511285	N	  QF	Midway	Sebastian Hernandez 	Indiana East	Mitchell Kuhlenbeck 	6-3, 6-3
20190906	488927	511288	N	 C-F	Brescia	Daniel Stueland     	Indiana East	Matthew Reynolds    	6-0, 6-1
20190906	460465	488933	N	 C-F	Indiana Southeast	Sam Venter          	Midway	Sebastian Hernandez 	6-1, 7-5
20190906	511285	488927	N	C-SF	Indiana East	Mitchell Kuhlenbeck 	Brescia	Daniel Stueland     	6-1, 6-0
20190906	508965	464186	N	   F	Asbury	Duarte Teixeira     	Indiana Southeast	Brock Winchell      	6-0, 6-2
20190906	508965	406230	N	  SF	Asbury	Duarte Teixeira     	Indiana Southeast	Daulton Fensler     	6-4, 6-3
20190906	464186	405984	N	  SF	Indiana Southeast	Brock Winchell      	Indiana East	Maxmiliano Faundez  	7-5, 4-6, 1-0(8)
20190906	405984	488938	N	  QF	Indiana East	Maxmiliano Faundez  	Ohio Christian	Gideon Driver       	6-0, 6-0
20190906	406230	463765	N	  QF	Indiana Southeast	Daulton Fensler     	Indiana East	Brayden Williams    	6-2, 6-1
20190906	464186	509689	N	  QF	Indiana Southeast	Brock Winchell      	Midway	Spencer Counts      	6-0, 6-2
20190906	405984	406230	N	 C-F	Indiana East	Maxmiliano Faundez  	Indiana Southeast	Daulton Fensler     	3-6, 6-1, 1-0(4)
20190906	463765	509689	N	 C-F	Indiana East	Brayden Williams    	Midway	Spencer Counts      	6-3, 6-7(5), 1-0(9)
20190906	509689	488938	N	C-SF	Midway	Spencer Counts      	Ohio Christian	Gideon Driver       	6-1, 6-1
20190906	509370	455910	N	   F	Indiana Southeast	Sebastian Burman    	Asbury	Choopat Suvimolstean	2-6, 6-2
20190906	455910	435495	N	  SF	Asbury	Choopat Suvimolstean	Indiana East	Pablo Munoz         	6-2, 6-3
20190906	509370	488922	N	  SF	Indiana Southeast	Sebastian Burman    	Brescia	Daniel Paez         	6-4, 6-1
20190906	455910	488931	N	  QF	Asbury	Choopat Suvimolstean	Midway	David Alfaro        	6-0, 6-3
20190906	488922	488934	N	  QF	Brescia	Daniel Paez         	Midway	Asa Render          	6-4, 6-1
20190906	435495	509373	N	  QF	Indiana East	Pablo Munoz         	Indiana Southeast	Drew Bishop         	6-2, 6-3
20190906	435495	488922	N	 C-F	Indiana East	Pablo Munoz         	Brescia	Daniel Paez         	6-0, 6-4
20190906	509373	488934	N	 C-F	Indiana Southeast	Drew Bishop         	Midway	Asa Render          	6-0, 6-3
20190906	488931	509373	N	C-SF	Midway	David Alfaro        	Indiana Southeast	Drew Bishop         	6-4, 6-2
20190906	509371	486406	N	   F	Indiana Southeast	Cade Burman         	Indiana East	Ian Dillman         	6-3, 6-0
20190906	486406	509688	N	  SF	Indiana East	Ian Dillman         	Midway	Danez Medina        	7-6(4), 6-4
20190906	509371	502009	N	  SF	Indiana Southeast	Cade Burman         	Midway	Steven Knowles      	6-1, 6-1
20190906	509371	498150	N	  QF	Indiana Southeast	Cade Burman         	Asbury	Felipe Penuela      	4-6, 7-6(2), 1-0
20190906	502009	486409	N	  QF	Midway	Steven Knowles      	Indiana East	Nick Mustin         	6-2, 6-4
20190906	509688	504361	N	  QF	Midway	Danez Medina        	Ohio Christian	Jonathan Scibiur    	6-0, 6-0
20190906	486409	504361	N	 C-F	Indiana East	Nick Mustin         	Ohio Christian	Jonathan Scibiur    	6-0, 6-0
20190906	502009	509688	N	 C-F	Midway	Steven Knowles      	Midway	Danez Medina        	7-6(5), 2-6, 1-0(11)
20190906	498150	486409	N	C-SF	Asbury	Felipe Penuela      	Indiana East	Nick Mustin         	6-2, 6-1
20190906	459094	427698	N	   F	Asbury	Joshua Turnquest    	Midway	Julian Lopez        	6-0, 6-3
20190906	459094	488923	N	  SF	Asbury	Joshua Turnquest    	Brescia	Danila Pyzh         	7-5, 6-1
20190906	427698	486412	N	  SF	Midway	Julian Lopez        	Indiana East	Manuel Roman        	6-2, 6-4
20190906	488923	488939	N	  QF	Brescia	Danila Pyzh         	Ohio Christian	Trent Short         	6-0, 6-0
20190906	486412	406231	N	  QF	Indiana East	Manuel Roman        	Indiana Southeast	Garrett Fensler     	7-6, 1-6, 1-0(7)
20190906	486412	488923	N	 C-F	Indiana East	Manuel Roman        	Brescia	Danila Pyzh         	7-6(7), 6-3
20190906	406231	488939	N	 C-F	Indiana Southeast	Garrett Fensler     	Ohio Christian	Trent Short         	6-0, 6-0
20190906	486413	413994	N	   F	Indiana East	Francisco Perez     	Asbury	Luiz Gustavo Hartkopf	1-6, 7-5
20190906	413994	399563	N	  SF	Asbury	Luiz Gustavo Hartkopf	Indiana Southeast	Bradley Cross       	6-3, 6-0
20190906	486413	508967	N	  SF	Indiana East	Francisco Perez     	Asbury	Yuri Tirado         	7-6(4), 6-4
20190906	486413	488932	N	  QF	Indiana East	Francisco Perez     	Midway	Jt Hayden           	6-2, 7-6(3)
20190906	399563	488929	N	  QF	Indiana Southeast	Bradley Cross       	Brescia	Ty Durbin           	6-0, 6-0
20190906	399563	508967	N	 C-F	Indiana Southeast	Bradley Cross       	Asbury	Yuri Tirado         	6-1, 6-2
20190906	488932	488929	N	 C-F	Midway	Jt Hayden           	Brescia	Ty Durbin           	6-0, 6-0
20190906	435508	494314	N	   F	Ferris State	Pablo Munoz Baroja  	Cardinal Stritch	Nicola Wehrle       	6-3, 6-2
20190906	435508	440526	N	  SF	Ferris State	Pablo Munoz Baroja  	Cardinal Stritch	Danilo Pejovic      	6-4, 6-4
20190906	494314	409482	N	  SF	Cardinal Stritch	Nicola Wehrle       	Grand Valley State	Jack Geissler       	3-6, 6-3, 1-0(4)
20190906	435508	485692	N	  QF	Ferris State	Pablo Munoz Baroja  	Grand Valley State	Jack Dausman        	6-4, 4-6, 1-0(6)
20190906	409482	511571	N	  QF	Grand Valley State	Jack Geissler       	Ferris State	Yannic Alexander Mader	6-1, 6-1
20190906	440526	512736	N	  QF	Cardinal Stritch	Danilo Pejovic      	Roosevelt	Craig Greenwald     	6-4, 7-5
20190906	494314	487369	N	  QF	Cardinal Stritch	Nicola Wehrle       	UW Whitewater	Alex Gray           	6-1, 6-0
20190906	485692	511571	N	 C-F	Grand Valley State	Jack Dausman        	Ferris State	Yannic Alexander Mader	1-6, 7-5, 1-0(13)
20190906	511571	487369	N	C-SF	Ferris State	Yannic Alexander Mader	UW Whitewater	Alex Gray           	4-6, 6-1, 1-0(6)
20190906	485692	512736	N	C-SF	Grand Valley State	Jack Dausman        	Roosevelt	Craig Greenwald     	6-2, 6-1
20190906	487369	512736	N	    	UW Whitewater	Alex Gray           	Roosevelt	Craig Greenwald     	7-6(5), 6-4
20190906	440526	409482	N	    	Cardinal Stritch	Danilo Pejovic      	Grand Valley State	Jack Geissler       	6-3, 6-4
