date	winnerId	loserId	where	roundPos	team1	winner	team2	loser	score
20080820	450913	432953	N	   8	Villanova	Dave Shaheen        	Connecticut	Joey Michaels       	6-4,3-6,6-1
20080820	460966	415105	N	    	Connecticut	Nic Visinski        	Colgate	Will Herling        	3-6,6-1,1-0
20080820	438677	460966	N	    	Bryant	Andres Orobitg      	Connecticut	Nic Visinski        	6-4,6-2
20080901	434233	426718	N	    	Western Michigan	Zeyad Montasser     	Toledo	Nutthavit Likitkumchorn	6-2,7-6(7-2)
20080905	420739	393285	N	   8	Wichita State	Sven Kasper         	Cowley County (KS)	Lloyd Bruce-Burgess 	8-4
20080911	409531	452546	A	   1	La Salle	George Gennaoui     	Millersville	Drew Slocum         	6-4, 6-7 (7-4) 10-3
20080911	437737	429106	A	   2	La Salle	Bill Nuson          	Millersville	Marty Makowski      	6-1, 6-0
20080911	384159	455999	A	   3	La Salle	Morgan Abrams-Nicholas	Millersville	Donald Swantko      	6-0, 6-0
20080911	430824	458496	A	   4	La Salle	Jon Maula           	Millersville	Mark Treires        	6-0, 6-1
20080911	463760	453597	A	   5	La Salle	Blake Williams      	Millersville	Andrew Sorgi        	6-3, 6-2
20080911	390171	416239	A	   6	La Salle	Chris Beutra        	Millersville	Robert Holland      	6-2, 6-1
20080912	452353	463037	N	   8	East Carolina	Henrik Skalmerud    	UNC Wilmington	Alex Wetherell      	6-2 6-1
20080912	430430	437163	N	   8	East Carolina	David Masciorini    	UNC Wilmington	Anton Nikolov       	7-5 6-4
20080912	396518	442139	N	   8	VCU	Thibaut Charron     	Elon	Oscar Podlewski     	7-5, 7-6(5)
20080912	413084	437339	N	   8	Louisville	Robert Hall         	Western Michigan	Brad Noel           	6-2,6-0
20080912	441340	447784	N	   8	Northern Arizona	Robin Pezzutto      	New Mexico State	Guy Rutten          	4-6, 6-4, 6-2
20080912	449083	438263	N	   8	Michigan State	Tyler Sauerbrey     	Western Michigan	Pablo Olivarez      	6-4,1-6,6-2
20080912	388851	463037	N	   8	Elon	Kevin Beard         	UNC Wilmington	Alex Wetherell      	9-8 (7-5)
20080912	453764	430430	N	   8	Elon	Chris Spalding      	East Carolina	David Masciorini    	7-6(5), 7-6(4)
20080912	465409	454394	N	   8	UNC Wilmington	Ryan Ybarra         	Elon	Cody Stauffer-Macdowell	7-6(9), 7-6(4)
20080912	465409	459049	N	   8	UNC Wilmington	Ryan Ybarra         	N.C. State	Eric Turner         	6-2, 6-3
20080912	394560	437545	N	   8	Western Michigan	Michael Calderone   	Michigan State	Jason Norville      	6-4,6-1
20080912	434233	445325	N	   8	Western Michigan	Zeyad Montasser     	Michigan State	Clark Richardson    	6-3,6-1
20080912	442134	387460	N	   8	Florida A&M	Artiom Podgainii    	Florida State	Andrew Bailey       	6-4 6-7 (11-9)
20080912	455184	442689	N	   8	Abilene Christian	John Strahl         	Northern Arizona	Brelin Powell       	6-4, 6-1
20080912	403866	389155	N	   8	New Mexico State	Craig Duran         	Abilene Christian	Kaul Bein           	6-3, 6-7, 7-5
20080912	414627	436739	N	  16	Davidson	Arie Hefter         	Binghamton	Darren Ng           	6-1, 6-2
20080912	424074	441858	N	  16	George Washington	Chris Kushma        	Virginia Tech	Eduardo Pinto       	6-3 6-3
20080912	413455	414823	N	  16	George Washington	Erik Hannah         	Elon	Chase Helpingstine  	7-6 6-1
20080912	460903	400096	N	  16	VCU	Nicolas Vinel       	Virginia Tech	Patrick Daciek      	1-6, 7-5, 6-1
20080912	426883	389454	N	  16	VCU	Emil Lindgren       	Nebraska	David Bendheim      	2-6, 6-1, 6-4
