date	winnerId	loserId	where	roundPos	team1	winner	team2	loser	score
20120907	446077	446062	N	   1	St. Joseph's (PA)	Casey Robinson      	George Washington	Lana Robins         	6-2, 6-3
20120907	418351	441772	N	   1	St. Joseph's (PA)	Devi Jadeja         	Mount St. Mary's (MD)	Sam Pinchoff        	6-0, 6-1
20120907	413249	418351	N	   2	George Washington	Mimi Hamling        	St. Joseph's (PA)	Devi Jadeja         	6-3, 6-2
20120907	400703	398478	N	   2	St. Joseph's (PA)	Aurora Davis        	Mount St. Mary's (MD)	Kelly Conroy        	7-5, 6-1
20120907	400703	462603	N	   3	St. Joseph's (PA)	Aurora Davis        	George Washington	Stephanie Wei       	6-2, 6-3
20120907	447312	424711	N	   3	St. Joseph's (PA)	Lauren Roy          	Mount St. Mary's (MD)	Carly Landini       	6-3, 6-2
20120907	422789	440462	N	   4	Houston	Liselot Koenen      	Chattanooga	Jovana Pecovski     	6-0, 6-1
20120907	461418	448170	N	   4	Tulane	Klara Vyskocilova   	Lamar	Carolina Salas      	6-2, 6-3
20120907	414779	455114	N	   4	Tulane	Emma Helistén       	Chattanooga	Alison Storie       	6-1, 6-1
20120907	395355	405342	N	   4	George Washington	Christie Carpenter  	St. Joseph's (PA)	Nicole Esposito     	6-0, 6-2
20120907	435416	447110	N	   4	St. Joseph's (PA)	Kelly Mulquin       	Mount St. Mary's (MD)	Liz Rossi           	6-2, 6-2
20120907	419548	436097	N	   4	Saint Louis	Madeline Jolly      	Lipscomb	Shilpa Naruka       	6-1, 6-1
20120907	395910	426517	N	   4	Kennesaw State	Isabela Castro      	Northwestern State (LA)	Olga Leyshyna       	6-3, 7-5
20120907	426309	400058	N	   4	Auburn	Lauren Levant       	Lamar	Helene Czudek       	7-6(7),7-6(8)
20120907	422263	400543	N	   4	Auburn	Ashley Kitchen      	Lamar	Dariya Dashutina    	6-3,6-3
20120907	449511	396228	N	   4	Auburn	Paulina Schippers   	Chattanooga	Kaylene Chadwell    	6-1,6-2
20120907	420731	407847	N	   4	Auburn	Jackie Kasler       	Houston	Celia Fraser        	6-2,6-0
20120907	424039	459816	N	   4	Auburn	Plamena Kurteva     	Mississippi State	Lien Van Geel       	6-2,6-4
20120907	440953	424947	N	   4	Mississippi State	Alexandra Perper    	Northwestern State (LA)	Tatiana Larina      	6-4, 7-5
20120907	440116	426382	N	   4	Mississippi State	Georgiana Patrasc   	Tulane	Emma Levy           	3-6, 7-6(5), 6-4
20120907	398707	424404	N	   4	Chattanooga	Kelsey Coots        	Kennesaw State	Therese Lagerkvist  	6-3, 6-3
20120907	409613	430645	N	   4	ETSU	Ana Gerbasi         	West Virginia	Emily Mathis        	7-5, 6-1
20120907	464802	395910	N	   4	Georgia Southern	Stephanie Woods     	Kennesaw State	Isabela Castro      	6-2,6-1
20120907	428850	386275	N	   4	Georgia Southern	Natalie Maffett     	Louisiana	Hannah Appleyard    	6-4,6-2
20120907	422376	442275	N	   4	Georgia Southern	Jordana Klein       	Chattanooga	Katie Polk          	6-0,6-0
20120907	422789	420821	N	   8	Houston	Liselot Koenen      	Tulane	Jacqui Katz         	7-6 (5), 6-4
20120907	407847	436338	N	   8	Houston	Celia Fraser        	Northwestern State (LA)	Andrea Nedorostova  	6-1, 6-3
20120907	461418	409164	N	   8	Tulane	Klara Vyskocilova   	Georgia Southern	Paola Garrido       	7-5,6-1
20120907	419548	433204	N	   8	Saint Louis	Madeline Jolly      	SIUE	Amanda Miller       	6-4, 6-1
20120907	454526	416165	N	   8	Kennesaw State	Virginie Stein      	Tulane	Jenny Hois          	6-3, 6-2
20120907	454526	458408	N	   8	Kennesaw State	Virginie Stein      	Mississippi State	Naomi Tran          	6-3, 6-2
20120907	462775	417729	N	   8	Lipscomb	Deahna Welcher      	SIUE	Haley Ilcewicz      	7-5, 6-3
20120907	433204	439561	N	   8	SIUE	Amanda Miller       	Lipscomb	Reagan Panovec      	6-2, 6-0
20120907	422263	419663	N	   8	Auburn	Ashley Kitchen      	Chattanooga	Kayla Jones         	7-5,6-1
20120907	426309	397663	N	   8	Auburn	Lauren Levant       	Louisiana	Juliette Clement    	7-5,7-6
20120907	420731	407196	N	   8	Auburn	Jackie Kasler       	Chattanooga	Alexa Flynn         	6-3,6-3
20120907	449511	442988	N	   8	Auburn	Paulina Schippers   	Georgia Southern	Alexis Prickett     	6-0,6-2
20120907	440116	423009	N	   8	Mississippi State	Georgiana Patrasc   	Northwestern State (LA)	Polina Konop        	6-1, 7-6(3)
20120907	459816	393814	N	   8	Mississippi State	Lien Van Geel       	Louisiana	Melissa Burckhartt  	6-2, 2-6, 6-1
20120907	440953	459746	N	   8	Mississippi State	Alexandra Perper    	Louisiana	Sophie Van Den Aarssen	6-3, 6-1
20120907	398707	422264	N	   8	Chattanooga	Kelsey Coots        	Georgia Southern	Caitlin Kitchen     	6-2,6-2
20120907	396228	386241	N	   8	Chattanooga	Kaylene Chadwell    	Kennesaw State	Alexandra Apostu    	2-6, 6-0, 6-3
20120907	440462	392239	N	   8	Chattanooga	Jovana Pecovski     	Louisiana	Eleanor Bradshaw    	6-3, 6-2
20120907	397085	394713	N	   8	ETSU	Lyn Yee Choo        	UNC Wilmington	Kelly Cameron       	3-6, 6-4, 6-0
20120907	432109	408017	N	   8	ETSU	Larn McShane        	UNC Wilmington	Scottie French      	6-1, 6-1
20120907	409613	437568	N	   8	ETSU	Ana Gerbasi         	Charleston Southern	Alia Nour           	7-5, 6-1
20120907	442499	428914	N	   8	Lamar	Alicia Porte        	Tulane	Caroline Magnusson  	5-7, 6-3, 7-5
20120907	448170	441356	N	   8	Lamar	Carolina Salas      	Auburn	Jen Pfeifler        	6-7(3),6-4,6-3
20120907	442499	435422	N	   8	Lamar	Alicia Porte        	Chattanooga	Claire Mulyadi      	7-6 (5), 6-2
20120907	400058	407148	N	   8	Lamar	Helene Czudek       	Mississippi State	Sarai Flores        	6-0, 6-2
20120907	400543	392497	N	   8	Lamar	Dariya Dashutina    	Louisiana	Nicole Breaux       	6-3, 6-3
20120907	464802	448590	N	   8	Georgia Southern	Stephanie Woods     	Houston	Dionne Sanders      	6-1,2-1 ret.
20120907	422376	463740	N	   8	Georgia Southern	Jordana Klein       	Northwestern State (LA)	Amy Williams        	6-0,6-2
20120907	426382	459981	N	  16	Tulane	Emma Levy           	Louisiana	Bailey Vandyke      	6-0, 6-0
20120907	416165	384657	N	  16	Tulane	Jenny Hois          	Louisiana	Sandra Ahlqvist     	6-3, 6-3
20120907	428914	423723	N	  16	Tulane	Caroline Magnusson  	Northwestern State (LA)	Nataly Krutova      	6-4, 6-3
20120907	442275	404800	N	  16	Chattanooga	Katie Polk          	Tulane	Hila Elster         	5-7, 6-4, 6-1
20120907	420821	392239	N	    	Tulane	Jacqui Katz         	Louisiana	Eleanor Bradshaw    	6-1, 6-2
20120907	426382	396228	N	    	Tulane	Emma Levy           	Chattanooga	Kaylene Chadwell    	6-1, 6-4
20120907	414779	425084	N	    	Tulane	Emma Helistén       	Kennesaw State	Blaire Lasure       	6-0, 6-0
20120907	416285	403047	N	    	Saint Louis	Stephanie Hollis    	SIUE	Kali Donner         	6-1, 6-0
