date	where	score	winner	loser
20140915	H	4-3	Holy Cross (MA)	Assumption
20140916	H	5-2	La Salle	Sciences (Philadelphia)
20140924	A	8-1	Mount St. Mary's (MD)	Shepherd
20141019	H	5-2	Mount St. Mary's (MD)	Rider
20150103	H	7-0	Georgia Tech	Mercer
20150110	H	4-1	Florida State	South Alabama
20150110	H	4-0	Florida State	St. John's (NY)
20150110	H	6-1	Georgia Tech	Georgia Southern
20150110	H	7-0	Oregon	Eastern Washington
20150110	H	7-0	Oregon	Seattle
20150110	H	7-0	Washington	Portland State
20150110	H	9-3	Florida	William & Mary
20150110	N	4-2	Louisiana	Furman
20150110	H	6-1	BYU	Weber State
20150111	N	4-0	Central Florida	Furman
20150111	H	4-1	Florida State	Denver
20150111	N	4-3	Louisiana	South Alabama
20150111	N	5-2	Seattle	Eastern Washington
20150113	H	6-1	Stanford	UC Davis
20150115	H	4-0	Tulsa	Illinois State
20150115	H	4-0	Tulsa	Illinois State
20150115	A	4-1	Florida Atlantic	Central Florida
20150116	H	6-0	Tulane	Alcorn State
20150116	H	6-0	Tulane	Jackson State
20150116	H	4-0	South Florida	Florida Atlantic
20150116	H	4-0	South Florida	Stetson
20150116	H	7-0	Duke	Michigan State
20150116	H	4-3	N.C. State	Northwestern
20150116	H	7-0	North Carolina	East Carolina
20150116	H	7-0	North Carolina	Longwood
20150116	A	4-3	Texas	Tulsa
20150116	N	4-2	Texas Tech	UC Irvine
20150116	H	4-3	Cal Poly	Fresno State
20150116	A	4-1	UC Irvine	Arizona
20150116	A	4-3	UTSA	Rice
20150116	A	4-2	New Mexico	Arizona
20150116	N	4-1	New Mexico	Texas Tech
20150116	H	6-1	Arkansas	Mercer
20150116	H	6-1	Arkansas	Mercer
20150116	H	5-2	Florida	Troy
20150116	A	6-1	Ole Miss	Central Florida
20150116	H	7-0	Vanderbilt	Georgia State
20150116	H	4-0	Vanderbilt	Lipscomb
20150117	A	7-0	Clemson	Davidson
20150117	N	7-0	Clemson	Winthrop
20150117	H	4-0	Florida State	Florida Gulf Coast
20150117	H	4-0	Florida State	Troy
20150117	H	7-2	Wake Forest	Charlotte
20150117	H	7-2	Wake Forest	ETSU
20150117	H	5-2	Oklahoma State	Nebraska
20150117	A	4-2	Texas Tech	Arizona
20150117	N	4-0	Texas Tech	New Mexico
20150117	N	4-1	Campbell	Norfolk State
20150117	H	7-0	UNC Asheville	Mars Hill
20150117	H	5-2	UC Davis	Pacific (CA)
20150117	A	4-0	UC Irvine	Arizona
20150117	H	7-0	UNC Wilmington	Appalachian State
20150117	N	4-3	Cornell	UTSA
20150117	H	6-1	Dartmouth	Bryant
20150117	H	7-0	Dartmouth	Buffalo
20150117	H	6-1	Harvard	Marist
20150117	H	5-2	Harvard	William & Mary
20150117	H	6-1	Ball State	Detroit Mercy
20150117	N	3-2	Norfolk State	Delaware
20150117	N	5-2	Fresno State	St. Mary's (CA)
20150117	H	7-0	San Diego State	UC Riverside
20150117	N	4-2	New Mexico	UC Irvine
20150117	H	6-1	Oregon	Loyola Marymount
20150117	H	4-0	Mississippi State	Alabama State
20150117	H	7-0	Mississippi State	Jackson State
20150117	H	5-2	South Carolina	Elon
20150117	H	5-2	South Carolina	Furman
20150117	A	5-2	Troy	Florida A&M
20150117	A	5-2	BYU	New Orleans
20150117	H	4-0	Santa Clara	Sonoma State
20150117	H	4-0	Santa Clara	UC Santa Cruz
20150118	H	7-0	Tulsa	Incarnate Word
20150118	H	5-2	Miami (FL)	Florida Atlantic
20150118	H	4-1	N.C. State	Michigan State
20150118	H	7-0	N.C. State	NCCU
20150118	A	7-0	Florida Gulf Coast	Florida A&M
20150118	H	5-1	Oklahoma State	Illinois State
20150118	H	6-1	TCU	UC Santa Barbara
20150118	A	5-2	Texas	Arkansas
20150118	A	7-0	Michigan State	NC A&T
20150118	H	7-0	Ohio State	Northern Kentucky
20150118	H	7-0	Ohio State	Youngstown State
20150118	H	6-1	Cal Poly	St. Mary's (CA)
20150118	A	6-1	Old Dominion	Navy
20150118	H	4-1	Rice	Cornell
20150118	N	5-2	Buffalo	Bryant
20150118	N	6-1	Boise State	Hawaii
20150118	H	7-0	Auburn	The Citadel
20150118	H	7-0	Auburn	The Citadel
20150118	H	6-1	LSU	Lamar
20150118	H	7-0	LSU	Nicholls State
20150118	H	4-0	Vanderbilt	Belmont
20150118	H	7-0	San Francisco	Sonoma State
20150119	H	6-1	SMU	UC Santa Barbara
20150119	H	4-3	Tulane	BYU
20150119	A	4-3	Central Florida	Miami (FL)
20150119	A	5-2	Duke	Kentucky
20150119	H	7-0	North Carolina	Chattanooga
20150119	H	7-0	North Carolina	Howard
20150119	H	5-0	Oklahoma State	Oral Roberts
20150119	A	4-3	Texas Tech	Arizona
20150119	N	4-0	Texas Tech	UC Irvine
20150119	H	7-0	UNC Wilmington	Gardner-Webb
20150119	N	4-1	New Mexico	UC Irvine
20150119	H	4-1	Arizona	New Mexico
20150119	H	4-0	California	Pacific (CA)
20150119	H	4-0	California	UC Davis
20150119	H	6-1	USC	UC Riverside
20150119	H	5-0	Arkansas	Omaha
20150119	H	5-0	Arkansas	Omaha
20150119	H	5-2	Tennessee	Elon
20150119	H	6-1	Tennessee	Mercer
20150119	A	4-3	Coastal Carolina	East Carolina
20150120	H	6-1	Oklahoma	Wichita State
20150120	H	6-1	Michigan	Western Michigan
20150121	A	4-3	Illinois	Baylor
20150121	H	7-0	Ohio State	Butler
20150121	H	7-0	Ohio State	Xavier
20150121	H	4-0	UCLA	UC Irvine
20150122	A	6-1	Gardner-Webb	USC Upstate
20150123	A	5-2	Duquesne	Youngstown State
20150123	N	4-3	South Florida	Vanderbilt
20150123	H	4-1	Duke	Wake Forest
20150123	H	4-0	North Carolina	Oregon
20150123	H	7-0	Virginia	George Washington
20150123	N	4-0	Texas Tech	Boise State
20150123	H	7-0	Illinois	Ball State
20150123	H	4-0	Illinois	Green Bay
20150123	A	4-3	Penn State	Kentucky
20150123	A	4-3	UC Davis	Loyola Marymount
20150123	A	5-2	Old Dominion	UTSA
20150123	H	6-0	Rice	Incarnate Word
20150123	H	6-0	Rice	UTRGV
20150123	H	5-2	Dartmouth	Denver
20150123	H	4-2	California	Harvard
20150123	H	5-0	UCLA	Pepperdine
20150123	H	4-0	USC	Louisiana
20150123	N	4-3	Utah	Elon
20150123	H	4-1	Washington	ETSU
20150123	N	4-3	Mississippi State	N.C. State
20150123	H	4-1	Georgia	Michigan State
20150123	N	4-2	Santa Clara	UNC Wilmington
20150123	H	6-1	East Carolina	Norfolk State
20150124	N	4-1	St. Joseph's (PA)	Temple
20150124	H	5-2	SMU	Troy
20150124	N	4-0	Tulsa	Purdue
20150124	H	4-0	Duke	Memphis
20150124	N	4-0	Florida State	Michigan
20150124	H	6-1	Georgia Tech	Furman
20150124	H	4-1	North Carolina	Virginia Tech
20150124	H	5-0	Virginia	Louisville
20150124	N	4-1	Wake Forest	Clemson
20150124	A	5-2	Kennesaw State	Georgia Southern
20150124	H	4-0	Oklahoma	New Mexico
20150124	A	4-2	TCU	Texas A&M
20150124	H	4-1	Texas	Minnesota
20150124	H	6-1	Weber State	Colorado Mesa
20150124	A	9-0	Presbyterian	SCAD - Atlanta
20150124	N	5-2	UNC Asheville	Norfolk State
20150124	N	4-0	Michigan State	Elon
20150124	H	4-0	Ohio State	Auburn
20150124	N	4-1	Penn State	South Florida
20150124	H	4-3	Hawaii	Pacific (CA)
20150124	N	5-2	UC Davis	Grand Canyon
20150124	H	6-1	UC Santa Barbara	Westmont
20150124	N	4-1	UNC Wilmington	Louisiana
20150124	N	4-3	Columbia	Tennessee
20150124	N	4-3	Harvard	N.C. State
20150124	H	5-0	Penn	Drexel
20150124	H	6-1	Penn	St. Joseph's (PA)
20150124	N	6-1	Monmouth (NJ)	Colgate
20150124	N	6-1	Binghamton	Bryant
