date	where	score	winner	loser
20090130	H	6-1	USC	Mississippi State
20090130	N	6-1	Washington	Indiana
20090130	N	6-1	Texas A&M	N.C. State
20090130	H	5-2	Florida	Arizona
20090130	H	5-0	Georgia	South Carolina
20090130	A	4-3	Coastal Carolina	Campbell
20090130	H	6-1	Portland	UC Davis
20090130	N	4-2	San Diego	St. Mary's (CA)
20090131	A	4-2	VCU	North Carolina
20090131	N	4-2	SMU	South Alabama
20090131	H	6-1	Central Florida	Bethune Cookman
20090131	H	5-2	Central Florida	North Florida
20090131	H	6-1	Baylor	Georgia Tech
20090131	A	4-3	Oklahoma State	Penn State
20090131	N	4-1	TCU	South Florida
20090131	H	4-0	Texas	UC Santa Barbara
20090131	N	5-2	Idaho	Samford
20090131	A	7-0	Radford	Georgia State
20090131	N	5-2	Michigan	California
20090131	H	7-0	Michigan State	Valparaiso
20090131	H	7-0	Ohio State	Stetson
20090131	N	4-3	Wisconsin	Arkansas
20090131	A	7-0	UC Davis	Portland State
20090131	H	5-2	UC Riverside	Riverside
20090131	H	7-0	College of Charleston	Presbyterian
20090131	A	4-3	Western Michigan	Purdue
20090131	N	4-1	Arizona	N.C. State
20090131	A	6-1	Stanford	Boise State
20090131	H	4-0	USC	San Diego
20090131	N	4-3	Auburn	Vanderbilt
20090131	N	4-0	Alabama	Miami (FL)
20090131	H	6-1	Florida	Texas A&M
20090131	N	4-3	LSU	Texas Tech
20090131	H	4-3	Ole Miss	Kentucky
20090131	N	4-0	Mississippi State	St. Mary's (CA)
20090131	N	4-3	South Carolina	Indiana
20090131	H	7-0	Tennessee	Harvard
20090131	H	4-2	Georgia	Washington
20090131	H	6-1	The Citadel	Presbyterian
20090131	H	7-0	New Mexico State	Northern Arizona
20090131	N	4-3	BYU	Elon
20090131	N	6-1	Gonzaga	Northern Colorado
20090131	H	6-1	Pepperdine	Denver
20090131	N	5-2	Portland	Samford
20090131	H	6-1	Santa Clara	UC Santa Cruz
20090131	A	7-0	East Carolina	UNC Asheville
20090201	N	5-2	South Florida	UC Santa Barbara
20090201	N	4-0	Notre Dame	Texas Tech
20090201	H	7-0	Oklahoma	Oral Roberts
20090201	H	4-1	Texas	TCU
20090201	N	4-3	Idaho	UC Davis
20090201	N	6-0	Northern Arizona	WNM
20090201	A	6-1	Radford	Davidson
20090201	N	5-1	Michigan	VCU
20090201	H	5-2	Ohio State	Virginia Tech
20090201	H	6-1	UAB	North Alabama
20090201	N	4-3	Harvard	Drake
20090201	N	5-1	San Diego State	Utah
20090201	H	4-3	UNLV	Nebraska
20090201	N	4-0	New Mexico	Stetson
20090201	N	5-2	Stanford	Auburn
20090201	H	4-3	Bucknell	Quinnipiac
20090201	H	4-2	Colgate	Drexel
20090201	H	4-1	Ole Miss	Wake Forest
20090201	H	4-3	Tennessee	Louisville
20090201	A	4-3	Vanderbilt	Boise State
20090201	H	7-0	New Mexico State	Abilene Christian
20090201	H	7-0	New Mexico State	WNM
20090201	A	4-3	Gonzaga	Air Force
20090201	H	4-3	Pepperdine	Alabama
20090201	A	7-0	Appalachian State	UNC Asheville
20090203	H	7-0	Coastal Carolina	Coker
20090204	H	0-7	VCU	St. Mary's (CA)
20090204	H	5-2	Pepperdine	San Diego
20090205	H	6-1	Florida	Central Florida
20090205	N	4-2	Ole Miss	Mississippi State
20090206	N	4-3	Oklahoma State	Sacramento State
20090206	N	7-0	Texas	Texas A&M
20090206	H	5-2	Illinois	Duke
20090206	A	4-3	Michigan	Vanderbilt
20090206	A	7-0	Ohio State	North Carolina
20090206	A	4-3	UC Santa Barbara	Oregon
20090206	H	7-0	UNC Wilmington	Lees-McRae
20090206	H	6-1	Brown	Marist
20090206	H	7-0	San Diego State	UC Riverside
20090206	H	5-2	UNLV	Cal Poly
20090206	H	5-2	Arizona	South Florida
20090206	A	6-0	USC	San Diego State
20090206	H	6-1	Washington	Oklahoma
20090206	H	6-1	Auburn	UAB
20090206	H	5-2	Georgia	ETSU
20090206	A	4-3	UNC Greensboro	Dartmouth
20090206	H	5-2	New Mexico State	Southern Miss
20090206	H	7-0	Portland	Gonzaga
20090206	A	4-3	East Carolina	Old Dominion
20090207	H	6-1	SMU	Lamar
20090207	N	6-1	South Florida	St. Mary's (CA)
20090207	N	5-4	Bellarmine	Wayne State
20090207	N	4-0	Radford	Columbia
20090207	H	5-2	Michigan State	Toledo
20090207	A	4-3	Northwestern	Middle Tennessee
20090207	N	4-2	Cal Poly	Southern Miss
20090207	N	6-0	Drexel	Morgan State
20090207	H	5-2	Buffalo	Youngstown State
20090207	N	4-3	Boise State	Oklahoma
20090207	N	7-0	New Mexico	UC Santa Barbara
20090207	A	4-3	California	Hawaii
20090207	N	7-0	Arkansas	Illinois State
20090207	H	4-3	LSU	Rice
20090207	H	6-1	South Carolina	Charlotte
20090207	H	7-0	South Carolina	Davidson
20090207	A	4-3	Tennessee	Illinois
20090207	N	6-1	UNC Greensboro	Army
20090207	N	7-0	Wofford	Mount Olive
20090207	A	4-3	Denver	Drake
20090207	H	7-0	Coastal Carolina	Mount Olive
20090207	H	6-1	Coastal Carolina	Wofford
20090207	N	4-3	New Mexico State	UNLV
20090207	A	6-1	Gonzaga	Portland State
20090207	H	7-0	Portland	Northern Colorado
20090207	N	6-0	East Carolina	Norfolk State
20090208	H	6-1	SMU	New Orleans
20090208	H	5-2	Notre Dame	Duke
20090208	H	7-0	Notre Dame	Toledo
20090208	H	7-0	Baylor	A&M-Corpus Christi
20090208	N	6-1	Xavier	Green Bay
20090208	N	4-3	Sacramento State	Wichita State
20090208	A	5-2	Radford	Old Dominion
20090208	A	4-0	Ohio State	Wake Forest
20090208	N	4-3	Cal Poly	New Mexico State
20090208	H	7-0	Dartmouth	Army
20090208	A	4-3	Boise State	Washington
20090208	A	5-2	New Mexico	Oregon
20090208	H	4-0	Arizona	St. Mary's (CA)
20090208	A	4-3	Colgate	Boston University
20090208	A	5-2	Arkansas	Purdue
20090208	H	7-0	Alabama	Samford
20090208	H	7-0	Alabama	UAB
20090208	H	6-1	Georgia	William & Mary
20090208	H	4-3	Vanderbilt	N.C. State
20090208	H	7-0	Furman	Presbyterian
20090208	H	7-0	Furman	UNC Asheville
20090208	A	4-3	Denver	Iowa
20090208	N	6-1	Gonzaga	Northern Colorado
20090208	A	6-1	Pacific (CA)	UC Davis
20090208	H	7-0	Appalachian State	Lees-McRae
20090208	A	4-3	Winthrop	College of Charleston
20090210	H	4-3	Illinois	Florida
20090210	H	5-2	San Diego	Hawaii
20090211	H	6-1	SMU	Cameron
20090211	H	5-2	SMU	Southeastern (OK)
20090211	A	5-2	North Alabama	Austin Peay
20090211	A	6-1	Michigan State	Western Michigan
20090211	H	5-2	Cornell	Binghamton
20090211	H	7-0	Western Michigan	Ferris State
20090211	H	7-0	Utah	Idaho State
20090211	A	7-0	Wofford	Presbyterian
20090212	A	7-0	Coastal Carolina	Mercer
20090213	H	4-3	Temple	Richmond
20090213	N	4-0	Virginia	Tulsa
20090213	N	4-0	Texas	Michigan
20090213	A	5-2	Idaho	Gonzaga
20090213	H	4-3	Weber State	Portland State
20090213	H	7-0	Iowa	Illinois State
20090213	H	7-0	Minnesota	Green Bay
20090213	N	4-2	Ohio State	Pepperdine
20090213	H	5-2	UC Riverside	Loyola Marymount
20090213	A	7-0	College of Charleston	St. Bonaventure
20090213	A	7-0	Buffalo	Niagara
20090213	H	4-3	UNLV	UC Irvine
20090213	A	5-2	New Mexico	Denver
20090213	H	7-0	Arizona	San Francisco
20090213	N	4-3	Stanford	Florida
20090213	N	4-0	USC	Ole Miss
20090213	H	7-0	Utah	Northern Arizona
20090213	H	6-1	Arkansas	Oregon
20090213	N	4-0	Tennessee	Baylor
20090213	N	4-1	Georgia	Florida State
20090213	H	7-0	Vanderbilt	Memphis
20090213	A	4-3	Coastal Carolina	Georgia Southern
20090213	N	5-0	Prairie View A&M	Centenary (LA)
20090213	A	2-7	Seattle	Lewis & Clark (OR)
20090213	N	5-2	Pacific (CA)	Wichita State
20090213	A	8-1	Arkansas Pine Bluff	Hendrix
20090214	N	6-1	SMU	Green Bay
20090214	N	7-0	Central Florida	Samford
20090214	A	6-1	Notre Dame	Michigan State
20090214	N	4-3	Virginia	UCLA
20090214	N	5-4	Bellarmine	Grand Valley State
20090214	N	4-3	Baylor	Pepperdine
20090214	H	5-2	Oklahoma	TCU
20090214	A	4-3	Texas Tech	Denver
20090214	N	4-3	Illinois	Tulsa
20090214	A	5-2	UC Santa Barbara	UC Davis
20090214	N	4-3	William & Mary	Purdue
20090214	N	5-2	Brown	Yale
20090214	H	4-0	Harvard	St. John's (NY)
20090214	N	4-3	Penn	Cornell
20090214	N	7-0	Western Michigan	Illinois State
20090214	N	7-0	Nevada	Pomona-Pitzer
20090214	H	5-2	Utah State	Northern Arizona
20090214	N	4-3	Stanford	Texas
20090214	H	4-3	Colgate	Niagara
20090214	N	4-1	Florida	Michigan
20090214	N	4-1	Ole Miss	Florida State
20090214	H	6-1	South Carolina	Elon
20090214	N	4-3	Tennessee	Ohio State
20090214	N	4-1	Georgia	USC
20090214	H	5-2	Vanderbilt	Middle Tennessee
20090214	H	6-1	San Diego	Cal Poly
20090215	H	7-0	South Florida	Georgia State
20090215	N	4-0	Virginia	Tennessee
20090215	N	4-2	Illinois	Baylor
20090215	H	7-0	Iowa	Western Michigan
20090215	H	6-1	Minnesota	SMU
20090215	H	6-1	Northwestern	Ball State
20090215	H	7-0	Northwestern	Lewis
20090215	N	4-0	Ohio State	UCLA
20090215	A	6-1	Drexel	St. Peter's
20090215	N	6-0	Brown	Penn
20090215	N	4-3	Cornell	St. John's (NY)
20090215	H	4-3	Harvard	Penn
20090215	H	7-0	Toledo	Cleveland State
20090215	A	6-1	Nevada	UC Riverside
20090215	N	5-2	Oregon	Wichita State
20090215	N	4-1	USC	Texas
20090215	H	7-0	Arkansas	Cowley County (KS)
20090215	H	6-1	Arkansas	Pacific (CA)
20090215	H	4-3	Auburn	Central Florida
20090215	A	5-2	Alabama	Clemson
20090215	N	4-1	Ole Miss	Florida
20090215	H	5-2	Mississippi State	UAB
20090215	N	4-2	Georgia	Stanford
20090215	A	5-4	UNC Greensboro	Guilford
20090215	A	7-0	UNC Greensboro	UNC Asheville
20090215	H	5-2	Denver	Montana State
20090215	H	6-1	Coastal Carolina	Gardner-Webb
20090215	N	4-0	Pepperdine	Tulsa
20090215	A	4-3	Appalachian State	East Carolina
20090216	N	4-1	Virginia	Georgia
20090216	H	6-1	Oklahoma	Pacific (CA)
20090216	H	4-3	Harvard	Columbia
20090217	H	5-2	Xavier	Butler
20090217	H	4-3	San Diego State	San Diego
20090217	H	6-1	Furman	Charlotte
20090217	H	6-1	Furman	Washington & Lee
20090218	A	6-1	Eastern Washington	Gonzaga
20090218	A	4-3	Texas A&M	TCU
20090218	H	7-0	BYU	Idaho State
20090218	A	6-1	San Francisco	St. Mary's (CA)
20090219	H	4-3	Notre Dame	Northwestern
20090219	H	6-1	San Diego State	UC Irvine
20090219	H	7-0	New Mexico State	Montana State
20090219	H	0-7	Winthrop	Gardner-Webb
20090220	H	5-2	Temple	Drexel
20090220	H	6-1	Texas	Lamar
20090220	H	7-0	Texas	UTSA
20090220	A	5-2	Xavier	Saint Louis
20090220	A	7-0	Sacramento State	Eastern Washington
20090220	H	5-2	Michigan	Harvard
20090220	H	5-2	Minnesota	Wake Forest
20090220	H	5-2	UC Santa Barbara	Utah
20090220	H	6-1	UNC Wilmington	Gardner-Webb
20090220	H	7-0	UNC Wilmington	NCCU
20090220	H	6-1	Buffalo	Duquesne
20090220	H	7-0	Toledo	Wright State
20090220	H	6-1	Stanford	Pepperdine
20090220	H	7-0	USC	UC Irvine
20090220	H	7-0	Washington	Oregon
20090220	H	5-2	Arkansas	Oklahoma
20090220	H	7-0	Florida	South Florida
20090220	H	6-1	Mississippi State	Memphis
20090220	H	5-2	South Carolina	N.C. State
20090220	H	5-2	Coastal Carolina	The Citadel
20090220	H	7-0	New Mexico State	Idaho
20090220	H	4-3	BYU	Denver
20090220	H	7-0	BYU	Santa Clara
20090220	H	6-1	Pacific (CA)	Loyola Marymount
20090220	H	7-0	Portland	Portland State
20090220	A	6-0	East Carolina	Mount Olive
20090220	H	7-0	Appalachian State	Liberty
20090221	H	4-3	Central Florida	Louisiana
20090221	H	7-0	Virginia	Boston College
20090221	H	5-2	Virginia	Boise State
20090221	A	4-3	TCU	Tulsa
20090221	N	4-3	Texas Tech	San Diego
20090221	A	4-3	Sacramento State	Portland
20090221	H	7-0	Sacramento State	Portland State
20090221	A	5-2	Radford	Winthrop
20090221	A	5-2	Michigan State	Ball State
20090221	H	5-2	Northwestern	Western Michigan
20090221	H	7-0	Ohio State	Notre Dame
20090221	N	5-2	Rice	Furman
20090221	H	6-1	Dartmouth	Marist
20090221	H	4-3	Yale	Navy
20090221	N	6-1	Fresno State	Oregon
20090221	H	6-1	UNLV	UC Riverside
20090221	H	6-1	UNLV	Utah State
20090221	A	5-2	Stanford	California
20090221	A	4-3	Alabama	Indiana
20090221	N	4-0	Denver	Santa Clara
20090221	H	7-0	New Mexico State	UTRGV
20090221	H	5-2	San Francisco	UC Davis
20090221	A	4-3	St. Mary's (CA)	Loyola Marymount
20090221	H	5-2	East Carolina	Gardner-Webb
20090222	N	5-2	VCU	Middle Tennessee
20090222	H	7-0	Baylor	St. Edward's (TX)
20090222	H	4-3	Baylor	UCLA
20090222	H	5-2	Oklahoma State	TCU
20090222	H	5-2	Texas	Arkansas
20090222	N	4-3	Idaho	UTRGV
20090222	A	5-2	Weber State	Air Force
20090222	H	6-1	Minnesota	Binghamton
20090222	H	6-1	Minnesota	Drake
20090222	H	7-0	Northwestern	Harvard
20090222	H	7-0	Ohio State	LSU
20090222	H	4-3	Wisconsin	Wake Forest
20090222	H	6-1	UC Irvine	Utah
20090222	A	4-3	Drexel	Lehigh
20090222	H	6-1	William & Mary	James Madison
20090222	A	7-0	Brown	Georgetown
20090222	A	6-1	Penn	Navy
20090222	H	6-1	Yale	Army
20090222	A	6-1	Fairfield	Boston University
20090222	H	6-1	Buffalo	Colgate
20090222	A	6-1	Toledo	Butler
20090222	A	7-0	Toledo	IUPUI
20090222	A	5-2	Boise State	William & Mary
20090222	H	7-0	New Mexico	Montana State
20090222	N	5-2	Utah State	UC Riverside
20090222	H	4-3	Arizona	Texas Tech
20090222	H	5-2	Arizona	San Diego
20090222	H	5-2	Washington	Fresno State
20090222	H	4-2	Auburn	Georgia Tech
20090222	A	5-2	Florida	Miami (FL)
20090222	H	6-1	Mississippi State	Georgia State
20090222	H	4-3	The Citadel	Lees-McRae
20090223	N	6-1	Idaho	WNM
20090224	H	7-0	Stanford	St. Mary's (CA)
20090225	H	5-2	Iowa	Drake
20090225	H	6-1	Penn	St. Joseph's (PA)
20090225	H	7-0	Georgia	Georgia State
20090225	H	5-2	Wofford	Charlotte
20090225	A	5-2	Pepperdine	Michigan
20090225	H	5-2	San Diego	UC Irvine
20090225	A	7-0	Winthrop	Presbyterian
20090226	A	7-0	Ohio State	Purdue
20090226	H	7-0	UNLV	Northern Arizona
20090226	A	4-1	Auburn	South Florida
20090226	N	5-2	Ole Miss	TCU
20090226	A	6-1	Coastal Carolina	Longwood
20090227	H	7-0	Temple	Monmouth (NJ)
20090227	H	4-3	Notre Dame	Texas A&M
20090227	H	6-1	Virginia	Virginia Tech
20090227	H	4-3	Baylor	Ole Miss
20090227	N	6-1	Oklahoma	Northern Arizona
20090227	H	5-2	Xavier	St. Bonaventure
20090227	H	5-0	Illinois	Detroit Mercy
20090227	H	4-3	Illinois	Purdue
20090227	A	6-1	UC Irvine	UC Santa Barbara
20090227	H	4-3	UNC Wilmington	Campbell
20090227	H	4-3	William & Mary	Northwestern
20090227	H	5-1	UAB	Chattanooga
20090227	N	7-0	Cornell	Wofford
20090227	H	6-1	Fresno State	San Diego State
20090227	A	5-2	Oregon	Air Force
20090227	A	4-3	Stanford	USC
20090227	N	4-3	Utah	Idaho
20090227	N	4-2	Washington	Michigan
20090227	A	7-0	Georgia	Georgia Tech
20090227	H	4-3	Furman	Cornell
20090227	H	6-1	Furman	Dartmouth
20090227	N	7-0	Prairie View A&M	Alabama A&M
20090227	N	7-0	Prairie View A&M	Alabama A&M
20090227	N	7-1	Prairie View A&M	Jackson State
20090227	H	6-1	Portland	Montana
20090227	H	6-1	San Francisco	Gonzaga
20090227	H	6-1	St. Mary's (CA)	UC Davis
20090227	H	5-2	East Carolina	The Citadel
20090227	N	4-3	Arkansas Pine Bluff	Alcorn State
20090228	A	6-1	South Florida	Central Florida
20090228	H	6-1	NJIT	Morgan State
20090228	A	6-1	Oklahoma	UNLV
20090228	N	4-3	Oklahoma State	Vanderbilt
20090228	A	5-2	Texas	SMU
20090228	H	5-2	Texas Tech	TCU
20090228	A	3-4	Villanova	Army
20090228	N	7-0	Eastern Washington	Linfield
20090228	A	6-1	Montana	Portland State
20090228	H	6-1	Iowa	DePaul
20090228	H	5-2	Minnesota	ETSU
20090228	A	6-1	Minnesota	Western Michigan
20090228	H	6-1	Michigan State	Illinois State
20090228	H	7-0	Michigan State	IUPUI
20090228	H	5-2	Wisconsin	N.C. State
20090228	H	6-1	Cal Poly	UC Riverside
20090228	A	5-2	James Madison	Georgetown
20090228	H	7-0	Brown	Connecticut
20090228	A	5-0	Fairfield	Lafayette
20090228	H	5-2	Boise State	Idaho
20090228	N	5-2	San Diego State	Middle Tennessee
20090228	A	4-3	Arizona	Fresno State
20090228	A	4-3	Stanford	UCLA
20090228	H	7-0	USC	California
20090228	A	4-3	Utah	Boise State
20090228	H	4-0	LSU	Louisiana
20090228	H	4-0	LSU	New Orleans
20090228	H	6-1	South Carolina	Appalachian State
20090228	H	7-0	South Carolina	Gardner-Webb
20090228	H	5-2	Pacific (CA)	BYU
20090228	H	7-0	Portland	Eastern Washington
20090228	H	5-2	Santa Clara	UC Davis
20090228	H	7-0	St. Mary's (CA)	Gonzaga
20090228	H	6-1	East Carolina	Richmond
20090228	N	7-0	Arkansas Pine Bluff	Alabama A&M
20090301	H	5-0	VCU	Winthrop
20090301	H	6-1	SMU	UTRGV
20090301	A	6-1	Texas Tech	New Mexico State
20090301	N	4-3	Idaho	Weber State
20090301	A	6-1	Montana	Whitman
20090301	H	4-0	Illinois	Northern Illinois
20090301	H	4-0	Illinois	Saint Louis
20090301	H	6-1	Indiana	Butler
20090301	A	4-2	Northwestern	Old Dominion
20090301	H	7-0	Ohio State	Baylor
20090301	H	4-3	Wisconsin	Notre Dame
20090301	A	6-1	UC Irvine	Cal Poly
20090301	H	6-1	UC Santa Barbara	UC Riverside
20090301	N	5-2	Buffalo	Bucknell
20090301	N	4-3	Western Michigan	ETSU
20090301	H	4-1	Fresno State	Middle Tennessee
20090301	H	7-0	Nevada	Sonoma State
20090301	H	4-3	Army	Fairleigh Dickinson
20090301	H	5-2	Army	Monmouth (NJ)
20090301	A	2-7	Colgate	Rochester (NY)
20090301	H	7-0	Alabama	Jacksonville State
20090301	H	6-1	Alabama	Memphis
20090301	H	5-1	Georgia	Furman
20090301	H	4-3	Samford	Davidson
20090301	H	5-2	Denver	Oregon
20090301	N	7-0	Prairie View A&M	Mississippi Valley
20090301	H	7-0	Pepperdine	Washington
20090302	H	5-2	Columbia	College of Charleston
20090302	H	6-0	Stanford	BYU
20090303	H	5-2	Texas	Vanderbilt
20090303	A	5-4	Villanova	Point Loma (CA)
20090303	N	7-0	Xavier	Northern Colorado
20090303	N	7-0	Presbyterian	Grand Canyon
20090303	A	5-2	Rice	San Diego
20090303	H	6-1	UAB	Mercer
20090303	A	5-2	Florida	Florida State
20090303	H	7-0	Ole Miss	Memphis
20090304	H	5-2	Notre Dame	Michigan
20090304	H	6-1	Baylor	Oklahoma
20090304	H	7-0	Baylor	Mary Hardin-Baylor
20090304	H	4-3	TCU	SMU
20090304	H	7-0	Stanford	Santa Clara
20090305	A	5-2	Xavier	Air Force
20090305	A	7-0	Ohio State	Penn State
20090305	A	4-3	UNC Wilmington	Coastal Carolina
20090305	H	6-1	Wofford	UNC Asheville
20090305	H	6-1	Pepperdine	UNLV
20090306	H	4-3	Central Florida	Florida Atlantic
20090306	H	6-1	TCU	San Diego
20090306	N	4-0	Texas Tech	BYU
20090306	N	4-0	Texas Tech	South Alabama
20090306	H	4-3	Illinois	Northwestern
20090306	H	7-0	Cornell	Duquesne
20090306	A	6-1	NCCU	Johnson C. Smith
20090306	N	4-1	New Mexico	Western Michigan
20090306	H	6-1	Arizona	New Mexico State
20090306	H	5-2	Washington	Minnesota
20090306	A	6-1	Texas A&M	Boise State
20090306	A	4-3	Auburn	LSU
20090306	A	6-1	Alabama	Arkansas
20090306	H	4-3	Florida	Kentucky
20090306	H	4-3	Ole Miss	Georgia
20090306	H	5-2	South Carolina	Vanderbilt
20090306	A	5-2	Tennessee	Mississippi State
20090306	H	4-3	The Citadel	Longwood
20090306	A	6-1	Furman	Yale
20090306	H	4-3	UNC Greensboro	George Washington
20090306	A	5-2	Georgia Southern	Appalachian State
20090306	N	4-2	BYU	DePaul
20090306	N	6-1	Pepperdine	Fresno State
20090306	H	5-2	St. Mary's (CA)	Santa Clara
20090307	H	6-1	SMU	Oral Roberts
20090307	H	4-3	TCU	UTSA
20090307	A	4-0	Texas Tech	A&M-Corpus Christi
20090307	H	7-0	Eastern Washington	Montana State
20090307	H	7-0	Northern Arizona	Northern Colorado
20090307	H	4-3	Illinois	Wisconsin
20090307	H	4-3	Indiana	Northwestern
20090307	N	5-2	UC Irvine	New Mexico State
20090307	H	5-2	UNC Wilmington	Old Dominion
20090307	H	7-0	Brown	Fairleigh Dickinson
20090307	H	7-0	Cornell	St. Bonaventure
20090307	N	4-3	Western Michigan	DePaul
20090307	A	5-4	NCCU	Queens (NC)
20090307	A	5-2	Fresno State	UNLV
20090307	N	4-0	New Mexico	South Alabama
20090307	H	7-0	Utah	UC Riverside
20090307	H	5-2	Pacific (CA)	Nevada
20090307	H	6-1	East Carolina	Limestone
20090307	H	7-0	East Carolina	Wingate
20090307	H	7-0	Green Bay	St. Norbert
20090307	H	7-0	Winthrop	Liberty
20090308	H	4-3	SMU	UC Santa Barbara
20090308	H	5-2	Central Florida	Georgia State
20090308	H	6-1	Oklahoma	San Diego
20090308	A	4-3	Idaho	Eastern Washington
20090308	H	6-1	Sacramento State	St. Mary's (CA)
20090308	H	5-2	Weber State	UC Riverside
20090308	H	4-3	Indiana	Wisconsin
20090308	H	6-1	Dartmouth	Fairleigh Dickinson
20090308	H	6-1	Harvard	Marquette
20090308	A	7-0	Nevada	UC Davis
20090308	H	6-1	Arizona	UC Irvine
20090308	A	4-3	Texas A&M	Washington
20090308	A	4-1	Auburn	Arkansas
