date	winnerId	loserId	where	roundPos	team1	winner	team2	loser	score
20190830	485886	511289	N	  SF	Asbury	Allie Sutton        	Indiana East	Mackenzie Cook      	6-3, 6-1
20190830	512510	485888	N	  SF	Indiana Kokomo	Sophie Davidson     	Asbury	Julia Stapleton     	6-0, 6-2
20190830	485886	512512	N	  QF	Asbury	Allie Sutton        	Indiana Kokomo	Andrea Saylor       	6-4, 6-4
20190830	485888	509368	N	  QF	Asbury	Julia Stapleton     	Indiana Southeast	Emma Ellis          	6-3, 7-5
20190830	511289	459187	N	  QF	Indiana East	Mackenzie Cook      	Midway	Raquel Tyo          	6-4, 6-0
20190830	512510	486405	N	  QF	Indiana Kokomo	Sophie Davidson     	Indiana East	Megann Sasher       	6-1, 6-0
20190830	512512	509368	N	 C-F	Indiana Kokomo	Andrea Saylor       	Indiana Southeast	Emma Ellis          	4-6, 6-1, 1-0(4)
20190830	512512	459187	N	C-SF	Indiana Kokomo	Andrea Saylor       	Midway	Raquel Tyo          	6-2, 6-2
20190830	509368	486405	N	C-SF	Indiana Southeast	Emma Ellis          	Indiana East	Megann Sasher       	6-2, 6-4
20190830	511289	485888	N	    	Indiana East	Mackenzie Cook      	Asbury	Julia Stapleton     	4-6, 6-1, 1-0(6)
20190830	459187	486405	N	    	Midway	Raquel Tyo          	Indiana East	Megann Sasher       	7-6(8), 7-6(4)
20190830	486420	485885	N	   F	Indiana East	Thais Mendez        	Asbury	Alexandra Lerma     	7-5, 6-1
20190830	485885	464187	N	  SF	Asbury	Alexandra Lerma     	Indiana Southeast	Lauren Winchell     	7-5, 6-1
20190830	488946	512508	N	  QF	Brescia	Hannah-Joy Simms    	Indiana Kokomo	Gabbie Orlando      	6-7(5), 6-4, 1-0(4)
20190830	464187	458380	N	  QF	Indiana Southeast	Lauren Winchell     	Midway	Annette Tran        	6-3, 6-2
20190830	512508	458380	N	 C-F	Indiana Kokomo	Gabbie Orlando      	Midway	Annette Tran        	6-2, 6-4
20190830	508969	422860	N	   F	Asbury	Isabella Gutierrez  	Indiana Kokomo	Kelsey Kohlmorgen   	6-2, 6-0
20190830	508969	509367	N	  SF	Asbury	Isabella Gutierrez  	Indiana Southeast	Kate Heuchan        	6-0, 6-2
20190830	422860	502072	N	  SF	Indiana Kokomo	Kelsey Kohlmorgen   	Midway	Jessica Keith       	6-2, 6-1
20190830	508969	486403	N	  QF	Asbury	Isabella Gutierrez  	Indiana East	Ashlyn Hubbard      	6-0, 6-3
20190830	509367	502072	N	    	Indiana Southeast	Kate Heuchan        	Midway	Jessica Keith       	6-1, 6-1
20190830	508625	411472	A	   1	Anderson (IN)	Katrina Berban      	Taylor	Katelyn Gray        	6-3, 6-3
20190830	416754	436673	H	   2	Taylor	Julianna Hotmire    	Anderson (IN)	Allison Newman      	6-3, 6-3
20190830	512438	508626	H	   3	Taylor	Lauryn Riegsecker   	Anderson (IN)	Jasmine Blair       	7-5, 7-5
20190830	512435	433252	H	   4	Taylor	Kiersten Martin     	Anderson (IN)	Claire Miller       	6-1, 6-3
20190830	441714	399400	H	   5	Taylor	Molly Pile          	Anderson (IN)	Anna Creech         	6-4, 7-6(5)
20190830	508627	492933	A	   6	Anderson (IN)	Jordyn Roper        	Taylor	Lydia Browning      	6-4, 6-2
20190830	487651	512084	A	   1	UW La Crosse	Kimmy Steinert      	Lawrence	Margot Connor       	6-1, 6-0
20190830	385725	512085	A	   2	UW La Crosse	Maura Andersen      	Lawrence	Lauren Aturaliya    	6-1, 6-1
20190830	511600	512088	A	   3	UW La Crosse	Kellie Hierl        	Lawrence	Emma Koppa          	6-2, 6-2
20190830	394101	488431	A	   4	UW La Crosse	Shira Busch         	Lawrence	Morgan Fisher       	6-0, 6-0
20190830	487654	512089	A	   5	UW La Crosse	Lauren Witt         	Lawrence	Ameilia Watson      	6-2, 6-1
20190830	511606	488430	A	   6	UW La Crosse	Hannah Riegle       	Lawrence	Lily Enbysk         	6-0, 6-0
20190830	435898	512012	A	   1	Nazareth	Maeleh Nadeau       	Brockport	Caroline Stewart    	6-3, 6-2
20190830	490948	488347	A	   2	Nazareth	Lauren Carr         	Brockport	Heather Phillips    	6-3, 6-2
20190830	512017	458306	H	   3	Brockport	Sarah Mahar         	Nazareth	Marissa Towers      	5-7, 6-2
20190830	512018	490952	H	   4	Brockport	Andrea Banke        	Nazareth	Caroline Breitweiser	6-1, 6-4
20190830	388841	490951	H	   5	Brockport	Elizabeth Bean      	Nazareth	Caroline Keegan     	7-5, 6-3
20190830	434951	512044	H	   6	Brockport	Phoebe Morse        	Nazareth	Rachel Cook         	4-6, 6-4
20190830	502576	398469	A	   1	Westminster (PA)	Margo Mason         	Franciscan	Madelyn Conrad      	6-0, 6-3
20190830	487049	430412	H	   2	Franciscan	Ana haddad          	Westminster (PA)	Alexandra Marzouca  	1-6, 6-2
20190830	450697	413263	A	   3	Westminster (PA)	Julia Serbati       	Franciscan	Grace Hammel        	6-2, 6-0
20190830	487050	388453	H	   4	Franciscan	Zoey Stapleton      	Westminster (PA)	Casey Barton        	1-6, 7-5
20190830	511933	502578	H	   6	Franciscan	Caroline Picard     	Westminster (PA)	Sara Small          	6-2, 6-1
20190830	442748	419107	A	   1	Wartburg	Sydney Powers       	Monmouth (IL)	Emma Johanns        	6-2, 6-2
20190830	398932	402058	A	   2	Wartburg	Rebekah Corson      	Monmouth (IL)	McKenzie DeVilder   	6-4, 6-1
20190830	509836	486673	A	   3	Wartburg	Jamie Knox          	Monmouth (IL)	Rachel Leifheit     	6-1, 6-0
20190830	485630	511065	A	   4	Wartburg	Ambriel Jacobs      	Monmouth (IL)	Emily Laughlin      	6-3, 6-2
20190830	509838	511062	A	   5	Wartburg	Alyssa Guse         	Monmouth (IL)	Alison Bowman       	6-0, 6-3
20190830	511063	485632	H	   6	Monmouth (IL)	Isabel Hammond      	Wartburg	Amber Laube         	6-0, 6-1
20190830	439945	514301	A	   1	JWU Providence	Claire Parry        	Curry	Sophia Wiernus      	6-0, 7-5
20190830	511461	400161	A	   2	JWU Providence	Emily Hill          	Curry	Alison Daigle       	6-0, 6-2
20190830	460391	514302	A	   3	JWU Providence	Gabriela Velazquez  	Curry	Natalie Valvo       	6-2, 6-1
20190830	511465	514303	A	   4	JWU Providence	Sydney Constantinidi	Curry	Sara Johnson        	6-0, 6-0
20190830	511462	409914	A	   5	JWU Providence	Katie Mason         	Curry	Sami Gilbert        	6-0, 6-0
20190830	511464	432706	A	   6	JWU Providence	Madison Allan       	Curry	Kelsie Merrill      	6-0, 6-0
20190830	420241	513789	H	   1	Grand View	Dina Kajtazovic     	Buena Vista	Alexis McGinnis     	6-1, 6-1
20190830	513790	420243	A	   2	Buena Vista	Nicole Lange        	Grand View	Tina Kajtazovic     	6-2, 6-1
20190830	433355	513791	H	   3	Grand View	Meagan Miller       	Buena Vista	Destiny Einerwold   	6-0, 6-0
20190830	486330	513792	H	   4	Grand View	Molly Harvey        	Buena Vista	Emily Tapia         	6-4, 6-3
20190830	510909	513793	H	   5	Grand View	Katie Wichman       	Buena Vista	Deanna Schaffer     	6-0, 6-0
20190830	437104	425843	H	   1	UW Whitewater	Paige Nierman       	UW Oshkosh	Alyssa Leffler      	6-0, 6-3
20190830	486195	423073	H	   2	UW Whitewater	Olivia Kraft        	UW Oshkosh	Samantha Koppa      	6-4, 6-4
20190830	439370	487412	H	   3	UW Whitewater	Sabrina Palavra     	UW Oshkosh	Michelle Spicer     	6-1, 6-1
20190830	452510	512005	H	   4	UW Whitewater	Madeline Slicker    	UW Oshkosh	Lesley Kutnink      	6-3, 6-0
20190830	486193	487419	H	   5	UW Whitewater	Elsie Ha            	UW Oshkosh	Taylor Johnson      	6-0, 6-2
20190830	511840	487415	H	   6	UW Whitewater	Courtney Day        	UW Oshkosh	Evie Chitko         	6-0, 6-2
20190830	514274	460497	N	   1	St. Norbert	Julia Slusarek      	Edgewood	Sydney Verbauwhede  	6-1, 6-2
20190830	494056	488751	N	   2	Edgewood	Kai Heineman        	St. Norbert	Hannah Swajanen     	7-5, 6-1
20190830	395149	488753	N	   3	Edgewood	Alyssa Carew        	St. Norbert	Nicole Pfothenhauer 	6-0, 6-4
20190830	513061	488752	N	   4	Edgewood	Ally Verbauwhede    	St. Norbert	Hannah Keller       	1-6, 6-4, 1-0(4)
20190830	441567	514276	N	   5	Edgewood	Alicia Picard       	St. Norbert	Emma Merrill        	6-3, 6-3
20190830	513062	488755	N	   6	Edgewood	Kinsey Kessel       	St. Norbert	Morgan Moxon        	5-7, 6-1, 1-0(5)
20190830	465326	486964	A	   1	Colby-Sawyer	Yashu Yang          	Gordon (MA)	Anne Carsey         	6-2, 6-0
20190830	398395	486965	A	   2	Colby-Sawyer	Alexa Conlin        	Gordon (MA)	Jordyn Maddex       	6-7(1), 3-2
20190830	438532	488152	H	   3	Gordon (MA)	Emily Ontiveros     	Colby-Sawyer	Amira Eid           	6-3, 6-4
20190830	486968	505390	H	   4	Gordon (MA)	Madison West        	Colby-Sawyer	Juliet Henderson    	6-0, 6-0
20190830	486966	488151	H	   5	Gordon (MA)	Anna Mullane        	Colby-Sawyer	Margaret Fox        	6-1, 6-2
20190830	516969	423659	A	   1	MSOE	Daniela Svedova     	Carroll (WI)	Grace Krueger       	7-6, 6-2
20190830	512162	496080	H	   2	Carroll (WI)	Ashley Labelle      	MSOE	Hannah Marron       	6-0, 6-1
20190830	397675	512164	A	   3	MSOE	Katie Clements      	Carroll (WI)	Carolyn Merkatoris  	6-3, 6-0
20190830	512153	452763	H	   4	Carroll (WI)	Maya Gaedtke        	MSOE	Cierra Smith        	6-2, 6-2
20190830	512166	516968	H	   5	Carroll (WI)	Clare Veranth       	MSOE	Yuti Modi           	6-4, 6-4
20190830	512167	391071	H	   6	Carroll (WI)	Erin Vertz          	MSOE	Olivia Boden        	6-2, 6-1
20190830	425464	385043	H	   1	Carroll (WI)	Lora Leach          	Alverno	Michelle Alexander  	6-3, 6-0
20190830	488063	462974	H	   2	Carroll (WI)	Alliey Krusa        	Alverno	Jessie West         	6-1, 6-1
20190830	512157	515938	H	   3	Carroll (WI)	Brianna Japkowski   	Alverno	Kalei Hanna         	6-0, 6-1
20190830	512165	515940	H	   4	Carroll (WI)	Rachel Papp         	Alverno	Merub Irfan         	6-0, 6-0
20190830	417700	515939	H	   5	Carroll (WI)	Vanessa Ignatew     	Alverno	Sierra Hunstable    	6-1, 6-0
20190830	488069	515937	H	   6	Carroll (WI)	Jenna Boeck         	Alverno	Anna Nikolich       	6-0, 6-0
20190830	423659	486822	A	   1	Carroll (WI)	Grace Krueger       	Concordia (WI)	Ricki Budewitz      	7-6, 4-7, 6-2
20190830	512162	486821	A	   2	Carroll (WI)	Ashley Labelle      	Concordia (WI)	Elizabeth Johnson   	6-2, 6-1
20190830	512478	512164	H	   3	Concordia (WI)	Antonina Sanna      	Carroll (WI)	Carolyn Merkatoris  	6-3, 6-2
20190830	512153	512479	A	   4	Carroll (WI)	Maya Gaedtke        	Concordia (WI)	Julia Vitale        	7-6, 1-7, 6-4
20190830	453906	512150	H	   5	Concordia (WI)	Rebekah Spiegelhoff 	Carroll (WI)	Erika Bosman        	6-1, 6-4
20190830	486819	512156	H	   6	Concordia (WI)	Mia Andrae          	Carroll (WI)	Francesca Grimes    	6-4, 6-1
20190831	509757	457781	N	   F	Grinnell	Sabrina Tang        	Augustana (IL)	Annie Timm          	6-2, 6-0
20190831	457781	463539	N	  SF	Augustana (IL)	Annie Timm          	UW Eau Claire	Natalie Wijesinghe  	6-3, 3-6, 1-0(5)
20190831	509757	437104	N	  SF	Grinnell	Sabrina Tang        	UW Whitewater	Paige Nierman       	6-2, 6-1
20190831	457781	425843	N	  QF	Augustana (IL)	Annie Timm          	UW Oshkosh	Alyssa Leffler      	6-1, 6-1
20190831	509757	385725	N	  QF	Grinnell	Sabrina Tang        	UW La Crosse	Maura Andersen      	6-0, 6-1
20190831	463539	510048	N	  QF	UW Eau Claire	Natalie Wijesinghe  	Carthage	Giana Apostoli      	6-4, 6-2
20190831	437104	494701	N	  QF	UW Whitewater	Paige Nierman       	Illinois Wesleyan	Alessia Girardin    	6-2, 6-0
20190831	385725	425843	N	 C-F	UW La Crosse	Maura Andersen      	UW Oshkosh	Alyssa Leffler      	6-3, 6-4
20190831	385725	494701	N	C-SF	UW La Crosse	Maura Andersen      	Illinois Wesleyan	Alessia Girardin    	6-1, 6-1
20190831	425843	510048	N	C-SF	UW Oshkosh	Alyssa Leffler      	Carthage	Giana Apostoli      	6-1, 0-6, 1-0(7)
20190831	510048	494701	N	    	Carthage	Giana Apostoli      	Illinois Wesleyan	Alessia Girardin    	6-1, 6-0
20190831	463539	437104	N	    	UW Eau Claire	Natalie Wijesinghe  	UW Whitewater	Paige Nierman       	6-3, 6-2
20190831	486196	509758	N	   F	UW Whitewater	Jessica Minkov      	Grinnell	Sophia De Los Reyes 	6-4, 6-2
20190831	509758	398657	N	  SF	Grinnell	Sophia De Los Reyes 	UW Eau Claire	Emily Cooper        	6-3, 6-1
20190831	486196	512272	N	  SF	UW Whitewater	Jessica Minkov      	Augustana (IL)	Michaela Magee      	6-1, 6-4
20190831	512272	510055	N	  QF	Augustana (IL)	Michaela Magee      	Carthage	Jenn Ptak           	6-4, 6-1
20190831	509758	487652	N	  QF	Grinnell	Sophia De Los Reyes 	UW La Crosse	Kaitlyn Kalinka     	6-3, 6-2
20190831	398657	511382	N	  QF	UW Eau Claire	Emily Cooper        	Illinois Wesleyan	Caitlyn Smith       	6-0, 6-2
20190831	486196	487415	N	  QF	UW Whitewater	Jessica Minkov      	UW Oshkosh	Evie Chitko         	6-0, 6-1
20190831	510055	487652	N	 C-F	Carthage	Jenn Ptak           	UW La Crosse	Kaitlyn Kalinka     	6-4, 6-2
20190831	510055	487415	N	C-SF	Carthage	Jenn Ptak           	UW Oshkosh	Evie Chitko         	6-0, 6-0
20190831	487652	511382	N	C-SF	UW La Crosse	Kaitlyn Kalinka     	Illinois Wesleyan	Caitlyn Smith       	6-1, 6-0
20190831	512272	398657	N	    	Augustana (IL)	Michaela Magee      	UW Eau Claire	Emily Cooper        	6-3, 6-4
20190831	487415	511382	N	    	UW Oshkosh	Evie Chitko         	Illinois Wesleyan	Caitlyn Smith       	6-4, 6-2
20190831	452510	485970	N	   F	UW Whitewater	Madeline Slicker    	Grinnell	Emma Gaydos         	6-1, 3-6, 1-0(4)
20190831	485970	438858	N	  SF	Grinnell	Emma Gaydos         	Carthage	Faelan OShaughnessy 	6-1, 6-0
20190831	452510	511659	N	  SF	UW Whitewater	Madeline Slicker    	UW Eau Claire	Sydney Presler      	6-2, 6-1
20190831	438858	395186	N	  QF	Carthage	Faelan OShaughnessy 	UW Oshkosh	Angie Carini        	6-0, 6-3
20190831	485970	487654	N	  QF	Grinnell	Emma Gaydos         	UW La Crosse	Lauren Witt         	7-5, 6-1
20190831	511659	511383	N	  QF	UW Eau Claire	Sydney Presler      	Illinois Wesleyan	Andrea Zulawski     	6-4, 6-1
20190831	452510	512270	N	  QF	UW Whitewater	Madeline Slicker    	Augustana (IL)	Lauren Oda          	6-3, 3-6, 1-0(4)
20190831	512270	487654	N	 C-F	Augustana (IL)	Lauren Oda          	UW La Crosse	Lauren Witt         	6-1, 5-7, 1-0(8)
20190831	512270	511383	N	C-SF	Augustana (IL)	Lauren Oda          	Illinois Wesleyan	Andrea Zulawski     	6-1, 6-0
20190831	487654	395186	N	C-SF	UW La Crosse	Lauren Witt         	UW Oshkosh	Angie Carini        	6-0, 6-0
20190831	511659	438858	N	    	UW Eau Claire	Sydney Presler      	Carthage	Faelan OShaughnessy 	6-2, 6-1
20190831	395186	511383	N	    	UW Oshkosh	Angie Carini        	Illinois Wesleyan	Andrea Zulawski     	6-3, 7-6(7)
20190831	486870	407630	H	   1	North Central (IL)	Hannah Hougland     	Wartburg	Hannah Fox          	6-0, 6-1
20190831	486868	485629	H	   2	North Central (IL)	Alaina Kanthaphixay 	Wartburg	Madi Overmann       	6-2, 6-3
20190831	486869	437827	H	   3	North Central (IL)	Katherine Mcgraw    	Wartburg	Lauren OBrian       	7-5, 6-4
20190831	509837	510350	A	   4	Wartburg	Olivia Phillips     	North Central (IL)	Linsy Jante         	6-1, 6-0
20190831	416793	438227	H	   5	North Central (IL)	Morgan House        	Wartburg	Gabby Olejniczak    	6-3, 6-7(5), 1-0(12)
20190831	509836	510352	A	   6	Wartburg	Jamie Knox          	North Central (IL)	Yaitova Spiegel     	6-2, 6-3
20190831	486870	486822	H	   1	North Central (IL)	Hannah Hougland     	Concordia (WI)	Ricki Budewitz      	6-0, 6-2
20190831	486868	486821	H	   2	North Central (IL)	Alaina Kanthaphixay 	Concordia (WI)	Elizabeth Johnson   	6-0, 6-1
20190831	486869	512478	H	   3	North Central (IL)	Katherine Mcgraw    	Concordia (WI)	Antonina Sanna      	6-1, 7-6(4)
20190831	510350	512479	H	   4	North Central (IL)	Linsy Jante         	Concordia (WI)	Julia Vitale        	6-2, 6-1
20190831	416793	453906	H	   5	North Central (IL)	Morgan House        	Concordia (WI)	Rebekah Spiegelhoff 	6-2, 7-6(2)
20190831	510352	486819	H	   6	North Central (IL)	Yaitova Spiegel     	Concordia (WI)	Mia Andrae          	6-3, 6-1
20190831	409331	486900	A	   1	UMass Boston	Katie Gauthier      	Husson	Ashley Matlock      	6-0, 6-3
20190831	510574	486902	A	   2	UMass Boston	Evangelina Vassiliadis	Husson	Natalie Tilton      	6-0, 6-2
20190831	486901	505439	H	   3	Husson	Hannah Malinen      	UMass Boston	Meaghan Moriarty    	4-6, 6-2, 9-5
20190831	458933	486899	A	   4	UMass Boston	Valeria Tueme       	Husson	Julia OLeary        	6-3, 6-2
20190831	510573	486898	A	   5	UMass Boston	Shelby Parent       	Husson	Nicci Munroe        	6-0, 7-5
20190831	505435	389266	A	   6	UMass Boston	Chloe Gates         	Husson	Jocelyn Bell        	6-2, 6-4
20190831	402892	428158	H	   1	Huntington	Meg Dolde           	Marian (IN)	Maria Lueken        	6-4, 6-3
20190831	509816	511352	H	   2	Huntington	Charlotte Solli     	Marian (IN)	Betija Dusele       	5-7, 6-3, 7-5
20190831	452209	485919	H	   3	Huntington	Lanae Singleton     	Marian (IN)	Laura Kuebler       	7-5, 3-6, 7-5
