date	where	score	winner	loser
20150906	A	8-1	Merrimack	Colby-Sawyer
20150909	A	9-0	Georgetown	District of Columbia
20150909	H	9-0	Merrimack	Franklin Pierce
20150910	H	9-0	Air Force	UTPB
20150912	A	9-0	Merrimack	New Haven
20150913	N	7-2	Longwood	Mount St. Mary's (MD)
20150919	H	7-0	Temple	La Salle
20150919	H	7-0	Temple	Rider
20150923	H	9-0	Merrimack	St. Anselm
20150926	A	9-0	Merrimack	American International
20150927	N	6-0	Longwood	La Salle
20151003	A	9-0	Merrimack	St. Michael's
20151004	A	6-3	Merrimack	Bates
20151007	A	6-3	Merrimack	Assumption
20151008	A	4-3	Georgetown	Penn
20151008	H	8-1	Merrimack	Bentley
20151010	A	6-3	Merrimack	Roberts Wesleyan
20151011	A	7-2	Merrimack	Le Moyne
20151016	A	7-1	Tennessee State	Missouri Baptist
20151017	H	7-0	Wagner	St. Francis (NY)
20151017	A	6-3	Tennessee State	McKendree
20151021	H	5-1	Merrimack	Assumption
20151024	H	7-1	Rider	St. Francis (NY)
20151025	A	4-3	Longwood	Mount St. Mary's (MD)
20151106	H	7-0	Tennessee State	Christian Brothers
20160109	A	4-3	Baylor	Hawaii
20160109	H	7-0	Washington	Eastern Washington
20160109	H	7-0	Washington	Seattle
20160110	H	7-0	Georgia Tech	UAB
20160110	H	7-0	North Carolina	Appalachian State
20160110	H	6-1	North Carolina	Elon
20160110	A	5-2	Iowa State	Flagler
20160110	A	4-3	Eastern Washington	Seattle
20160110	H	6-1	Washington	Portland
20160114	H	4-3	Baylor	McNeese State
20160114	H	4-1	Baylor	UTRGV
20160114	H	4-3	Hawaii	Nevada
20160115	H	7-0	Penn State	St. Bonaventure
20160115	A	7-0	William & Mary	Navy
20160115	H	6-1	Middle Tennessee	Belmont
20160115	H	4-2	Howard	St. Francis (PA)
20160115	N	7-0	Washington	Nevada
20160115	H	7-0	Washington State	Idaho
20160115	H	7-0	Washington State	Montana State
20160116	H	4-0	Tulsa	Oral Roberts
20160116	H	4-0	Tulsa	Oral Roberts
20160116	H	4-0	Tulsa	Arkansas Pine Bluff
20160116	H	4-0	Tulsa	Arkansas Pine Bluff
20160116	A	5-2	Florida State	Old Dominion
20160116	H	6-1	Liberty	Wofford
20160116	H	7-0	Illinois	Eastern Illinois
20160116	H	7-0	Illinois	IUPUI
20160116	H	5-2	Michigan State	Eastern Michigan
20160116	H	7-0	Michigan State	Toledo
20160116	H	7-0	Ohio State	Bowling Green
20160116	H	6-1	Ohio State	Xavier
20160116	H	5-2	Purdue	Ball State
20160116	H	6-1	Purdue	Butler
20160116	H	7-0	Purdue	IUPUI
20160116	H	4-3	UC Irvine	Grand Canyon
20160116	A	6-1	College of Charleston	Appalachian State
20160116	H	5-2	Middle Tennessee	Kennesaw State
20160116	N	4-0	UTEP	Northern Iowa
20160116	A	6-1	Washington	Hawaii
20160116	H	6-1	Arkansas	Houston
20160116	H	7-0	Auburn	UAB
20160116	H	6-1	LSU	Nicholls State
20160116	H	7-0	LSU	Southern
20160116	H	7-0	Mississippi State	Alcorn State
20160116	H	5-0	Mississippi State	Alcorn State
20160116	A	5-2	Gonzaga	Utah State
20160117	H	6-1	Memphis	Chattanooga
20160117	A	4-3	Virginia	Boston College
20160117	N	5-2	Idaho	Montana State
20160117	H	7-0	Minnesota	Northern Illinois
20160117	H	7-0	Minnesota	North Dakota
20160117	H	5-2	Purdue	Eastern Michigan
20160117	A	4-3	William & Mary	Penn State
20160117	A	4-3	UTEP	Iowa State
20160117	A	5-2	Bowling Green	Detroit Mercy
20160117	H	6-1	Colorado	Air Force
20160117	H	6-1	Utah	Gonzaga
20160117	H	7-0	South Carolina	Furman
20160117	H	6-1	South Carolina	South Alabama
20160117	N	4-3	Western Carolina	Radford
20160117	A	7-0	Grand Canyon	UC Riverside
20160118	A	6-1	Florida State	Tulane
20160118	H	7-0	Wake Forest	College of Charleston
20160118	H	5-2	Wake Forest	Winthrop
20160118	H	7-0	Kansas	Drake
