date	where	score	winner	loser
20190831	A	5-2	Cowley County (KS)	Southwestern (KS)
20190905	H	7-0	William Jewell	Concordia (NE)
20190907	H	4-0	Morgan State	Harford (MD)
20190907	A	6-1	Millersville	Daemen
20190907	N	8-1	Anderson (IN)	Fontbonne
20190907	A	9-0	Susquehanna	Penn College
20190907	N	0-0	Calvin	Wooster
20190908	H	7-0	Bucknell	Dickinson
20190908	A	7-0	Millersville	Roberts Wesleyan
20190908	A	8-1	Illinois Wesleyan	Dubuque
20190908	N	6-3	Illinois Wesleyan	Loras
20190909	A	6-1	SNHU	Post
20190910	A	0-0	Colby-Sawyer	SNHU
20190910	A	0-0	Piedmont	Brevard
20190911	A	8-0	Susquehanna	Lycoming
20190912	A	5-2	Maryville (MO)	McKendree
20190912	A	7-0	UTPB	CSU-Pueblo
20190912	N	5-2	Colorado Mesa	Dallas Baptist
20190913	A	9-0	Walsh	Grove City
20190913	A	6-1	Dallas Baptist	CSU-Pueblo
20190913	N	5-2	Colorado Mesa	UTPB
20190913	N	4-0	Metropolitan State	Dallas Baptist
20190913	N	5-0	Metropolitan State	UTPB
20190913	A	9-0	Gordon (MA)	Regis (MA)
20190914	A	6-1	William Jewell	Baker
20190914	N	7-2	Dallas Baptist	Colorado College
20190914	N	5-1	UTPB	Colorado College
20190914	N	5-2	Newman	Colorado Mesa
20190914	N	4-0	Metropolitan State	Newman
20190914	H	7-0	Millersville	Frostburg State
20190914	A	5-4	York (PA)	Lebanon Valley
20190914	A	7-2	Elizabethtown	Lycoming
20190914	A	5-3	Cornell College	Simpson (IA)
20190914	N	4-3	Oberlin	Findlay
20190914	A	5-2	Wittenberg	Indiana East
20190914	A	0-0	USC Sumter	Newberry
20190915	A	7-0	Newman	CSU-Pueblo
20190915	N	5-2	Young Harris (GA)	Lees-McRae
20190915	A	6-1	Young Harris (GA)	Mars Hill
20190915	H	8-1	Stevenson	Catholic
20190915	A	4-3	Wooster	Walsh
20190917	H	7-0	Stonehill	Emerson
20190917	H	5-2	Millersville	Jefferson
20190917	A	9-0	West Chester	Arcadia
20190917	H	7-2	Ozarks	Hendrix
20190918	H	4-3	Davenport	Aquinas (MI)
20190918	H	4-3	Young Harris (GA)	Emmanuel (GA)
20190918	H	6-1	Tusculum	King (TN)
20190918	H	8-1	Lebanon Valley	Scranton
20190918	A	6-1	Oneonta	Manhattanville
20190919	H	7-2	Houghton	Oswego
20190919	H	9-0	Springfield	Regis (MA)
20190920	A	7-0	McKendree	Kentucky Wesleyan
20190920	A	5-2	Southern Virginia	Shaw
20190920	H	9-0	Union (NY)	Bard
20190920	A	5-4	Emerson	Gordon (MA)
20190921	H	5-2	Niagara	Rider
20190921	A	7-2	Southern Virginia	Pfeiffer
20190921	A	5-4	York (PA)	Messiah
20190921	N	7-2	Muhlenberg	Juniata
20190921	A	0-0	Colby-Sawyer	Amherst
20190921	H	9-0	Anderson (IN)	Franklin (IN)
20190921	A	7-2	Juniata	King's (PA)
20190921	N	9-0	Hobart & William Smith	Colby-Sawyer
20190921	A	9-0	Vassar	Bard
20190921	H	8-1	Lebanon Valley	Susquehanna
20190921	A	9-0	Penn College	Marywood
20190921	H	8-1	Amherst	Hobart & William Smith
20190921	H	6-3	Ramapo	Scranton
20190922	H	6-1	District of Columbia	Frostburg State
20190922	A	5-0	Muhlenberg	DeSales
20190922	N	7-1	Muhlenberg	Moravian
20190922	H	6-3	Colby-Sawyer	Springfield
20190922	H	6-3	Drew	Arcadia
20190922	H	9-0	UMass Boston	Salve Regina
20190922	N	0-0	Arcadia	Misericordia
20190922	H	5-4	Penn State - Harrisburg	Elizabethtown
20190922	A	7-2	Clark (MA)	JWU Providence
20190922	A	0-0	Muskingum	Miami Hamilton
20190923	H	7-0	Chestnut Hill	Kutztown
20190923	A	7-2	Bentley	Eastern Nazarene
20190923	A	7-2	Ursinus	Penn State - Abington
20190923	N	0-0	Iowa Central	Buena Vista
20190924	H	6-3	Buena Vista	Northwestern (IA)
20190924	H	9-0	Susquehanna	Alvernia
20190924	H	9-0	Lycoming	Misericordia
20190924	A	5-4	Allegheny	Mount Union
20190924	H	7-2	Ramapo	Yeshiva
20190924	A	8-1	Grove City	Franciscan
20190925	H	4-2	Rider	Lafayette
20190925	A	7-2	Stonehill	Endicott
20190925	A	0-0	Gordon (MA)	Springfield
20190925	A	8-1	Lycoming	Marywood
20190925	H	8-1	Clark (MA)	Roger Williams
20190925	H	9-0	Washington & Lee	Emory & Henry
20190925	H	8-1	Rochester (NY)	Roberts Wesleyan
20190926	A	5-1	Penn State - Harrisburg	Alvernia
20190927	A	6-1	Sciences (Philadelphia)	West Chester
20190927	H	9-0	Mount Union	Franciscan
20190928	N	6-1	Colorado Mesa	Colorado College
20190928	A	0-0	Gettysburg	York (PA)
20190928	N	6-3	Juniata	Franciscan
20190928	H	6-3	Susquehanna	Penn State - Harrisburg
20190928	H	7-2	Arcadia	Moravian
20190928	H	5-1	Allegheny	Grove City
20190928	H	5-4	Allegheny	Ohio Northern
20190928	A	9-0	Penn State - Abington	Gwynedd-Mercy
20190928	H	8-1	Lewis & Clark (OR)	Willamette
20190928	A	0-0	Muskingum	Cornerstone
20190929	A	7-0	Niagara	Daemen
20190929	H	7-0	Chestnut Hill	Bloomsburg
20190929	A	7-0	McKendree	Oakland City
20190929	A	6-1	SNHU	Post
20190929	H	6-1	Franklin (IN)	Manchester
20190929	A	7-0	Otterbein	Franciscan
20190930	H	7-2	Allegheny	Houghton
20191001	A	6-1	Principia	Lindenwood-Belleville
20191002	H	6-1	Loyola (MD)	Dickinson
20191002	H	5-2	District of Columbia	Sciences (Philadelphia)
20191002	A	7-0	Davis & Elkins	Shepherd
20191002	N	6-1	Anderson (SC)	Emmanuel (GA)
20191002	A	0-0	Eastern (PA)	Lebanon Valley
20191002	A	0-0	Farmingdale State	Ramapo
20191004	A	4-3	Emmanuel (GA)	Newberry
20191004	A	5-2	District of Columbia	Shepherd
20191004	H	6-1	Rockhurst	Ottawa
20191004	A	9-0	Penn State - Harrisburg	Misericordia
20191004	N	6-3	Babson	Connecticut College
20191005	H	7-0	Fairfield	Rider
20191005	H	0-0	Quinnipiac	Holy Cross (MA)
20191005	H	7-0	Merrimack	Daemen
20191005	H	4-2	Davenport	Judson (IL)
20191005	A	4-3	Newberry	Southern Wesleyan
20191005	A	0-0	Curry	Springfield
20191005	H	9-0	Swarthmore	Messiah
20191005	H	9-0	Susquehanna	Misericordia
20191005	H	9-0	Ramapo	Bard
20191005	A	0-0	Muskingum	Shawnee State
20191006	A	5-2	Siena	Sacred Heart
20191006	H	7-0	SNHU	Daemen
20191006	H	5-3	York (PA)	Catholic
20191006	A	0-0	Nichols	Coast Guard
20191006	A	5-4	Emerson	JWU Providence
20191006	H	6-3	Springfield	Endicott
20191006	A	0-0	Fontbonne	Westminster (MO)
20191007	A	6-3	Grove City	Penn State Behrend
20191008	A	9-0	FDU Florham	Farmingdale State
20191009	H	5-2	Lees-McRae	Mars Hill
20191009	A	4-3	Young Harris (GA)	King (TN)
20191010	A	5-2	Jefferson	Sciences (Philadelphia)
20191010	A	7-2	Anderson (SC)	USC Sumter
20191010	A	7-2	Anderson (SC)	USC Sumter
20191011	H	6-1	Hofstra	St. Francis (NY)
20191011	H	7-0	Purdue Northwest	St. Francis (IL)
20191011	H	7-0	Stonehill	District of Columbia
20191011	H	7-0	Bloomsburg	Mount St. Mary's (MD)
20191011	H	7-0	West Chester	Penn State - Berks
20191011	A	0-0	York (PA)	Randolph
20191011	A	9-0	FDU Florham	St. Elizabeth
20191011	H	6-3	Lycoming	Penn College
20191012	A	4-3	Fairfield	Hofstra
20191012	H	7-0	Siena	Rider
20191012	H	4-3	Bentley	District of Columbia
20191012	H	9-0	Southern Virginia	Randolph
20191012	H	9-0	Southern Virginia	York (PA)
20191013	A	7-0	Marist	Rider
20191013	A	4-3	Sacred Heart	Connecticut
20191013	H	4-3	Illinois Springfield	Purdue Northwest
20191013	H	6-1	Charleston	John Carroll
20191013	H	4-3	SNHU	Merrimack
20191013	H	8-1	JWU Providence	Salve Regina
20191013	H	4-1	Connecticut	Holy Cross (MA)
20191014	H	6-1	Fairfield	Sacred Heart
20191014	H	6-3	Ramapo	Baruch
20191015	A	6-1	Jefferson	West Chester
20191015	A	5-1	Anderson (SC)	North Greenville
20191016	H	0-0	Post	Franklin Pierce
20191016	H	5-2	North Georgia	Emmanuel (GA)
20191018	H	5-2	Emmanuel (GA)	Lincoln Memorial
20191018	H	4-0	Illinois Springfield	Lindenwood-Belleville
20191018	H	4-1	Illinois Springfield	Olivet Nazarene
20191018	H	4-3	Kutztown	Davis & Elkins
20191018	H	4-3	Mars Hill	Milligan
20191019	H	4-3	Bloomsburg	Davis & Elkins
20191019	H	7-0	Lenoir-Rhyne	Lees-McRae
20191019	A	0-0	Drew	King's (PA)
20191020	H	7-0	Christian Brothers	Freed-Hardeman
20191020	H	7-0	Anderson (SC)	SCAD - Atlanta
20191020	H	9-0	King's (PA)	Penn College
20191023	A	4-3	King (TN)	Mars Hill
20191025	A	7-2	Emmanuel (GA)	Oxford (GA)
20191026	H	7-0	King (TN)	Virginia Wise
20191027	N	7-0	Lees-McRae	Virginia Wise
20191102	H	7-0	North Greenville	SMC
20191102	A	4-3	Christian Brothers	Cumberland (TN)
20191102	A	0-0	Christian Brothers	Martin Methodist
20191102	A	5-2	Newberry	North Greenville
20191104	A	8-1	Yeshiva	Albertus Magnus
20200107	A	6-1	Louisiana	West Florida
20200108	A	4-1	Duke	Hawaii
20200109	A	4-0	Louisiana	Florida A&M
20200110	H	7-0	Florida State	Florida Atlantic
20200110	A	4-0	Florida Atlantic	Florida A&M
20200110	H	4-0	Stanford	UC Davis
20200110	H	6-1	Auburn	North Alabama
20200110	H	4-0	Auburn	North Alabama
20200110	H	7-0	South Carolina	The Citadel
20200110	H	7-0	South Carolina	The Citadel
20200110	N	7-0	Tennessee	Abilene Christian
20200110	A	4-0	Louisiana	Florida A&M
20200111	H	4-0	Florida State	Florida A&M
20200111	H	5-2	Florida State	Louisiana
20200111	H	7-0	N.C. State	Elon
20200111	H	7-0	N.C. State	USC Upstate
20200111	A	7-0	South Florida	Florida Gulf Coast
20200111	H	7-0	Oklahoma	Abilene Christian
20200111	N	4-1	Butler	Illinois - Chicago
20200111	H	4-3	Michigan State	Toledo
20200111	H	5-2	Charlotte	Presbyterian
20200111	H	4-3	Utah State	Grand Canyon
20200111	H	7-0	Oregon	Eastern Washington
20200111	H	7-0	Oregon	Portland State
20200111	H	7-0	Washington	Seattle
20200111	H	7-0	Washington	Seattle
20200111	H	7-0	Florida	Florida Atlantic
20200111	H	6-1	Florida	Furman
20200111	H	6-0	Mississippi State	Samford
20200111	H	4-2	Mississippi State	Tennessee Tech
20200111	N	6-1	Mercer	Oral Roberts
20200112	H	7-0	Georgia Tech	Georgia Southern
20200112	H	4-0	Georgia Tech	Georgia Southern
20200112	H	7-0	Louisville	Bellarmine
20200112	H	7-0	Louisville	Dayton
20200112	H	6-1	Tulsa	Mercer
20200112	H	4-0	Tulsa	Mercer
20200112	A	7-0	Oklahoma State	San Diego State
20200112	H	5-2	Weber State	Grand Canyon
20200112	H	7-0	Indiana	Ball State
20200112	H	5-2	Western Michigan	Butler
20200112	H	6-1	Western Michigan	Illinois - Chicago
20200112	H	7-0	LSU	Alcorn State
20200112	H	4-0	LSU	Alcorn State
20200112	H	5-2	Mississippi State	Tennessee Tech
20200112	H	7-0	Mississippi State	UAB
20200112	A	6-1	South Carolina	Charlotte
20200112	A	4-3	Tennessee	Oklahoma
20200113	A	4-1	Arizona	Hawaii
20200113	A	6-1	Arizona	Hawaii
20200113	H	4-3	Samford	Presbyterian
20200115	A	4-3	N.C. State	Michigan
20200115	H	7-0	Virginia	Furman
20200115	H	7-0	Virginia	Washington & Lee
20200115	A	5-2	Texas	Florida
20200115	H	6-1	Northwestern	Illinois State
20200115	H	5-0	Ohio State	Dayton
20200115	H	7-0	Ohio State	Northern Kentucky
20200115	H	7-0	UCLA	BYU
20200115	H	4-0	Ole Miss	North Alabama
20200115	H	4-0	Ole Miss	North Alabama
20200115	N	4-3	Lees-McRae	Milligan
20200116	H	7-0	SMU	Prairie View A&M
20200116	H	7-0	SMU	Prairie View A&M
20200116	A	4-3	Texas Tech	Iowa
20200116	H	4-0	Arizona State	Grand Canyon
20200116	H	7-0	Utah	Idaho
20200116	H	5-2	Utah	Weber State
20200116	H	7-0	Kentucky	Cleveland State
20200116	H	6-1	Kentucky	Toledo
20200116	H	6-1	Hawaii Pacific	Trinity (TX)
20200116	N	8-1	CMS	Pacific (OR)
20200117	A	5-2	St. Bonaventure	Loyola (MD)
20200117	A	4-3	Boston College	Charlotte
20200117	H	5-2	Florida State	South Alabama
20200117	H	7-0	Miami (FL)	College of Charleston
20200117	A	4-1	N.C. State	Northwestern
20200117	H	6-1	Central Florida	Mercer
20200117	H	6-1	Lipscomb	Appalachian State
20200117	H	7-0	Oklahoma State	Bryant
20200117	H	7-0	Oklahoma State	Lamar
20200117	H	4-3	Indiana	Memphis
20200117	A	7-0	Michigan	Washington
20200117	A	5-2	UC Davis	Pacific (CA)
20200117	A	7-0	UC Riverside	OUAZ
20200117	H	4-3	Florida Atlantic	ETSU
20200117	H	6-1	Middle Tennessee	Michigan State
20200117	H	7-0	Air Force	CSU-Pueblo
20200117	H	5-2	Air Force	Metropolitan State
20200117	A	0-0	Nevada	Point Loma (CA)
20200117	N	5-2	Bryant	Lamar
20200117	H	4-3	Drake	Western Michigan
20200117	A	4-3	Georgia Southern	Florida Gulf Coast
20200117	A	6-1	Troy	Auburn Montgomery
20200117	H	7-0	Hawaii Pacific	Pacific (OR)
20200117	N	7-2	Trinity (TX)	Caltech
20200117	A	4-2	CMS	Hawaii Pacific
20200117	N	7-0	Northern Colorado	Prairie View A&M
20200118	H	5-2	Clemson	Furman
20200118	H	4-1	Clemson	Wofford
20200118	H	6-1	Duke	NC A&T
20200118	H	6-1	Duke	UNC Wilmington
20200118	H	4-0	Louisville	Austin Peay
20200118	H	4-3	Louisville	Virginia
20200118	H	7-0	North Carolina	NCCU
20200118	H	7-0	Wake Forest	Coastal Carolina
20200118	H	7-0	Wake Forest	Tennessee Tech
20200118	H	5-2	SMU	Northern Colorado
20200118	N	6-1	South Florida	ETSU
20200118	H	6-1	Florida Gulf Coast	Florida A&M
20200118	H	7-0	Baylor	Boise State
20200118	H	6-1	Baylor	Texas Arlington
20200118	A	5-2	TCU	Arizona State
20200118	A	6-1	Texas	SMU
20200118	H	7-0	DePaul	Illinois - Chicago
20200118	H	7-0	St. John's (NY)	Sacred Heart
20200118	A	5-2	Idaho	Utah State
20200118	H	6-1	Wisconsin	Chicago State
20200118	H	6-1	Wisconsin	Illinois State
20200118	A	7-0	UC Riverside	Arizona Christian
20200118	A	4-3	UC Riverside	Grand Canyon
20200118	H	7-0	James Madison	Southern Virginia
20200118	H	7-0	Old Dominion	Georgetown
20200118	H	7-0	Old Dominion	Hampton
20200118	H	5-2	Cleveland State	Toledo
20200118	H	6-1	Dartmouth	Navy
20200118	A	7-0	Harvard	Army
20200118	N	7-0	Harvard	Purdue
20200118	A	6-1	Ball State	Xavier
20200118	A	4-3	Northern Illinois	Drake
20200118	A	4-3	Nevada	Azusa Pacific
20200118	H	6-1	San Diego State	UCSD
20200118	A	4-1	Eastern Illinois	Jackson State
20200118	H	4-0	Oregon	UC Santa Barbara
20200118	H	5-2	Navy	St. Bonaventure
20200118	H	6-1	Alabama	Chattanooga
20200118	H	6-1	Alabama	UAB
20200118	H	7-0	Tennessee	New Mexico
20200118	H	5-2	Vanderbilt	Belmont
20200118	H	5-2	Vanderbilt	Nebraska
20200118	H	7-0	Abilene Christian	UTRGV
20200118	A	4-3	Denver	Wichita State
20200118	N	7-0	Illinois State	Chicago State
20200118	H	4-0	Louisiana	Alcorn State
20200118	A	4-3	BYU	George Washington
20200118	A	5-2	Gonzaga	Drake
20200118	H	4-3	Loyola Marymount	San Francisco
20200118	H	5-0	Pepperdine	Santa Clara
20200118	H	4-3	San Diego	Fresno State
20200118	N	8-1	CMS	Trinity (TX)
20200118	N	7-2	Caltech	Pacific (OR)
20200118	A	4-0	Appalachian State	Tennessee State
20200118	H	5-2	Iowa	Creighton
20200118	H	4-3	Iowa	Western Michigan
20200118	N	4-3	Minnesota	Marquette
20200118	N	4-3	Southern Utah	Metropolitan State
20200119	H	4-3	Davidson	Winthrop
20200119	A	6-1	Fordham	Bucknell
20200119	A	4-3	Richmond	Delaware
20200119	N	4-0	VCU	New Orleans
20200119	H	5-2	Florida State	Mississippi State
20200119	H	5-0	Miami (FL)	Georgia Southern
20200119	H	7-0	Miami (FL)	Liberty
20200119	H	7-0	North Carolina	Wofford
20200119	H	7-0	Virginia Tech	George Mason
20200119	H	6-1	Tulsa	Bryant
20200119	H	6-1	Tulsa	Bryant
20200119	A	7-0	South Florida	Florida Atlantic
20200119	H	6-1	Wichita State	Omaha
20200119	N	7-0	Georgetown	Hampton
20200119	A	5-2	Michigan	Oregon
20200119	H	4-0	Northwestern	IUPUI
20200119	H	4-2	Northwestern	Memphis
20200119	H	7-0	Ohio State	Wright State
20200119	H	7-0	Ohio State	Xavier
20200119	A	4-3	Purdue	Army
20200119	H	7-0	Brown	Binghamton
20200119	H	5-2	Brown	Quinnipiac
20200119	N	4-3	Western Michigan	Gonzaga
20200119	H	4-1	Morgan State	St. Francis (PA)
20200119	H	4-3	Air Force	Southern Utah
20200119	A	5-2	Nevada	UCSD
20200119	H	6-1	Arizona	Northern Arizona
20200119	H	7-0	Arizona	UC Riverside
20200119	H	7-0	Florida	Stetson
20200119	H	6-1	Florida	Central Florida
20200119	H	4-0	LSU	Incarnate Word
20200119	H	4-1	LSU	VCU
20200119	H	7-0	Ole Miss	Belmont
20200119	H	7-0	Ole Miss	Jackson State
20200119	A	5-2	Kentucky	Notre Dame
20200119	H	6-1	Chattanooga	Appalachian State
20200119	H	6-1	Chattanooga	Union (KY)
20200119	H	5-2	Loyola Marymount	Santa Clara
20200119	H	7-0	Pepperdine	Sacramento State
