date	where	score	winner	loser
20100130	H	6-1	Arizona	Northern Arizona
20100130	H	6-1	California	Sacramento State
20100130	N	4-3	Colorado	Utah
20100130	H	4-1	UCLA	Tulsa
20100130	N	4-0	USC	Auburn
20100130	N	4-3	Washington	South Carolina
20100130	N	4-2	Ole Miss	Illinois
20100130	H	4-3	Tennessee	Vanderbilt
20100130	H	4-2	Georgia	William & Mary
20100130	H	7-0	Samford	Charlotte
20100130	H	4-2	Sam Houston	UTRGV
20100130	A	4-3	Gonzaga	Utah State
20100130	N	4-3	Pepperdine	UNLV
20100130	A	6-1	St. Mary's (CA)	Pacific (CA)
20100130	A	4-1	San Diego	LSU
20100131	H	7-0	Boston College	Rhode Island
20100131	H	4-3	Clemson	Ole Miss
20100131	H	6-1	Duke	VCU
20100131	N	6-1	Florida State	Ohio State
20100131	H	4-2	Georgia Tech	Kentucky
20100131	H	7-0	Miami (FL)	Mississippi State
20100131	H	7-0	Syracuse	Rutgers
20100131	A	5-2	North Carolina	Notre Dame
20100131	A	5-2	Virginia	Fresno State
20100131	A	4-0	Baylor	Brown
20100131	A	6-1	Kansas State	Drake
20100131	N	5-2	DePaul	Boise State
20100131	N	4-2	Illinois	Texas A&M
20100131	H	4-0	Northwestern	Princeton
20100131	A	6-1	Long Beach State	George Washington
20100131	N	5-2	College of Charleston	Boston University
20100131	H	6-1	Rice	Sam Houston
20100131	H	7-0	Rice	Texas State
20100131	H	7-0	North Texas	UTSA
20100131	A	6-1	Illinois - Chicago	Chicago
20100131	H	6-1	Illinois - Chicago	Northern Illinois
20100131	H	7-0	Dartmouth	Army
20100131	H	6-1	Dartmouth	Army
20100131	N	4-1	Harvard	Nevada
20100131	N	6-1	Yale	Wake Forest
20100131	A	7-0	Bowling Green	Youngstown State
20100131	N	4-2	Arizona State	Alabama
20100131	H	4-0	Florida	Florida International
20100131	A	6-1	Gonzaga	Weber State
20100131	H	4-3	San Francisco	Santa Clara
20100131	H	7-0	Northern Colorado	Portland State
20100201	H	4-1	SMU	BYU
20100202	H	7-0	California	St. Mary's (CA)
20100202	H	7-0	Stanford	UC Davis
20100203	H	7-0	Oklahoma	North Texas
20100203	A	7-0	Idaho	Lewis-Clark (ID)
20100203	A	4-3	Weber State	Idaho State
20100203	H	7-0	Ohio State	Kentucky
20100203	H	7-0	UCLA	UC Irvine
20100204	A	7-0	Clemson	Furman
20100204	H	7-0	Rutgers	Fairleigh Dickinson
20100204	H	7-0	Elon	Lees-McRae
20100204	H	6-1	Brown	Boston College
20100204	H	7-0	Arizona	New Mexico State
20100204	H	6-1	USC	Pepperdine
20100204	H	6-1	BYU	Wichita State
20100204	A	5-2	St. Mary's (CA)	Fresno State
20100205	H	5-2	Boston College	Memphis
20100205	A	4-3	Florida State	Illinois
20100205	A	6-1	Iowa State	Drake
20100205	A	5-2	DePaul	N.C. State
20100205	H	7-0	Marquette	Northern Illinois
20100205	A	4-3	Idaho	Eastern Washington
20100205	A	6-1	Idaho	Gonzaga
20100205	A	4-3	Sacramento State	Oregon
20100205	A	5-2	Ohio State	William & Mary
20100205	H	5-2	Purdue	Penn State
20100205	H	6-1	UC Davis	San Francisco
20100205	H	7-0	Marshall	West Virginia
20100205	H	5-2	Columbia	Stony Brook
20100205	H	7-0	Yale	UMass
20100205	H	3-4	Eastern Michigan	Syracuse
20100205	H	1-6	Air Force	Montana
20100205	A	6-1	Stanford	TCU
20100205	H	4-3	Utah	Wichita State
20100205	H	7-0	Washington	Portland
20100205	H	9-0	Seattle	Pacific Lutheran
20100205	N	5-2	San Diego	New Mexico State
20100206	H	7-0	UMass	Siena
20100206	H	6-0	SMU	Oral Roberts
20100206	A	4-3	SMU	Tulsa
20100206	A	4-3	Clemson	Georgia
20100206	H	7-0	Duke	Indiana
20100206	H	7-0	Georgia Tech	Kentucky
20100206	H	7-0	North Carolina	Elon
20100206	H	6-1	North Carolina	Wisconsin
20100206	H	5-2	Virginia Tech	ETSU
20100206	A	4-3	Baylor	Miami (FL)
20100206	N	7-0	Iowa State	Illinois - Chicago
20100206	H	4-3	Oklahoma	Alabama
20100206	N	7-0	Oklahoma State	Central Oklahoma
20100206	A	6-1	DePaul	Wake Forest
20100206	N	5-2	Montana	UTSA
20100206	N	5-2	Sacramento State	Nevada
20100206	H	7-0	Michigan	Syracuse
20100206	H	7-0	Elon	WSSU
20100206	H	5-2	North Texas	Texas Tech
20100206	H	4-3	UTEP	Illinois State
20100206	H	4-3	UTEP	Sam Houston
20100206	H	6-1	Western Kentucky	Union (KY)
20100206	H	5-0	Brown	Providence
20100206	H	7-0	Brown	Rhode Island
20100206	H	6-1	Columbia	Fairleigh Dickinson
20100206	H	4-3	Dartmouth	Boston University
20100206	H	6-1	Harvard	Boston College
20100206	H	5-2	Buffalo	Cornell
20100206	N	6-1	Miami (OH)	West Virginia
20100206	H	7-0	Western Michigan	Valparaiso
20100206	H	6-1	Air Force	Montana State
20100206	H	7-0	Air Force	UMKC
20100206	H	5-2	San Diego State	Portland
20100206	N	6-1	Wyoming	Creighton
20100206	H	6-1	Arizona	San Diego
20100206	A	4-3	Colorado	BYU
20100206	A	5-2	Stanford	Texas
20100206	H	4-3	Army	Sacred Heart
20100206	H	7-0	Arkansas	Louisiana
20100206	H	7-0	Auburn	Alabama A&M
20100206	H	7-0	Ole Miss	Murray State
20100206	H	4-3	Furman	Georgia State
20100206	H	6-1	Samford	Columbus State
20100206	A	4-3	Denver	Pacific (CA)
20100206	H	7-0	Coastal Carolina	Coker
20100206	H	7-0	Coastal Carolina	NCCU
20100206	H	7-0	Gonzaga	Eastern Washington
20100207	H	5-2	N.C. State	Wisconsin
20100207	A	5-2	Syracuse	Michigan State
20100207	N	5-2	Montana State	UMKC
20100207	H	6-1	Illinois	Marquette
20100207	H	7-0	Illinois	Western Illinois
20100207	A	5-2	Indiana	Wake Forest
20100207	H	5-2	Nebraska	Wyoming
20100207	H	7-0	Northwestern	Florida State
20100207	A	5-2	Ohio State	Virginia
20100207	A	5-2	Purdue	Missouri
20100207	N	6-1	Cal Poly	San Francisco
20100207	A	6-1	Hawaii	CSU Fullerton
20100207	H	6-1	Marshall	Miami (OH)
20100207	H	6-1	UTEP	Arkansas State
20100207	A	4-3	Illinois - Chicago	Drake
20100207	H	6-1	Dartmouth	St. John's (NY)
20100207	H	4-3	Yale	Memphis
20100207	H	7-0	Air Force	UTSA
20100207	H	5-2	Boise State	Colorado
20100207	H	4-3	Colorado State	Montana
20100207	H	4-3	San Jose State	Stanislaus State
20100207	H	5-2	Oregon	Nevada
20100207	H	5-2	Washington	San Diego State
20100207	H	5-2	Army	Seton Hall
20100207	A	6-1	Texas A&M	LSU
20100207	H	6-1	Arkansas	Utah
20100207	H	7-0	Florida	Troy
20100207	H	7-0	UNC Greensboro	WSSU
20100207	H	5-2	Pepperdine	Rice
20100207	A	4-3	Santa Clara	Loyola Marymount
20100207	H	5-2	St. Mary's (CA)	Denver
20100207	A	4-3	Akron	Louisville
20100207	A	4-3	Winthrop	Old Dominion
20100208	N	4-3	Oklahoma State	Utah
20100208	H	7-0	UCLA	Rice
20100208	H	7-0	Florida	South Florida
20100208	H	3-4	Loyola Marymount	Hawaii
20100209	H	7-0	Clemson	Charlotte
20100209	A	7-0	Idaho	Lewis-Clark (ID)
20100209	H	6-1	Furman	Presbyterian
20100209	H	7-0	Furman	UNC Asheville
20100210	H	7-0	Kansas	UMKC
20100210	A	6-1	Marshall	Kentucky
20100210	H	7-0	Samford	Jacksonville State
20100210	H	2-5	San Diego	Hawaii
20100211	A	5-2	West Virginia	Pittsburgh
20100211	A	3-6	Radford	Washington & Lee
20100211	A	7-0	UC Irvine	Loyola Marymount
20100211	H	3-4	San Diego State	Hawaii
20100211	H	7-0	Stanford	Sacramento State
20100211	H	8-1	Omaha	Missouri Valley
20100212	A	5-1	UMass	Long Island
20100212	H	6-1	VCU	Florida International
20100212	H	6-0	SMU	Tulane
20100212	A	6-1	Duke	Wisconsin
20100212	N	5-2	North Carolina	Georgia
20100212	H	5-2	Lipscomb	North Alabama
20100212	N	5-2	Baylor	Florida State
20100212	H	7-0	Butler	Bradley
20100212	H	5-1	Idaho	Seattle
20100212	H	6-1	Sacramento State	UC Davis
20100212	A	4-3	Charleston Southern	Campbell
20100212	H	4-2	Hampton	Norfolk State
20100212	N	5-1	Northwestern	Tennessee
20100212	H	7-0	Rutgers	Lehigh
20100212	H	5-2	Rice	Arizona
20100212	N	5-2	Dartmouth	Brown
20100212	H	6-1	Harvard	Cornell
20100212	N	7-0	Princeton	Columbia
20100212	N	6-1	Yale	Boston University
20100212	H	5-2	Bowling Green	Detroit Mercy
20100212	H	5-2	Toledo	Cincinnati
20100212	H	5-2	Western Michigan	Marquette
20100212	H	7-0	UNLV	UC Riverside
20100212	H	7-0	UNLV	Utah State
20100212	N	5-2	California	Georgia Tech
20100212	A	7-0	Oregon	New Mexico
20100212	N	4-3	UCLA	Miami (FL)
20100212	N	5-2	USC	Clemson
20100212	H	4-3	Washington State	Pacific (CA)
20100212	H	7-0	Washington State	Seattle
20100212	N	5-2	Florida	Michigan
20100212	A	5-0	Appalachian State	Lees-McRae
20100212	H	5-1	St. Mary's (CA)	UC Santa Barbara
20100213	H	7-0	VCU	Temple
20100213	A	4-0	Central Florida	Florida A&M
20100213	A	5-2	Boston College	Maryland
20100213	A	6-1	Clemson	Wisconsin
20100213	N	4-2	Duke	USC
20100213	N	5-2	North Carolina	Baylor
20100213	N	4-2	Oklahoma State	Tulane
20100213	A	4-2	DePaul	Indiana
20100213	N	4-3	Idaho	Pacific (CA)
20100213	A	7-0	Iowa	Kansas State
20100213	N	4-3	Michigan	Miami (FL)
20100213	H	7-0	Minnesota	Milwaukee
20100213	H	6-1	Minnesota	Missouri
20100213	H	7-0	Nebraska	Air Force
20100213	H	7-0	Nebraska	Drake
20100213	N	4-3	Northwestern	Florida
20100213	H	4-3	Long Beach State	San Diego State
20100213	H	4-3	UC Irvine	Cal Poly
20100213	A	5-2	UC Santa Barbara	San Francisco
20100213	H	6-1	William & Mary	Florida International
20100213	H	5-2	Marshall	Virginia Tech
20100213	N	6-1	Brown	Columbia
20100213	N	4-3	Dartmouth	Princeton
20100213	A	6-1	Yale	Harvard
20100213	H	5-2	Eastern Michigan	Cincinnati
20100213	H	5-2	Colorado State	Northern Arizona
20100213	A	5-2	Eastern Illinois	Chicago State
20100213	N	5-2	Arizona	Texas Tech
20100213	N	4-3	California	UCLA
20100213	N	7-0	Colorado	Oregon
20100213	A	4-3	Arkansas	Tulsa
20100213	H	7-0	Auburn	Jacksonville State
20100213	N	4-3	Tennessee	Georgia Tech
20100213	N	6-1	Georgia	Florida State
20100213	N	4-0	Samford	Austin Peay
20100213	H	7-0	Lamar	Nicholls State
20100213	A	6-3	Omaha	Gustavus Adolphus
20100213	H	6-1	Louisiana	McNeese State
20100213	A	6-1	BYU	Denver
20100213	H	6-1	Gonzaga	Seattle
20100213	A	6-1	Pittsburgh	Bucknell
20100214	A	4-3	Cincinnati	Detroit Mercy
20100214	H	4-3	SMU	Oklahoma State
20100214	N	4-3	Florida State	Tennessee
20100214	A	6-1	Georgia Tech	Wisconsin
20100214	N	5-2	Miami (FL)	Georgia
20100214	A	6-1	N.C. State	Old Dominion
20100214	H	4-3	North Carolina	Duke
20100214	H	5-2	Baylor	USC
20100214	H	7-0	Kansas	South Dakota
20100214	H	7-0	Oklahoma	Penn State
20100214	A	6-1	DePaul	Western Michigan
20100214	H	6-1	Marquette	Illinois State
20100214	H	7-0	Marquette	Green Bay
20100214	A	5-2	Northern Arizona	Northern Colorado
20100214	H	7-0	UNC Asheville	Brevard
20100214	A	6-1	Iowa	Kansas
20100214	N	5-2	Michigan	Clemson
20100214	N	4-3	Northwestern	California
20100214	A	4-3	Rutgers	Maryland
20100214	A	5-2	Cal Poly	Loyola Marymount
20100214	H	7-0	CSUN	Stanislaus State
20100214	H	6-1	Rice	Texas Tech
20100214	H	6-1	Illinois - Chicago	Eastern Illinois
20100214	N	4-1	Brown	Boston University
20100214	N	3-1	Cornell	Columbia
20100214	H	4-2	Harvard	Princeton
20100214	N	4-0	Yale	Dartmouth
20100214	H	7-0	Air Force	Drake
20100214	A	7-0	Colorado	New Mexico
20100214	N	4-1	UCLA	Florida
20100214	H	7-0	Utah	Denver
20100214	H	7-0	Army	Connecticut
20100214	H	7-0	Army	Fordham
20100214	H	4-0	Lamar	Prairie View A&M
20100214	H	6-1	Coastal Carolina	Wofford
20100214	A	7-0	Pacific (CA)	Eastern Washington
20100214	A	6-1	Pepperdine	San Diego
20100214	H	4-3	Santa Clara	UC Santa Barbara
20100214	H	5-2	St. Mary's (CA)	San Francisco
20100215	N	4-2	Northwestern	North Carolina
20100217	H	7-0	East Carolina	Barton
20100217	H	4-3	East Carolina	Liberty
20100217	A	7-0	SMU	TCU
20100217	A	7-0	Iowa State	Northern Iowa
20100217	A	4-3	Oklahoma	Tulsa
20100217	H	5-2	Ohio State	LSU
20100217	H	5-2	Purdue	Western Michigan
20100217	A	7-0	CSUN	CSU Fullerton
20100217	H	7-0	North Texas	Tarleton State
20100217	H	7-0	Stanford	Boise State
20100217	H	7-0	South Carolina	Winthrop
20100218	H	4-3	Elon	UNC Wilmington
20100218	A	5-2	Charlotte	Wofford
20100218	H	7-0	UCLA	Loyola Marymount
20100218	A	6-1	Western Carolina	Brevard
20100219	H	4-3	Dayton	Lipscomb
20100219	A	6-1	East Carolina	Appalachian State
20100219	H	5-2	South Florida	N.C. State
20100219	A	4-3	Syracuse	Columbia
20100219	A	7-0	Texas Tech	Southern Miss
20100219	H	4-3	West Virginia	Georgetown
20100219	H	6-1	Northern Arizona	Montana State
20100219	H	6-1	Iowa	Marquette
20100219	A	4-3	Minnesota	Oregon
20100219	A	7-0	Cal Poly	CSU Fullerton
20100219	A	7-0	Long Beach State	UC Riverside
20100219	A	5-2	College of Charleston	Stetson
20100219	A	6-1	Marshall	Penn State
20100219	H	4-3	UTEP	Lamar
20100219	A	4-3	Buffalo	Army
20100219	A	6-1	Toledo	Youngstown State
20100219	A	7-0	Nevada	New Mexico
20100219	H	6-1	UNLV	Fresno State
20100219	H	7-0	Utah State	North Dakota
20100219	A	3-2	Lafayette	St. Joseph's (PA)
20100219	N	6-1	Texas A&M	San Diego
20100219	H	6-1	Chattanooga	North Alabama
20100219	H	4-1	Denver	UC Santa Barbara
20100219	A	4-2	Louisiana	A&M-Corpus Christi
20100219	H	5-2	New Mexico State	Colorado State
20100219	H	6-1	Gonzaga	Northern Colorado
20100219	H	2-5	Portland	Montana
20100220	A	6-3	George Mason	Mary Washington
20100220	H	4-3	UMass	St. John's (NY)
20100220	A	5-2	VCU	Virginia Tech
20100220	N	5-2	East Carolina	Gardner-Webb
20100220	H	7-0	South Florida	Memphis
20100220	H	5-2	Duke	Michigan
20100220	H	7-0	North Carolina	East Carolina
20100220	H	7-0	North Carolina	UNC Greensboro
20100220	H	4-3	Virginia Tech	Davidson
20100220	H	5-2	Wake Forest	Furman
20100220	H	6-1	Baylor	Pepperdine
20100220	N	4-3	Iowa State	Marquette
20100220	H	4-3	Oklahoma State	Wichita State
20100220	A	5-2	DePaul	Louisville
20100220	H	4-3	Idaho State	North Dakota
20100220	A	7-0	Montana	Portland State
20100220	H	5-2	Charleston Southern	S.C. State
20100220	A	6-1	Longwood	WSSU
20100220	H	5-2	Indiana	Kentucky
20100220	H	7-0	Nebraska	Eastern Michigan
20100220	H	7-0	Maryland	Penn
20100220	H	6-1	Wisconsin	Western Michigan
20100220	A	6-1	Cal Poly	CSUN
20100220	H	4-3	Long Beach State	UC Irvine
20100220	A	5-2	UC Santa Barbara	Wyoming
20100220	H	7-0	Charlotte	NC A&T
20100220	N	5-2	Marshall	Boise State
20100220	H	4-3	Rice	Arkansas
20100220	H	4-3	UTEP	Colorado State
20100220	A	6-1	Illinois - Chicago	Toledo
20100220	H	4-3	Columbia	Buffalo
20100220	H	4-3	Princeton	Vanderbilt
20100220	H	5-2	Yale	William & Mary
20100220	H	7-0	Miami (OH)	Butler
20100220	N	4-3	Nevada	Kansas State
20100220	H	5-2	UNLV	San Diego
20100220	H	6-1	Colorado	Denver
20100220	H	4-3	Washington	Sacramento State
20100220	N	7-0	Texas A&M	Fresno State
20100220	H	7-0	Ole Miss	Texas Tech
20100220	A	5-2	Tennessee	Ohio State
20100220	H	5-2	Samford	Southern Miss
20100220	H	4-3	UNC Greensboro	UNC Asheville
20100220	N	0-3	South Dakota	SMSU
20100220	H	4-3	Georgia Southern	Coastal Carolina
20100220	H	5-2	New Mexico State	Lamar
20100220	A	5-2	Santa Clara	Portland
20100220	H	5-2	San Francisco	Pacific (CA)
20100220	H	7-0	Wright State	Niagara
20100220	A	7-0	Akron	Cleveland State
20100220	H	4-3	Pittsburgh	Georgetown
20100221	H	5-2	UMass	Army
20100221	H	6-1	VCU	Penn
20100221	H	6-1	Tulsa	Kansas
20100221	H	6-1	Central Florida	Memphis
20100221	A	4-3	Clemson	South Carolina
20100221	H	7-0	Duke	Furman
20100221	H	6-1	Florida State	LSU
20100221	A	7-0	Kansas State	New Mexico
20100221	H	5-2	Texas	Pepperdine
20100221	N	6-1	Idaho	Northern Colorado
20100221	H	7-0	Northern Arizona	Grand Canyon
20100221	A	5-2	Sacramento State	Washington State
20100221	H	4-3	Weber State	North Dakota
20100221	H	7-0	UNC Asheville	Lees-McRae
20100221	H	6-1	Indiana	Tennessee
20100221	H	7-0	Iowa	Iowa State
20100221	H	7-0	UC Davis	UCSD
20100221	A	4-3	College of Charleston	North Florida
20100221	H	6-1	Drexel	Lehigh
20100221	H	7-0	Elon	USC Upstate
20100221	A	7-0	North Texas	South Alabama
20100221	H	6-1	Illinois - Chicago	Bowling Green
20100221	H	4-3	Brown	William & Mary
20100221	H	5-2	Cornell	Rutgers
20100221	H	6-1	Princeton	Syracuse
20100221	H	6-1	Delaware State	George Washington
20100221	A	5-2	Boise State	Penn State
20100221	H	4-3	UNLV	Texas A&M
20100221	H	4-2	Arizona	St. Mary's (CA)
20100221	H	6-1	UCLA	Cal Poly
20100221	H	6-1	Washington	Minnesota
20100221	H	7-0	Army	Bryant
20100221	H	6-1	Navy	Loyola (MD)
20100221	A	5-2	Arkansas	TCU
20100221	A	6-1	Vanderbilt	Yale
20100221	H	4-5	UNC Greensboro	Emory & Henry
