date	winnerId	loserId	where	roundPos	team1	winner	team2	loser	score
20090904	404766	401774	N	  16	Saint Louis	Hailee Elmore       	Wash U	Allison Dender      	6-0, 6-0
20090904	404766	403595	N	  16	Saint Louis	Hailee Elmore       	SIUE	Quinlan Duchaine    	6-0, 6-0
20090904	433236	465065	N	  16	Saint Louis	Casey Miller        	SIUE	Ali Wulfers         	61, 63
20090904	436013	433204	N	  16	Saint Louis	Jenny Nalepa        	SIUE	Amanda Miller       	60, 62
20090904	450678	416639	N	  16	Saint Louis	Sarah Septien       	SIUE	Laura Horning       	60, 61
20090904	437048	405161	N	  16	SIUE	Amanda Niebur       	Wash U	Luisa Errichetti    	6-2, 6-3
20090904	424475	441304	N	  16	SIUE	Kelsey Laird        	Southeast Missouri	Sarah Pettigrew     	6-0, 6-0
20090904	391100	414001	N	  16	SIUE	Maggie Boeckman     	Southeast Missouri	Ashton Hartley      	62, 62
20090905	393730	459447	N	   4	IUPUI	Hunter Bullock      	Marian (IN)	Paola Usina         	3-6, 6-4, 7-6 (8-6)
20090905	404766	391100	N	   8	Saint Louis	Hailee Elmore       	SIUE	Maggie Boeckman     	6-1, 6-2
20090905	436013	395760	N	   8	Saint Louis	Jenny Nalepa        	Wash U	Kalee alex Cassady  	6-0, 6-1
20090905	450678	448373	N	   8	Saint Louis	Sarah Septien       	Wash U	Elise Sambol        	6-1, 6-1
20090905	458014	428757	N	   8	Saint Louis	Kasia Tomalak       	Wash U	Paige Madara        	6-3, 6-0
20090905	417258	445103	N	   8	IUPUI	Shelby Hullett      	Marian (IN)	Dana Reynolds       	6-0, 6-0
20090905	393730	415592	N	   8	IUPUI	Hunter Bullock      	Northwestern Ohio	Jamie Hilborn       	6-1, 7-6(0)
20090905	437048	450286	N	   8	SIUE	Amanda Niebur       	Southeast Missouri	Erika Seabaugh      	6-1,6-0
20090905	424475	409568	N	   8	SIUE	Kelsey Laird        	Wash U	Kristen George      	6-0, 6-1
20090905	437607	457805	N	  16	Southeast Missouri	Nikole Novikove     	Wash U	Natalie Tingir      	6-4, 6-4
20090905	431788	409568	N	    	Saint Louis	Caitlin McKenna     	Wash U	Kristen George      	8-0
20090905	431788	403595	N	    	Saint Louis	Caitlin McKenna     	SIUE	Quinlan Duchaine    	8-0
20090905	431788	405161	N	    	Saint Louis	Caitlin McKenna     	Wash U	Luisa Errichetti    	8-0
20090905	387934	416417	N	    	VCU	Alex Bara           	ETSU	Kelly Holtzhausen   	6-2,6-3
20090905	430404	395276	N	    	IUPUI	Bailey Maryfield    	Northwestern Ohio	Ashley Carmack      	6-4, 6-2
20090905	433204	408971	N	    	SIUE	Amanda Miller       	Southeast Missouri	Luz Garcia          	8-2
20090905	416639	436158	N	    	SIUE	Laura Horning       	Southeast Missouri	Elise Nattier       	8-3
20090906	395109	438922	N	   4	West Virginia	Veronica Cardenas   	Duquesne	Megan OSullivan     	4-6, 6-0, 11-9
20090906	435446	428445	N	   8	Duquesne	Ana Mungo           	Youngstown State	Sarah Lynch         	7-5, 6-0
20090906	438922	390811	N	   8	Duquesne	Megan OSullivan     	West Virginia	Gabrielle Blaskovicova	4-6, 6-3 (4)
20090906	395109	437595	N	   8	West Virginia	Veronica Cardenas   	Duquesne	Stephanie Novakowski	6-1, 6-0
20090906	438922	447203	N	  16	Duquesne	Megan OSullivan     	Bucknell	Lauren Rottkamp     	7-5, 6-0
20090906	413421	463948	N	 512	Youngstown State	Lauren Hankle       	Duquesne	Zena Williams       	6-4, 6-1
20090907	431648	461187	N	   4	Duquesne	Rachel McGowan      	Youngstown State	Anna Volkova        	6-3, 6-4
20090907	438922	409897	N	   4	Duquesne	Megan OSullivan     	Hofstra	Malissa Gilanchi    	6-3, 7-6
20090907	398475	414235	N	   4	Duquesne	Erin Conroy         	West Virginia	Katie Haught        	7-5, 7-5, 10-8
20090907	441740	429045	N	   4	West Virginia	Ashley Pilsbury     	Duquesne	Tara Majdalani      	6-4, 6-3
20090907	394068	435446	N	   4	West Virginia	Monique Burton      	Duquesne	Ana Mungo           	6-1, 6-3
20090907	429045	463426	N	   8	Duquesne	Tara Majdalani      	West Virginia	Catie Wickline      	6-1, 6-2
20090907	438922	419826	N	   8	Duquesne	Megan OSullivan     	Villanova	Michele Jordan      	6-0, 6-2
20090911	424468	413492	H	   1	Tennessee Martin	Alice Laing         	Lipscomb	Danielle Hansen     	6-7, 6-4, 7-6
20090911	390504	444827	A	   2	Lipscomb	Mackenzie Bishop    	Tennessee Martin	Corinna Reischl     	7-5, 7-6
20090911	437542	385134	N	   2	Harvard	Kristin Norton      	Winthrop	Yasmine Alkema      	6-0 6-1
20090911	441081	405868	N	   2	Illinois State	Carmen Peters       	Butler	Brittany Farmer     	6-4, 2-6, 6-0
20090911	465695	450219	N	   2	Illinois State	Stefanie Youngberg  	Bradley	Kennedy Scott       	7-5, 6-4
20090911	466494	422241	N	   2	Illinois State	Julia Zubkova       	Illinois State	Aniko Kiss          	4-6, 7-6 (2-0), 7-5
20090911	424476	411893	N	   2	Eastern Illinois	Kristen Laird       	Green Bay	Lauryn Grimando     	3-6, 6-4, (8)
20090911	454251	463551	N	   2	Furman	Michele Stanford    	Kansas	Erin Wilbert        	6-4, 6-4
20090911	464228	419932	H	   3	Tennessee Martin	Anna Winkelmann     	Lipscomb	Carlina Jow         	6-0, 6-1
20090911	463551	390148	N	   4	Kansas	Erin Wilbert        	Furman	Jennifer Betts      	7-5, 7-5
20090911	418814	454565	N	   4	Butler	Becky Jenkins       	Illinois State	Franziska Steinhardt	6-3, 6-2
20090911	457480	428534	N	   4	Butler	Cam Thompson        	Illinois State	Ariane Maack        	6-3, 6-1
20090911	405868	437888	N	   4	Butler	Brittany Farmer     	Illinois State	Maria Occhipinti    	6-0, 6-4
20090911	385134	418401	N	   4	Winthrop	Yasmine Alkema      	ETSU	Paula Jaime         	6-1 6-0
20090911	393721	452053	N	   4	James Madison	Katherine Bulling   	Longwood	Laura Simon         	3-6, 6-3, 6-1
20090911	411893	446108	N	   4	Green Bay	Lauryn Grimando     	Northern Illinois	Kendall Robinson    	6-3, 6-1
20090911	466494	395754	N	   4	Illinois State	Julia Zubkova       	Butler	Molly Casperson     	6-2, 6-3
20090911	441081	405252	N	   4	Illinois State	Carmen Peters       	Illinois State	Hannah Esker        	4-6, 6-3, 6-2
20090911	422241	425559	N	   4	Illinois State	Aniko Kiss          	Illinois State	Natalia Lech        	3-6, 6-3, 6-4
20090911	424476	411808	N	   4	Eastern Illinois	Kristen Laird       	Western Illinois	Claire Griffin      	6-2, 6-3
