date	where	score	winner	loser
20120926	A	8-0	Rider	Rutgers - Camden
20120928	H	7-0	Charlotte	Belmont Abbey
20120928	H	7-0	Charlotte	Johnson C. Smith
20120930	A	9-0	La Salle	Jefferson
20121011	H	6-1	La Salle	Sciences (Philadelphia)
20121013	H	6-1	Fordham	St. Peter's
20121013	A	6-3	La Salle	Kutztown
20130109	A	9-0	Duke	Hawaii
20130111	A	4-3	Gonzaga	Seattle
20130112	N	4-2	Central Florida	Florida A&M
20130112	H	7-0	Florida State	Furman
20130112	H	7-0	Florida State	Central Florida
20130112	A	6-1	Baylor	Hawaii
20130112	A	5-2	Texas	SMU
20130112	H	5-2	DePaul	Illinois - Chicago
20130112	H	7-0	Washington	Gonzaga
20130112	H	6-1	South Carolina	Charlotte
20130112	H	4-0	South Carolina	Presbyterian
20130112	H	6-1	Furman	Florida A&M
20130112	H	7-0	BYU	Utah State
20130112	H	6-1	BYU	Weber State
20130114	H	7-0	Wake Forest	Winthrop
20130115	A	6-1	Nevada	UC Irvine
20130115	H	7-0	Stanford	Sacramento State
20130116	H	7-0	Clemson	Furman
20130116	H	7-0	Texas Tech	Prairie View A&M
20130116	H	6-1	Texas Tech	UTRGV
20130116	H	7-0	Ohio State	Butler
20130116	H	6-1	Ohio State	Xavier
20130116	H	7-0	UC Santa Barbara	Westmont
20130117	H	4-3	Idaho State	Utah State
20130118	A	5-2	Duquesne	Northern Kentucky
20130118	H	4-0	VCU	Campbell
20130118	H	5-0	VCU	Georgetown
20130118	H	4-3	Georgia Tech	Lipscomb
20130118	H	5-2	Georgia Tech	Old Dominion
20130118	N	3-2	Campbell	Georgetown
20130118	H	5-2	Hawaii	UC Irvine
20130118	H	7-0	San Diego State	UC Riverside
20130118	A	4-3	Washington	Tulsa
20130118	H	7-0	Vanderbilt	Butler
20130118	H	6-1	Nicholls State	Oral Roberts
20130118	A	5-2	Georgia State	Chattanooga
20130118	A	4-3	St. Mary's (CA)	Fresno State
20130119	H	6-1	South Florida	Florida Atlantic
20130119	A	7-0	Clemson	Davidson
20130119	N	6-1	Clemson	Winthrop
20130119	H	9-0	Duke	Elon
20130119	H	7-0	Florida State	Florida Gulf Coast
20130119	H	7-0	Florida State	UAB
20130119	N	7-0	Miami (FL)	Bethune Cookman
20130119	A	4-3	N.C. State	Penn State
20130119	H	6-1	North Carolina	Gardner-Webb
20130119	H	7-0	North Carolina	Wofford
20130119	H	6-1	Virginia Tech	College of Charleston
20130119	H	7-0	Virginia Tech	Longwood
20130119	H	6-1	Wake Forest	Charlotte
20130119	H	7-0	Wake Forest	ETSU
20130119	A	5-1	TCU	Detroit Mercy
20130119	N	6-1	Texas	Washington
20130119	A	4-3	Texas Tech	Rice
20130119	N	6-1	Sacramento State	UC Irvine
20130119	N	5-0	Campbell	Morgan State
20130119	N	4-3	Illinois	Ball State
20130119	H	4-3	Michigan	TCU
20130119	N	5-2	Cal Poly	St. Mary's (CA)
20130119	H	4-2	UAB	Florida A&M
20130119	H	5-2	Boise State	Air Force
20130119	H	7-0	Boise State	Montana
20130119	N	7-0	Nevada	Northern Arizona
20130119	H	7-0	Oregon	Portland State
20130119	H	7-0	Oregon	Seattle
20130119	H	6-1	Utah	Idaho State
20130119	H	6-1	Utah	Weber State
20130119	N	7-0	Texas A&M	Nicholls State
20130119	N	7-0	Texas A&M	SMU
20130119	H	7-0	Auburn	Jacksonville State
20130119	H	7-0	Auburn	Mercer
20130119	H	7-0	Alabama	Alabama State
20130119	H	7-0	Alabama	Jackson State
20130119	H	5-2	Florida	Miami (FL)
20130119	H	5-0	South Carolina	Appalachian State
